"DiffRefSubstrateVSlow070622 - RawData"
"Wavelength nm.","R%"
190.00,20.26184
191.00,18.83282
192.00,17.87869
193.00,17.43362
194.00,16.93361
195.00,16.74138
196.00,16.23602
197.00,16.41325
198.00,16.18143
199.00,16.25681
200.00,16.24040
201.00,16.26619
202.00,16.36876
203.00,16.56329
204.00,16.53599
205.00,16.54494
206.00,16.66880
207.00,16.68368
208.00,16.73488
209.00,16.75212
210.00,16.90411
211.00,16.85201
212.00,16.71070
213.00,16.82322
214.00,16.69069
215.00,16.71499
216.00,16.68692
217.00,16.58404
218.00,16.62120
219.00,16.59384
220.00,16.56985
221.00,16.49674
222.00,16.52519
223.00,16.51580
224.00,16.54865
225.00,16.59460
226.00,16.56746
227.00,16.59809
228.00,16.55592
229.00,16.61154
230.00,16.64342
231.00,16.60862
232.00,16.70464
233.00,16.71008
234.00,16.66804
235.00,16.75135
236.00,16.78717
237.00,16.78095
238.00,16.75462
239.00,16.77092
240.00,16.84268
241.00,16.82740
242.00,16.82368
243.00,16.84576
244.00,16.84947
245.00,16.83919
246.00,16.89068
247.00,16.84910
248.00,16.89124
249.00,16.86736
250.00,16.88113
251.00,16.88437
252.00,16.87345
253.00,16.89926
254.00,16.90602
255.00,16.86484
256.00,16.88910
257.00,16.92172
258.00,16.87699
259.00,16.89702
260.00,16.88599
261.00,16.86611
262.00,16.88397
263.00,16.86034
264.00,16.82552
265.00,16.82649
266.00,16.79531
267.00,16.80654
268.00,16.80051
269.00,16.82644
270.00,16.77810
271.00,16.79221
272.00,16.80924
273.00,16.82401
274.00,16.78218
275.00,16.77703
276.00,16.79180
277.00,16.78229
278.00,16.76914
279.00,16.77493
280.00,16.76410
281.00,16.76570
282.00,16.76865
283.00,16.75139
284.00,16.76310
285.00,16.76993
286.00,16.72154
287.00,16.73114
288.00,16.74481
289.00,16.73945
290.00,16.73653
291.00,16.76132
292.00,16.74456
293.00,16.71421
294.00,16.72072
295.00,16.72199
296.00,16.67985
297.00,16.67622
298.00,16.68205
299.00,16.69792
300.00,16.70945
301.00,16.68684
302.00,16.65196
303.00,16.63988
304.00,16.63177
305.00,16.66332
306.00,16.62902
307.00,16.61611
308.00,16.64818
309.00,16.59329
310.00,16.65004
311.00,16.58701
312.00,16.58097
313.00,16.58504
314.00,16.54227
315.00,16.53383
316.00,16.52232
317.00,16.48864
318.00,16.48719
319.00,16.51706
320.00,16.47908
321.00,16.47479
322.00,16.44713
323.00,16.46070
324.00,16.39564
325.00,16.37133
326.00,16.41579
327.00,16.38764
328.00,16.35099
329.00,16.37902
330.00,16.34285
331.00,16.34568
332.00,16.35218
333.00,16.26796
334.00,16.28749
335.00,16.26704
336.00,16.27424
337.00,16.23957
338.00,16.25308
339.00,16.22867
340.00,16.20737
341.00,16.20200
342.00,16.18166
343.00,16.16779
344.00,16.16281
345.00,16.15467
346.00,16.13693
347.00,16.09572
348.00,16.12689
349.00,16.07900
350.00,16.06574
351.00,16.06222
352.00,16.02688
353.00,16.05728
354.00,16.03832
355.00,16.00219
356.00,15.99849
357.00,15.98552
358.00,15.94928
359.00,15.94615
360.00,15.94122
361.00,15.90573
362.00,15.88860
363.00,15.89855
364.00,15.84961
365.00,15.87320
366.00,15.85196
367.00,15.83149
368.00,15.79163
369.00,15.79583
370.00,15.78386
371.00,15.78876
372.00,15.73589
373.00,15.72869
374.00,15.72390
375.00,15.70762
376.00,15.70644
377.00,15.67153
378.00,15.65317
379.00,15.65377
380.00,15.62371
381.00,15.62563
382.00,15.60722
383.00,15.59152
384.00,15.57609
385.00,15.57283
