λ (nm),α (cm^-1)
200.0,42047.89082068807
200.06,41785.879250969
200.12,41523.86768124993
200.18,41261.85611153086
200.24,40999.8445418118
200.3,40737.83297209273
200.36,40475.82140237366
200.42,40213.80983265471
200.48,39951.79826293565
200.54,39689.78669321658
200.6,39427.77512349751
200.66,39165.76355377844
200.72,38903.75198405937
200.78,38641.7404143403
200.84,38379.72884462123
200.9,38117.71727490216
200.96,37855.70570518309
201.02,37600.27919502008
201.08,37358.02280396916
201.14,37115.766412918354
201.2,36873.510021867434
201.26,36631.25363081652
201.32,36388.9972397656
201.38,36146.74084871468
201.44,35904.48445766376
201.5,35662.22806661284
201.56,35419.97167556193
201.62,35177.71528451101
201.68,34935.45889346009
201.74,34693.20250240917
201.8,34450.94611135826
201.86,34208.68972030734
201.92,33966.433329256535
201.98,33724.176938205615
202.04,33502.648512737425
202.1,33291.48407006061
202.16,33080.31962738378
202.22,32869.155184706964
202.28,32657.990742030146
202.34,32446.826299353328
202.4,32235.661856676506
202.46,32024.49741399969
202.52,31813.332971322874
202.58,31602.168528646052
202.64,31391.004085969333
202.7,31179.839643292515
202.76,30968.675200615693
202.82,30757.510757938875
202.88,30546.346315262057
202.94,30335.181872585235
203.0,30124.017429908417
203.06,29944.55573965847
203.12,29765.09404940853
203.18,29585.632359158586
203.24,29406.17066890864
203.3,29226.708978658695
203.36,29047.24728840875
203.42,28867.785598158895
203.48,28688.323907908947
203.54,28508.862217659003
203.6,28329.400527409056
203.66,28149.938837159116
203.72,27970.477146909172
203.78,27791.015456659225
203.84,27611.55376640928
203.9,27432.09207615934
203.96,27252.630385909393
204.02,27081.779929988625
204.08,26928.151942726196
204.14,26774.523955463843
204.2,26620.895968201414
204.26,26467.267980938985
204.32,26313.639993676552
204.38,26160.012006414127
204.44,26006.384019151697
204.5,25852.75603188927
204.56,25699.128044626843
204.62,25545.500057364414
204.68,25391.872070101985
204.74,25238.244082839552
204.8,25084.616095577127
204.86,24930.988108314697
204.92,24777.36012105234
204.98,24623.732133789916
205.04,24483.515980576663
