λ (nm),α (cm^-1)
262.04,7112011.966197411
262.1,7114657.285724025
262.15999999999997,7117302.60525064
262.22,7119947.924777257
262.28,7122593.24430387
262.34,7125238.5638304865
262.4,7127883.883357101
262.46,7130529.202883717
262.52,7133174.522410332
262.58,7135819.841936948
262.64,7138465.161463564
262.7,7141110.480990179
262.76,7143755.800516794
262.82,7146401.120043411
262.88,7149046.439570026
262.94,7151691.759096642
263.0,7154337.078623258
263.06,7156679.24047628
263.12,7159021.402329302
263.18,7161363.564182324
263.24,7163705.726035347
263.3,7166047.887888369
263.36,7168390.049741392
263.42,7170732.211594414
263.48,7173074.373447437
263.54,7175416.53530046
263.6,7177758.697153482
263.65999999999997,7180100.859006502
263.72,7182443.0208595265
263.78,7184785.182712547
263.84,7187127.344565569
263.9,7189469.506418592
263.96,7191811.668271614
264.02,7194051.207827471
264.08,7196085.502788997
264.14,7198119.797750521
264.2,7200154.0927120475
264.26,7202188.387673573
264.32,7204222.682635099
264.38,7206256.977596624
264.44,7208291.272558149
264.5,7210325.567519675
264.56,7212359.8624812
264.62,7214394.157442726
264.68,7216428.452404251
264.74,7218462.747365777
264.8,7220497.042327302
264.86,7222531.337288828
264.92,7224565.632250353
264.98,7226599.927211879
265.03999999999996,7228431.967183766
265.1,7230162.879660838
265.15999999999997,7231893.792137908
265.22,7233624.70461498
265.28,7235355.617092051
265.34000000000003,7237086.529569123
265.4,7238817.4420461925
265.46,7240548.354523263
265.52,7242279.267000334
265.58,7244010.179477406
265.64,7245741.091954476
265.7,7247472.004431548
265.76,7249202.916908619
265.82,7250933.829385689
265.88,7252664.741862761
265.94,7254395.654339831
266.0,7256126.566816903
266.06,7257579.591637542
266.12,7259032.616458181
266.18,7260485.64127882
266.24,7261938.666099458
266.3,7263391.690920097
266.36,7264844.715740736
266.42,7266297.740561374
266.48,7267750.765382014
266.53999999999996,7269203.790202651
266.6,7270656.815023291
266.65999999999997,7272109.839843929
266.72,7273562.864664569
266.78,7275015.889485206
266.84000000000003,7276468.914305847
266.9,7277921.939126485
266.96,7279374.963947123
267.02,7280752.019083489
267.08,7281977.134851307
267.14,7283202.250619124
267.2,7284427.366386941
267.26,7285652.482154759
267.32,7286877.597922577
267.38,7288102.713690395
267.44,7289327.829458212
267.5,7290552.9452260295
267.56,7291778.0609938465
267.62,7293003.176761664
267.68,7294228.292529482
267.74,7295453.4082973
