λ (nm),α (cm^-1)
200.0,37498.18645153693
200.06,37293.30445428973
200.12,37088.42245704253
200.18,36883.540459795324
200.24,36678.65846254813
200.3,36473.77646530093
200.36,36268.894468053724
200.42,36064.01247080662
200.48,35859.13047355942
200.54,35654.24847631222
200.6,35449.366479065015
200.66,35244.48448181782
200.72,35039.60248457061
200.78,34834.72048732341
200.84,34629.83849007621
200.9,34424.956492829006
200.96,34220.07449558181
201.02,34024.323859399985
201.08,33846.83594534892
201.14,33669.34803129793
201.2,33491.86011724686
201.26,33314.37220319579
201.32,33136.88428914472
201.38,32959.39637509365
201.44,32781.90846104258
201.5,32604.42054699151
201.56,32426.932632940436
201.62,32249.44471888937
201.68,32071.956804838297
201.74,31894.46889078723
201.8,31716.98097673616
201.86,31539.493062685087
201.92,31362.0051486341
201.98,31184.517234583032
202.04,31040.835772343842
202.1,30914.057536010598
202.16,30787.27929967736
202.22,30660.50106334412
202.28,30533.722827010883
202.34,30406.94459067764
202.4,30280.1663543444
202.46,30153.38811801116
202.52,30026.60988167792
202.58,29899.83164534468
202.64,29773.053409011503
202.7,29646.27517267826
202.76,29519.49693634502
202.82,29392.71870001178
202.88,29265.940463678544
202.94,29139.1622273453
203.0,29012.383991012062
203.06,28952.32898464088
203.12,28892.2739782697
203.18,28832.218971898514
203.24,28772.163965527336
203.3,28712.108959156154
203.36,28652.053952784976
203.42,28591.99894641382
203.48,28531.943940042638
203.54,28471.88893367146
203.6,28411.83392730028
203.66,28351.778920929093
203.72,28291.723914557915
203.78,28231.668908186733
203.84,28171.61390181555
203.9,28111.558895444374
203.96,28051.50388907319
204.02,28015.678429090476
204.08,28028.31206188467
204.14,28040.945694678852
204.2,28053.579327473042
204.26,28066.212960267236
204.32,28078.846593061426
204.38,28091.480225855616
204.44,28104.113858649805
204.5,28116.747491444
204.56,28129.38112423819
204.62,28142.014757032382
204.68,28154.64838982657
204.74,28167.282022620762
204.8,28179.915655414952
204.86,28192.549288209146
204.92,28205.18292100333
204.98,28217.81655379752
205.04,28275.608186517646
205.1,28355.97881920076
205.16,28436.349451883874
205.22,28516.720084566987
205.28,28597.090717250103
205.34,28677.461349933215
205.4,28757.83198261633
205.46,28838.202615299444
205.52,28918.57324798256
205.58,28998.94388066567
205.64,29079.31451334875
205.7,29159.68514603186
205.76,29240.05577871497
205.82,29320.426411398086
205.88,29400.7970440812
205.94,29481.16767676431
206.0,29561.538309447427
206.06,29695.22522277235
206.12,29828.91213609727
206.18,29962.599049422195
206.24,30096.28596274712
206.3,30229.97287607204
206.36,30363.659789396967
206.42,30497.346702721825
206.48,30631.03361604675
206.54,30764.72052937167
206.6,30898.407442696593
206.66,31032.094356021516
206.72,31165.78126934644
206.78,31299.468182671364
206.84,31433.155095996288
206.9,31566.84200932121
206.96,31700.528922646132
207.02,31845.272456872623
207.08,32012.12923290223
207.14,32178.98600893176
207.2,32345.84278496137
207.26,32512.699560990975
207.32,32679.556337020582
207.38,32846.41311305019
207.44,33013.2698890798
207.5,33180.126665109405
207.56,33346.98344113902
207.62,33513.84021716862
207.68,33680.69699319823
207.74,33847.55376922784
207.8,34014.410545257444
207.86,34181.26732128705
207.92,34348.124097316584
207.98,34514.98087334619
208.04,34690.296785573824
208.1,34869.84226590047
208.16,35049.38774622713
208.22,35228.933226553774
208.28,35408.47870688042
208.34,35588.02418720707
208.4,35767.56966753372
208.46,35947.115147860364
208.52,36126.66062818702
208.58,36306.20610851367
208.64,36485.75158884023
208.7,36665.29706916688
208.76,36844.84254949353
208.82,37024.38802982018
208.88,37203.93351014683
208.94,37383.47899047348
209.0,37563.02447080013
209.06,37739.26355270245
209.12,37915.50263460477
209.18,38091.74171650709
209.24,38267.98079840941
209.3,38444.21988031173
209.36,38620.45896221405
209.42,38796.69804411629
209.48,38972.93712601861
209.54,39149.17620792093
209.6,39325.41528982324
209.66,39501.65437172557
209.72,39677.89345362789
209.78,39854.13253553021
209.84,40030.37161743253
209.9,40206.61069933485
209.96,40382.84978123717
210.02,40554.71826944213
210.08,40717.84557025234
210.14,40880.97287106249
210.2,41044.100171872706
210.26,41207.22747268293
210.32,41370.354773493156
210.38,41533.48207430337
210.44,41696.6093751136
210.5,41859.736675923814
210.56,42022.863976734036
210.62,42185.99127754426
210.68,42349.11857835448
210.74,42512.2458791647
210.8,42675.37317997492
210.86,42838.50048078514
210.92,43001.627781595285
210.98,43164.75508240551
211.04,43315.77625825606
211.1,43460.74437162679
211.16,43605.71248499751
211.22,43750.680598368235
211.28,43895.648711738955
211.34,44040.616825109675
211.4,44185.5849384804
211.46,44330.55305185112
211.52,44475.52116522185
211.58,44620.48927859257
211.64,44765.457391963224
211.7,44910.42550533394
211.76,45055.393618704664
211.82,45200.361732075384
211.88,45345.32984544611
211.94,45490.29795881683
212.0,45635.26607218755
212.06,45759.75021134093
212.12,45884.23435049432
212.18,46008.7184896477
212.24,46133.20262880108
212.3,46257.68676795446
212.36,46382.17090710784
212.42,46506.65504626116
212.48,46631.13918541454
212.54,46755.623324567925
212.6,46880.1074637213
212.66,47004.59160287468
212.72,47129.075742028064
212.78,47253.55988118144
212.84,47378.044020334826
212.9,47502.5281594882
212.96,47627.01229864158
213.02,47744.58926251746
213.08,47848.35187583834
213.14,47952.11448915917
213.2,48055.877102480044
213.26,48159.63971580092
213.32,48263.4023291218
213.38,48367.16494244267
213.44,48470.927555763556
213.5,48574.69016908443
213.56,48678.45278240531
213.62,48782.21539572618
213.68,48885.97800904706
213.74,48989.74062236794
213.8,49093.50323568882
