λ (nm),α (cm^-1)
236.18,216055.46892565588
236.24,217902.76057211155
236.3,219750.05221856726
236.36,221597.34386502297
236.42000000000002,223444.6355114786
236.48,225291.92715793345
236.54,227139.21880438915
236.6,228986.51045084483
236.66,230833.80209730053
236.72,232681.09374375624
236.78,234528.38539021192
236.84,236375.67703666762
236.9,238222.96868312333
236.96,240070.260329579
237.01999999999998,242007.39540720097
237.07999999999998,244124.2173471583
237.14,246241.03928711565
237.2,248357.86122707298
237.26,250474.68316703037
237.32,252591.5051069877
237.38,254708.32704694502
237.44,256825.1489869024
237.5,258941.97092685974
237.56,261058.7928668171
237.62,263175.6148067745
237.68,265292.4367467318
237.74,267409.25868668914
237.8,269526.08062664646
237.86,271642.90256660385
237.92000000000002,273759.7245065612
237.98,275876.5464465176
238.04,278210.9834536409
238.1,280654.2279943473
238.16,283097.47253505373
238.22,285540.7170757601
238.28,287983.9616164665
238.34,290427.206157173
238.4,292870.45069787937
238.46,295313.6952385858
238.51999999999998,297756.93977929105
238.57999999999998,300200.1843199975
238.64,302643.4288607039
238.7,305086.6734014103
238.76,307529.91794211674
238.82,309973.1624828231
238.88,312416.4070235296
238.94,314859.65156423603
239.0,317302.8961049424
239.06,320139.9552315363
239.12,322977.01435813017
239.18,325814.07348472404
239.24,328651.13261131785
239.3,331488.1917379117
239.36,334325.2508645056
239.42000000000002,337162.30999109946
239.48,339999.36911769194
239.54,342836.42824428587
239.6,345673.48737087974
239.66,348510.5464974736
239.72,351347.6056240675
239.78,354184.66475066135
239.84,357021.7238772552
239.9,359858.78300384904
239.96,362695.8421304429
240.01999999999998,365688.580090735
240.07999999999998,368992.67571842804
240.14,372296.771346121
240.2,375600.866973814
240.26,378904.96260150697
240.32,382209.0582291999
240.38,385513.1538568929
240.44,388817.2494845859
240.5,392121.3451122789
240.56,395425.4407399718
240.62,398729.5363676648
240.68,402033.6319953578
240.74,405337.72762305074
240.8,408641.82325074374
240.86,411945.9188784368
240.92000000000002,415250.0145061297
240.98,418554.11013382114
241.04,422219.2234619245
241.1,426064.84564023325
241.16,429910.46781854203
241.22,433756.0899968508
241.28,437601.7121751596
241.34,441447.3343534683
241.4,445292.9565317771
241.46,449138.5787100859
241.51999999999998,452984.20088839275
241.57999999999998,456829.82306670153
241.64,460675.44524501025
241.7,464521.06742331904
241.76,468366.6896016278
241.82,472212.3117799365
241.88,476057.93395824527
241.94,479903.55613655405
242.0,483749.1783148628
242.06,488209.5485751059
242.12,492669.91883534903
242.18,497130.2890955921
242.24,501590.65935583523
242.3,506051.02961607836
242.36,510511.39987632143
242.42000000000002,514971.77013656456
242.48,519432.14039680554
242.54,523892.5106570486
242.6,528352.8809172917
242.66,532813.2511775348
242.72,537273.621437778
242.78,541733.9916980211
242.84,546194.3619582641
242.9,550654.7322185073
242.96,555115.1024787504
243.01999999999998,559804.9388823538
243.07999999999998,564953.707572685
243.14,570102.476263016
243.2,575251.2449533471
243.26,580400.0136436782
243.32,585548.7823340093
243.38,590697.5510243404
243.44,595846.3197146716
243.5,600995.0884050026
243.56,606143.8570953337
243.62,611292.6257856649
243.68,616441.3944759959
243.74,621590.163166327
243.8,626738.9318566581
243.86,631887.7005469892
243.92000000000002,637036.4692373204
243.98,642185.2379276489
244.04,647848.2781484758
244.1,653768.4541345506
244.16,659688.6301206255
244.22,665608.8061067003
244.28,671528.9820927752
244.34,677449.15807885
244.4,683369.3340649249
244.46,689289.5100509997
244.51999999999998,695209.6860370717
244.57999999999998,701129.8620231466
244.64,707050.0380092213
244.7,712970.2139952962
244.76,718890.389981371
244.82,724810.5659674458
244.88,730730.7419535207
244.94,736650.9179395955
245.0,742571.0939256704
245.06,749372.073165605
245.12,756173.0524055394
245.18,762974.0316454741
245.24,769775.0108854087
245.3,776575.9901253433
245.36,783376.9693652778
245.42000000000002,790177.9486052124
245.48,796978.9278451437
245.54,803779.9070850783
245.6,810580.886325013
245.66,817381.8655649476
245.72,824182.8448048822
245.78,830983.8240448167
245.84,837784.8032847513
245.9,844585.7825246858
245.96,851386.7617646205
246.01999999999998,858532.8585740562
246.07999999999998,866369.1905225047
246.14,874205.5224709533
246.2,882041.854419402
246.26,889878.1863678505
246.32,897714.5183162991
246.38,905550.8502647477
246.44,913387.1822131963
246.5,921223.5141616449
246.56,929059.8461100935
246.62,936896.1780585421
246.68,944732.5100069907
246.74,952568.8419554393
246.8,960405.1739038879
246.86,968241.5058523365
246.92000000000002,976077.8378007851
246.98,983914.16974923
247.04,992578.878712537
247.1,1001657.7761832738
247.16,1010736.6736540104
247.22,1019815.5711247469
247.28,1028894.4685954836
247.34,1037973.3660662202
247.4,1047052.2635369569
247.46,1056131.1610076935
247.51999999999998,1065210.0584784257
247.57999999999998,1074288.9559491624
247.64,1083367.853419899
247.7,1092446.7508906357
247.76,1101525.6483613723
247.82,1110604.545832109
247.88,1119683.4433028456
247.94,1128762.3407735822
248.0,1137841.2382443189
248.06,1148407.1017671362
248.12,1158972.9652899539
248.18,1169538.8288127712
248.24,1180104.6923355886
248.3,1190670.5558584062
248.36,1201236.4193812239
248.42000000000002,1211802.2829040412
248.48,1222368.1464268537
248.54,1232934.009949671
248.6,1243499.8734724887
248.66,1254065.736995306
248.72,1264631.6005181235
248.78,1275197.464040941
248.84,1285763.3275637587
248.9,1296329.1910865759
248.96,1306895.0546093935
249.01999999999998,1318036.5058561016
249.07999999999998,1330329.1325506081
249.14,1342621.7592451144
249.2,1354914.385939621
249.26,1367207.0126341274
249.32,1379499.639328634
249.38,1391792.2660231402
249.44,1404084.8927176467
249.5,1416377.5194121532
249.56,1428670.1461066594
249.62,1440962.772801166
249.68,1453255.3994956724
249.74,1465548.0261901787
249.8,1477840.6528846852
249.86,1490133.2795791917
249.92000000000002,1502425.906273698
249.98,1514718.5329681986
250.04,1528279.0762978676
250.1,1542473.5779451185
250.16,1556668.0795923693
250.22,1570862.5812396202
250.28,1585057.0828868707
250.34,1599251.5845341214
250.4,1613446.0861813724
250.46,1627640.5878286231
250.51999999999998,1641835.0894758673
250.57999999999998,1656029.5911231183
250.64,1670224.092770369
250.7,1684418.59441762
250.76,1698613.0960648705
250.82,1712807.5977121212
250.88,1727002.0993593722
250.94,1741196.601006623
251.0,1755391.1026538739
251.06,1771537.6829501977
251.12,1787684.2632465218
251.18,1803830.8435428455
251.24,1819977.4238391696
251.3,1836124.0041354934
251.36,1852270.5844318175
251.42,1868417.1647281337
251.48,1884563.7450244576
251.54,1900710.3253207817
251.6,1916856.9056171053
251.66,1933003.4859134294
251.72,1949150.0662097533
251.78,1965296.6465060774
251.84,1981443.2268024012
251.9,1997589.8070987253
251.96,2013736.387395049
252.01999999999998,2030495.5608411299
252.07999999999998,2048479.9205867497
252.14,2066464.2803323693
252.2,2084448.6400779888
252.26,2102432.9998236084
252.32,2120417.359569228
252.38,2138401.7193148476
252.44,2156386.0790604674
252.5,2174370.438806087
252.56,2192354.7985517066
252.62,2210339.158297326
252.68,2228323.518042946
252.74,2246307.877788565
252.8,2264292.237534185
252.86,2282276.5972798048
252.92,2300260.9570254157
252.98,2318245.3167710355
253.04,2337265.791316726
253.1,2356804.323262452
253.16,2376342.855208178
253.22,2395881.3871539044
253.28,2415419.919099631
253.34,2434958.4510453567
253.4,2454496.982991083
253.46,2474035.514936809
253.51999999999998,2493574.046882526
253.57999999999998,2513112.578828252
253.64,2532651.1107739788
253.7,2552189.642719704
253.76,2571728.174665431
253.82,2591266.7066111565
253.88,2610805.2385568833
253.94,2630343.7705026087
254.0,2649882.302448335
254.06,2670555.4414476324
254.12,2691228.58044693
254.18,2711901.719446227
254.24,2732574.858445524
254.3,2753247.997444821
254.36,2773921.1364441183
254.42,2794594.2754434054
254.48,2815267.4144427027
254.54,2835940.553442
254.6,2856613.692441297
254.66,2877286.831440594
254.72,2897959.970439892
254.78,2918633.1094391886
254.84,2939306.248438486
254.9,2959979.3874377827
254.96,2980652.5264370805
255.01999999999998,3001540.0688409065
255.07999999999998,3022856.4180538217
255.14,3044172.7672667364
255.2,3065489.116479651
255.26,3086805.465692566
255.32,3108121.8149054805
255.38,3129438.1641183957
255.44,3150754.5133313104
255.5,3172070.862544225
255.56,3193387.2117571402
255.62,3214703.5609700554
255.68,3236019.91018297
255.74,3257336.259395885
255.8,3278652.6086087995
255.86,3299968.9578217147
255.92,3321285.307034619
255.98,3342601.6562475343
256.04,3364023.37889321
256.1,3385497.788255251
256.15999999999997,3406972.197617272
256.22,3428446.6069793333
256.28,3449921.016341354
256.34,3471395.425703395
256.4,3492869.8350654365
256.46,3514344.2444274775
256.52,3535818.653789519
256.58,3557293.06315156
256.64,3578767.4725136003
256.7,3600241.8818756416
256.76,3621716.2912376826
256.82,3643190.700599724
256.88,3664665.109961765
256.94,3686139.5193238063
257.0,3707613.928685847
257.06,3728835.6095645297
257.12,3750057.290443212
257.18,3771278.9713218943
257.24,3792500.652200577
257.3,3813722.333079259
257.36,3834944.0139579414
257.42,3856165.6948366235
257.48,3877387.375715306
257.54,3898609.0565939886
257.6,3919830.7374726706
257.65999999999997,3941052.418351333
257.72,3962274.099230035
257.78,3983495.7801086977
257.84,4004717.46098738
257.9,4025939.1418660623
257.96,4047160.822744745
258.02,4068197.451849633
258.08,4088863.9774069325
258.14,4109530.502964232
258.2,4130197.0285215317
258.26,4150863.5540788313
258.32,4171530.0796361305
258.38,4192196.60519343
258.44,4212863.13075073
258.5,4233529.65630803
258.56,4254196.181865329
258.62,4274862.707422629
258.68,4295529.232979928
258.74,4316195.758537227
258.8,4336862.284094527
258.86,4357528.8096518265
258.92,4378195.335209127
258.98,4398861.860766426
259.04,4419021.5174823
259.1,4438927.739777462
259.15999999999997,4458833.962072604
259.22,4478740.184367784
259.28,4498646.406662927
259.34,4518552.628958088
259.4,4538458.851253251
259.46,4558365.073548412
259.52,4578271.295843573
259.58,4598177.518138735
259.64,4618083.740433897
259.7,4637989.962729057
259.76,4657896.18502422
259.82,4677802.407319381
259.88,4697708.629614542
259.94,4717614.851909704
260.0,4737521.074204866
260.06,4756514.452136898
260.12,4775507.830068931
260.18,4794501.208000964
260.24,4813494.585932996
260.3,4832487.96386503
260.36,4851481.341797062
260.42,4870474.719729095
260.48,4889468.097661127
260.54,4908461.47559316
260.6,4927454.8535251925
260.65999999999997,4946448.231457207
260.72,4965441.609389259
260.78,4984434.9873212725
260.84,5003428.365253306
260.9,5022421.743185338
260.96,5041415.121117371
261.02,5060053.67011182
261.08,5077982.5612311
261.14,5095911.45235038
261.2,5113840.34346966
261.26,5131769.23458894
261.32,5149698.12570822
261.38,5167627.0168274995
261.44,5185555.907946779
261.5,5203484.799066059
261.56,5221413.690185339
261.62,5239342.581304619
261.68,5257271.472423899
261.74,5275200.363543179
261.8,5293129.254662459
261.86,5311058.145781739
261.92,5328987.036901019
261.98,5346915.9280202985
262.04,5364012.013630281
262.1,5380691.696485615
262.15999999999997,5397371.379340934
262.22,5414051.062196284
262.28,5430730.745051602
262.34,5447410.427906936
262.4,5464090.110762269
262.46,5480769.793617603
262.52,5497449.476472938
262.58,5514129.159328273
262.64,5530808.842183607
262.7,5547488.525038941
262.76,5564168.207894274
262.82,5580847.890749609
262.88,5597527.573604943
262.94,5614207.256460277
263.0,5630886.9393156115
263.06,5646095.504631834
263.12,5661304.069948057
263.18,5676512.635264279
263.24,5691721.200580502
263.3,5706929.765896725
263.36,5722138.331212948
263.42,5737346.896529171
263.48,5752555.461845393
263.54,5767764.027161616
263.6,5782972.5924778385
263.65999999999997,5798181.157794047
263.72,5813389.723110284
263.78,5828598.288426492
263.84,5843806.853742715
263.9,5859015.419058938
263.96,5874223.984375161
264.02,5888863.854410631
264.08,5902366.333884597
264.14,5915868.813358561
264.2,5929371.292832527
264.26,5942873.772306492
264.32,5956376.251780458
264.38,5969878.731254422
264.44,5983381.210728388
264.5,5996883.690202353
264.56,6010386.169676317
264.62,6023888.649150283
264.68,6037391.128624247
264.74,6050893.608098214
264.8,6064396.087572178
264.86,6077898.567046144
264.92,6091401.046520108
264.98,6104903.5259940745
265.03999999999996,6117130.881984105
265.1,6128720.676232197
265.15999999999997,6140310.470480268
265.22,6151900.264728361
265.28,6163490.05897643
265.34000000000003,6175079.853224523
265.4,6186669.647472595
265.46,6198259.441720676
265.52,6209849.235968757
265.58,6221439.030216839
265.64,6233028.82446492
265.7,6244618.618713002
265.76,6256208.4129610825
265.82,6267798.207209165
265.88,6279388.001457247
265.94,6290977.795705328
266.0,6302567.5899534095
266.06,6312109.802722871
266.12,6321652.015492334
266.18,6331194.228261796
266.24,6340736.4410312595
266.3,6350278.653800721
266.36,6359820.866570184
266.42,6369363.079339646
266.48,6378905.2921091085
266.53999999999996,6388447.504878562
266.6,6397989.717648033
266.65999999999997,6407531.9304174865
266.72,6417074.1431869585
266.78,6426616.355956412
266.84000000000003,6436158.568725883
266.9,6445700.781495336
266.96,6455242.994264798
267.02,6464091.444299883
267.08,6471552.36886621
267.14,6479013.293432538
267.2,6486474.217998865
267.26,6493935.142565193
267.32,6501396.067131521
267.38,6508856.991697848
267.44,6516317.916264176
267.5,6523778.840830503
267.56,6531239.76539683
267.62,6538700.689963158
267.68,6546161.614529486
267.74,6553622.539095813
