λ (nm),α (cm^-1)
200.0,43827.686003690615
200.06,43522.12289713807
200.12,43216.559790585525
200.18,42910.99668403299
200.24,42605.433577480435
200.3,42299.87047092789
200.36,41994.307364375345
200.42,41688.74425782295
200.48,41383.18115127041
200.54,41077.618044717856
200.6,40772.05493816532
200.66,40466.49183161277
200.72,40160.92872506023
200.78,39855.36561850768
200.84,39549.802511955146
200.9,39244.2394054026
200.96,38938.676298850056
201.02,38646.70738855713
201.08,38381.926870783434
201.14,38117.14635300987
201.2,37852.36583523617
201.26,37587.58531746247
201.32,37322.80479968878
201.38,37058.02428191509
201.44,36793.243764141385
201.5,36528.46324636769
201.56,36263.682728593994
201.62,35998.9022108203
201.68,35734.1216930466
201.74,35469.34117527291
201.8,35204.56065749921
201.86,34939.78013972552
201.92,34674.999621951945
201.98,34410.21910417825
202.04,34189.80928719498
202.1,33991.58482060693
202.16,33793.36035401888
202.22,33595.13588743083
202.28,33396.91142084277
202.34,33198.68695425472
202.4,33000.46248766667
202.46,32802.23802107862
202.52,32604.013554490568
202.58,32405.789087902518
202.64,32207.564621314563
202.7,32009.340154726513
202.76,31811.115688138463
202.82,31612.89122155041
202.88,31414.66675496236
202.94,31216.44228837431
203.0,31018.21782178626
203.06,30891.74993265502
203.12,30765.282043523785
203.18,30638.81415439255
203.24,30512.346265261313
203.3,30385.878376130073
203.36,30259.410486998837
203.42,30132.94259786766
203.48,30006.47470873642
203.54,29880.006819605187
203.6,29753.538930473947
203.66,29627.07104134271
203.72,29500.603152211475
203.78,29374.135263080236
203.84,29247.667373949
203.9,29121.19948481776
203.96,28994.731595686528
204.02,28888.40487726213
204.08,28822.3605002514
204.14,28756.3161232407
204.2,28690.271746229966
204.26,28624.227369219236
204.32,28558.1829922085
204.38,28492.13861519777
204.44,28426.09423818704
204.5,28360.049861176307
204.56,28294.00548416558
204.62,28227.961107154846
204.68,28161.916730144116
204.74,28095.872353133385
204.8,28029.82797612265
204.86,27963.78359911192
204.92,27897.73922210122
204.98,27831.694845090486
205.04,27792.069254654267
205.1,27765.653057505322
205.16,27739.23686035637
205.22,27712.820663207418
205.28,27686.40446605847
205.34,27659.98826890952
205.4,27633.57207176057
205.46,27607.15587461162
205.52,27580.73967746267
205.58,27554.32348031372
205.64,27527.90728316478
205.7,27501.491086015834
205.76,27475.074888866882
205.82,27448.65869171793
205.88,27422.242494568978
205.94,27395.826297420033
206.0,27369.41010027108
206.06,27358.370539462183
206.12,27347.330978653285
206.18,27336.291417844383
206.24,27325.25185703548
206.3,27314.212296226582
206.36,27303.17273541768
206.42,27292.133174608785
206.48,27281.093613799887
206.54,27270.05405299099
206.6,27259.014492182087
206.66,27247.974931373185
206.72,27236.935370564286
206.78,27225.895809755388
206.84,27214.856248946486
206.9,27203.816688137587
206.96,27192.77712732869
207.02,27179.794104442135
207.08,27162.924157400288
207.14,27146.05421035845
207.2,27129.1842633166
207.26,27112.314316274747
207.32,27095.4443692329
207.38,27078.574422191054
207.44,27061.704475149203
207.5,27044.834528107356
207.56,27027.964581065506
207.62,27011.094634023655
207.68,26994.22468698181
207.74,26977.35473993996
207.8,26960.48479289811
207.86,26943.61484585626
207.92,26926.74489881442
207.98,26909.874951772574
208.04,26881.319968737527
208.1,26846.922467705877
208.16,26812.524966674227
208.22,26778.127465642578
208.28,26743.729964610928
208.34,26709.332463579278
208.4,26674.934962547628
208.46,26640.537461515985
208.52,26606.139960484335
208.58,26571.742459452686
208.64,26537.344958421054
208.7,26502.947457389404
208.76,26468.549956357754
208.82,26434.152455326104
208.88,26399.754954294454
208.94,26365.357453262804
209.0,26330.959952231155
209.06,26279.375078117777
