λ (nm),Traw,TM,Tm,T true,hv,n true,α1 (cm^-1),α2 (cm^-1),α3 (cm^-1),k
200.0,0.005538204742100815,0.005538204742100815,0.005538204742100815,0.005538204742100815,6.207668999999998,472.05050659491474,797.8255493026136,797.8255493026137,55343.99836142887,0.8693414933627526
200.06,0.005522360635975038,0.005522360635975038,0.005522360635975038,0.005522360635975038,6.205807257822653,473.3966264178341,797.8255493026136,797.8255493026137,55374.51347585771,0.8700817699064156
200.12,0.00550651652984926,0.00550651652984926,0.00550651652984926,0.00550651652984926,6.203946632020787,474.75049103646364,797.8255493026136,797.8255493026137,55405.11626655104,0.8708237120901283
200.18,0.005490672423723482,0.005490672423723482,0.005490672423723482,0.005490672423723482,6.202087121590568,476.1121674965249,797.8255493026136,797.8255493026137,55435.80723878523,0.8715673290973902
200.24,0.005474828317597704,0.005474828317597704,0.005474828317597704,0.005474828317597704,6.200228725529364,477.48172361985763,797.8255493026136,797.8255493026137,55466.586902217125,0.8723126301901162
200.3,0.005458984211471927,0.005458984211471927,0.005458984211471927,0.005458984211471927,6.198371442835746,478.8592280156838,797.8255493026136,797.8255493026137,55497.45577093478,0.8730596247095376
200.36,0.005443140105346149,0.005443140105346149,0.005443140105346149,0.005443140105346149,6.196515272509482,480.2447500920666,797.8255493026136,797.8255493026137,55528.41436350908,0.8738083220771196
200.42,0.005427295999220379,0.005427295999220379,0.005427295999220379,0.005427295999220379,6.194660213551542,481.6383600675705,797.8255493026136,797.8255493026137,55559.463203045896,0.8745587317954858
200.48,0.005411451893094601,0.005411451893094601,0.005411451893094601,0.005411451893094601,6.192806264964086,483.0401289831286,797.8255493026136,797.8255493026137,55590.60281723925,0.8753108634493656
200.54,0.005395607786968824,0.005395607786968824,0.005395607786968824,0.005395607786968824,6.190953425750473,484.4501287141142,797.8255493026136,797.8255493026137,55621.833738424975,0.8760647267065438
200.6,0.005379763680843046,0.005379763680843046,0.005379763680843046,0.005379763680843046,6.189101694915253,485.86843198263,797.8255493026136,797.8255493026137,55653.156503635444,0.8768203313188342
200.66,0.005363919574717268,0.005363919574717268,0.005363919574717268,0.005363919574717268,6.187251071464168,487.2951123700135,797.8255493026136,797.8255493026137,55684.57165465494,0.877577687123063
200.72,0.00534807546859149,0.00534807546859149,0.00534807546859149,0.00534807546859149,6.1854015544041445,488.73024432956413,797.8255493026136,797.8255493026137,55716.07973807583,0.878336804042066
200.78,0.005332231362465713,0.005332231362465713,0.005332231362465713,0.005332231362465713,6.1835531427433015,490.173903199499,797.8255493026136,797.8255493026137,55747.68130535571,0.8790976920857023
200.84,0.005316387256339935,0.005316387256339935,0.005316387256339935,0.005316387256339935,6.181705835490937,491.62616521613836,797.8255493026136,797.8255493026137,55779.37691287527,0.8798603613518826
200.9,0.005300543150214157,0.005300543150214157,0.005300543150214157,0.005300543150214157,6.17985963165754,493.08710752732844,797.8255493026136,797.8255493026137,55811.167121997096,0.880624822027613
200.96,0.005284699044088379,0.005284699044088379,0.005284699044088379,0.005284699044088379,6.178014530254776,494.5568082061062,797.8255493026136,797.8255493026137,55843.0524991253,0.8813910843900526
201.02,0.005268950817206606,0.005268950817206606,0.005268950817206606,0.005268950817206606,6.176170530295491,496.02660958896627,797.8255493026136,797.8255493026137,55874.83979571555,0.8821560987623124
201.08,0.005253394348812842,0.005253394348812842,0.005253394348812842,0.005253394348812842,6.174327630793712,497.4876431021003,797.8255493026136,797.8255493026137,55906.33345130084,0.8829167753131533
201.14,0.005237837880419085,0.005237837880419085,0.005237837880419085,0.005237837880419085,6.172485830764642,498.9573537428505,797.8255493026136,797.8255493026137,55937.92050502354,0.8836792241416557
201.2,0.0052222814120253215,0.0052222814120253215,0.0052222814120253215,0.0052222814120253215,6.170645129224652,500.43581905490606,797.8255493026136,797.8255493026137,55969.601512498164,0.8844434553481423
201.26,0.005206724943631557,0.005206724943631557,0.005206724943631557,0.005206724943631557,6.168805525191294,501.92311750868333,797.8255493026136,797.8255493026137,56001.37703431185,0.8852094791220113
201.32,0.005191168475237793,0.005191168475237793,0.005191168475237793,0.005191168475237793,6.166967017683289,503.4193285152139,797.8255493026136,797.8255493026137,56033.24763608404,0.8859773057427961
201.38,0.005175612006844029,0.005175612006844029,0.005175612006844029,0.005175612006844029,6.165129605720527,504.9245324402802,797.8255493026136,797.8255493026137,56065.21388852677,0.8867469455812383
201.44,0.005160055538450265,0.005160055538450265,0.005160055538450265,0.005160055538450265,6.163293288324066,506.4388106188076,797.8255493026136,797.8255493026137,56097.276367506136,0.8875184091003798
201.5,0.005144499070056501,0.005144499070056501,0.005144499070056501,0.005144499070056501,6.161458064516127,507.9622453695167,797.8255493026136,797.8255493026137,56129.43565410435,0.8882917068566665
201.56,0.005128942601662737,0.005128942601662737,0.005128942601662737,0.005128942601662737,6.159623933320103,509.4949200098436,797.8255493026136,797.8255493026137,56161.6923346831,0.889066849501074
201.62,0.005113386133268972,0.005113386133268972,0.005113386133268972,0.005113386133268972,6.157790893760539,511.0369188711318,797.8255493026136,797.8255493026137,56194.047000947634,0.8898438477802463
201.68,0.005097829664875209,0.005097829664875209,0.005097829664875209,0.005097829664875209,6.155958944863149,512.5883273141017,797.8255493026136,797.8255493026137,56226.50025001182,0.8906227125376541
201.74,0.005082273196481445,0.005082273196481445,0.005082273196481445,0.005082273196481445,6.1541280856548015,514.1492317446057,797.8255493026136,797.8255493026137,56259.05268446443,0.8914034547147702
201.8,0.00506671672808768,0.00506671672808768,0.00506671672808768,0.00506671672808768,6.152298315163527,515.7197196296725,797.8255493026136,797.8255493026137,56291.704912436064,0.892186085352261
