wl,n
8.2,0.312699
8.21,0.311485
8.22,0.310305
8.23,0.309156
8.24,0.308038
8.25,0.306951
8.26,0.305893
8.27,0.304863
8.28,0.30386
8.29,0.302884
8.3,0.301934
8.31,0.301009
8.32,0.300108
8.33,0.29923
8.34,0.298376
8.35,0.297544
8.36,0.296733
8.37,0.295944
8.38,0.295175
8.39,0.294426
8.4,0.293696
8.41,0.292985
8.42,0.292293
8.43,0.291618
8.44,0.290961
8.45,0.290321
8.46,0.289697
8.47,0.289089
8.48,0.288497
8.49,0.287921
8.5,0.287359
8.51,0.286812
8.52,0.286279
8.53,0.28576
8.54,0.285255
8.55,0.284762
8.56,0.284283
8.57,0.283816
8.58,0.283362
8.59,0.28292
8.6,0.282489
8.61,0.28207
8.62,0.281662
8.63,0.281266
8.64,0.28088
8.65,0.280504
8.66,0.280139
8.67,0.279785
8.68,0.279439
8.69,0.279104
8.7,0.278778
8.71,0.278462
8.72,0.278154
8.73,0.277856
8.74,0.277566
8.75,0.277285
8.76,0.277012
8.77,0.276747
8.78,0.276491
8.79,0.276242
8.8,0.276001
8.81,0.275768
8.82,0.275542
8.83,0.275324
8.84,0.275113
8.85,0.274909
8.86,0.274712
8.87,0.274521
8.88,0.274338
8.89,0.274161
8.9,0.27399
8.91,0.273826
8.92,0.273668
8.93,0.273516
8.94,0.27337
8.95,0.27323
8.96,0.273096
8.97,0.272968
8.98,0.272845
8.99,0.272728
9,0.272616
9.01,0.27251
9.02,0.272409
9.03,0.272313
9.04,0.272222
9.05,0.272136
9.06,0.272055
9.07,0.271979
9.08,0.271908
9.09,0.271842
9.1,0.27178
9.11,0.271722
9.12,0.27167
9.13,0.271621
9.14,0.271578
9.15,0.271538
9.16,0.271503
9.17,0.271472
9.18,0.271444
9.19,0.271422
9.2,0.271403
9.21,0.271388
9.22,0.271377
9.23,0.271369
9.24,0.271366
9.25,0.271366
9.26,0.27137
9.27,0.271378
9.28,0.271389
9.29,0.271404
9.3,0.271422
9.31,0.271443
9.32,0.271469
9.33,0.271497
9.34,0.271529
9.35,0.271564
9.36,0.271602
9.37,0.271643
9.38,0.271688
9.39,0.271736
9.4,0.271787
9.41,0.27184
9.42,0.271897
9.43,0.271957
9.44,0.27202
9.45,0.272085
9.46,0.272154
9.47,0.272225
9.48,0.272299
9.49,0.272376
9.5,0.272455
9.51,0.272537
9.52,0.272622
9.53,0.27271
9.54,0.2728
9.55,0.272893
9.56,0.272988
9.57,0.273085
9.58,0.273186
9.59,0.273288
9.6,0.273393
9.61,0.273501
9.62,0.273611
9.63,0.273723
9.64,0.273838
9.65,0.273954
9.66,0.274074
9.67,0.274195
9.68,0.274319
9.69,0.274444
9.7,0.274572
9.71,0.274703
9.72,0.274835
9.73,0.274969
9.74,0.275106
9.75,0.275245
9.76,0.275385
9.77,0.275528
9.78,0.275673
9.79,0.275819
9.8,0.275968
9.81,0.276119
9.82,0.276271
9.83,0.276426
9.84,0.276582
9.85,0.276741
9.86,0.276901
9.87,0.277063
9.88,0.277227
9.89,0.277392
9.9,0.27756
9.91,0.277729
9.92,0.2779
9.93,0.278073
9.94,0.278248
9.95,0.278424
9.96,0.278602
9.97,0.278781
9.98,0.278963
9.99,0.279146
10,0.27933
10.01,0.279517
10.02,0.279705
10.03,0.279894
10.04,0.280085
10.05,0.280278
10.06,0.280472
10.07,0.280668
10.08,0.280865
10.09,0.281064
10.1,0.281265
10.11,0.281467
10.12,0.28167
10.13,0.281875
10.14,0.282081
10.15,0.282289
10.16,0.282498
10.17,0.282709
10.18,0.282921
10.19,0.283135
10.2,0.28335
10.21,0.283566
10.22,0.283784
10.23,0.284003
10.24,0.284223
10.25,0.284445
10.26,0.284668
10.27,0.284893
10.28,0.285118
10.29,0.285345
10.3,0.285574
10.31,0.285804
10.32,0.286035
10.33,0.286267
10.34,0.2865
10.35,0.286735
10.36,0.286971
10.37,0.287209
10.38,0.287447
10.39,0.287687
10.4,0.287928
10.41,0.28817
10.42,0.288413
10.43,0.288658
10.44,0.288904
10.45,0.289151
10.46,0.289399
10.47,0.289648
10.48,0.289898
10.49,0.29015
10.5,0.290403
10.51,0.290657
10.52,0.290911
10.53,0.291168
10.54,0.291425
10.55,0.291683
10.56,0.291942
10.57,0.292203
10.58,0.292465
10.59,0.292727
10.6,0.292991
10.61,0.293256
10.62,0.293522
10.63,0.293788
10.64,0.294056
10.65,0.294325
10.66,0.294595
10.67,0.294866
10.68,0.295139
10.69,0.295412
10.7,0.295686
10.71,0.295961
10.72,0.296237
10.73,0.296514
10.74,0.296792
10.75,0.297071
10.76,0.297351
10.77,0.297632
10.78,0.297914
10.79,0.298197
10.8,0.298481
10.81,0.298766
10.82,0.299052
10.83,0.299339
10.84,0.299626
10.85,0.299915
10.86,0.300204
10.87,0.300495
10.88,0.300786
10.89,0.301079
10.9,0.301372
10.91,0.301666
10.92,0.301961
10.93,0.302257
10.94,0.302554
10.95,0.302851
10.96,0.30315
10.97,0.303449
10.98,0.30375
10.99,0.304051
11,0.304353
11.01,0.304656
11.02,0.30496
11.03,0.305264
11.04,0.30557
11.05,0.305876
11.06,0.306183
11.07,0.306491
11.08,0.3068
11.09,0.30711
11.1,0.30742
11.11,0.307732
11.12,0.308044
11.13,0.308357
11.14,0.30867
11.15,0.308985
11.16,0.3093
11.17,0.309617
11.18,0.309934
11.19,0.310251
11.2,0.31057
11.21,0.310889
11.22,0.311209
11.23,0.31153
11.24,0.311852
11.25,0.312174
11.26,0.312498
11.27,0.312822
11.28,0.313147
11.29,0.313472
11.3,0.313798
11.31,0.314125
11.32,0.314453
11.33,0.314782
11.34,0.315111
11.35,0.315441
11.36,0.315772
11.37,0.316104
11.38,0.316436
11.39,0.316769
11.4,0.317103
11.41,0.317437
11.42,0.317772
11.43,0.318108
11.44,0.318445
11.45,0.318782
11.46,0.31912
11.47,0.319459
11.48,0.319798
11.49,0.320139
11.5,0.32048
11.51,0.320821
11.52,0.321163
11.53,0.321506
11.54,0.32185
11.55,0.322195
11.56,0.32254
11.57,0.322885
11.58,0.323232
11.59,0.323579
11.6,0.323927
11.61,0.324275
11.62,0.324624
11.63,0.324974
11.64,0.325325
11.65,0.325676
11.66,0.326028
11.67,0.32638
11.68,0.326734
11.69,0.327087
11.7,0.327442
11.71,0.327797
11.72,0.328153
11.73,0.328509
11.74,0.328866
11.75,0.329224
11.76,0.329582
11.77,0.329942
11.78,0.330301
11.79,0.330662
11.8,0.331022
11.81,0.331384
11.82,0.331746
11.83,0.332109
11.84,0.332473
11.85,0.332837
11.86,0.333202
11.87,0.333567
11.88,0.333933
11.89,0.3343
11.9,0.334667
11.91,0.335035
11.92,0.335403
11.93,0.335772
11.94,0.336142
11.95,0.336512
11.96,0.336883
11.97,0.337255
11.98,0.337627
11.99,0.338
12,0.338373
12.01,0.338747
12.02,0.339121
12.03,0.339497
12.04,0.339872
12.05,0.340249
12.06,0.340626
12.07,0.341003
12.08,0.341381
12.09,0.34176
12.1,0.342139
12.11,0.342519
12.12,0.342899
12.13,0.34328
12.14,0.343662
12.15,0.344044
12.16,0.344427
12.17,0.34481
12.18,0.345194
12.19,0.345579
12.2,0.345964
12.21,0.34635
12.22,0.346736
12.23,0.347123
12.24,0.34751
12.25,0.347898
12.26,0.348286
12.27,0.348675
12.28,0.349065
12.29,0.349455
12.3,0.349846
12.31,0.350237
12.32,0.350629
12.33,0.351021
12.34,0.351414
12.35,0.351808
12.36,0.352202
12.37,0.352596
12.38,0.352992
12.39,0.353387
12.4,0.353784
12.41,0.35418
12.42,0.354578
12.43,0.354976
12.44,0.355374
12.45,0.355773
12.46,0.356172
12.47,0.356572
12.48,0.356973
12.49,0.357374
12.5,0.357776
12.51,0.358178
12.52,0.358581
12.53,0.358984
12.54,0.359388
12.55,0.359792
12.56,0.360197
12.57,0.360602
12.58,0.361008
12.59,0.361414
12.6,0.361821
12.61,0.362229
12.62,0.362637
12.63,0.363045
12.64,0.363454
12.65,0.363864
12.66,0.364274
12.67,0.364685
12.68,0.365096
12.69,0.365507
12.7,0.365919
12.71,0.366332
12.72,0.366745
12.73,0.367159
12.74,0.367573
12.75,0.367988
12.76,0.368403
12.77,0.368819
12.78,0.369235
12.79,0.369651
12.8,0.370069
12.81,0.370486
12.82,0.370905
12.83,0.371323
12.84,0.371743
12.85,0.372162
12.86,0.372583
12.87,0.373003
12.88,0.373424
12.89,0.373846
12.9,0.374268
12.91,0.374691
12.92,0.375114
12.93,0.375538
12.94,0.375962
12.95,0.376387
12.96,0.376812
12.97,0.377238
12.98,0.377664
12.99,0.378091
13,0.378518
13.01,0.378945
13.02,0.379373
13.03,0.379802
13.04,0.380231
13.05,0.380661
13.06,0.381091
13.07,0.381521
13.08,0.381952
13.09,0.382384
13.1,0.382816
13.11,0.383248
13.12,0.383681
13.13,0.384114
13.14,0.384548
13.15,0.384983
13.16,0.385417
13.17,0.385853
13.18,0.386289
13.19,0.386725
13.2,0.387162
13.21,0.387599
13.22,0.388036
13.23,0.388475
13.24,0.388913
13.25,0.389352
13.26,0.389792
13.27,0.390232
13.28,0.390672
13.29,0.391113
13.3,0.391555
13.31,0.391997
13.32,0.392439
13.33,0.392882
13.34,0.393325
13.35,0.393769
13.36,0.394213
13.37,0.394658
13.38,0.395103
13.39,0.395548
13.4,0.395994
13.41,0.396441
13.42,0.396888
13.43,0.397335
13.44,0.397783
13.45,0.398232
13.46,0.39868
13.47,0.39913
13.48,0.399579
13.49,0.40003
13.5,0.40048
13.51,0.400931
13.52,0.401383
13.53,0.401835
13.54,0.402287
13.55,0.40274
13.56,0.403193
13.57,0.403647
13.58,0.404101
13.59,0.404556
13.6,0.405011
13.61,0.405467
13.62,0.405923
13.63,0.406379
13.64,0.406836
13.65,0.407293
13.66,0.407751
13.67,0.40821
13.68,0.408668
13.69,0.409127
13.7,0.409587
13.71,0.410047
13.72,0.410507
13.73,0.410968
13.74,0.41143
13.75,0.411891
13.76,0.412354
13.77,0.412816
13.78,0.413279
13.79,0.413743
13.8,0.414207
13.81,0.414671
13.82,0.415136
13.83,0.415601
13.84,0.416067
13.85,0.416533
13.86,0.417
13.87,0.417467
13.88,0.417934
13.89,0.418402
13.9,0.418871
13.91,0.419339
13.92,0.419809
13.93,0.420278
13.94,0.420748
13.95,0.421219
13.96,0.42169
13.97,0.422161
13.98,0.422633
13.99,0.423105
14,0.423578
14.01,0.424051
14.02,0.424524
14.03,0.424998
14.04,0.425472
14.05,0.425947
14.06,0.426422
14.07,0.426898
14.08,0.427374
14.09,0.427851
14.1,0.428327
14.11,0.428805
14.12,0.429283
14.13,0.429761
14.14,0.430239
14.15,0.430718
14.16,0.431198
14.17,0.431678
14.18,0.432158
14.19,0.432638
14.2,0.43312
14.21,0.433601
14.22,0.434083
14.23,0.434565
14.24,0.435048
14.25,0.435531
14.26,0.436015
14.27,0.436499
14.28,0.436984
14.29,0.437468
14.3,0.437954
14.31,0.438439
14.32,0.438926
14.33,0.439412
14.34,0.439899
14.35,0.440386
14.36,0.440874
14.37,0.441362
14.38,0.441851
14.39,0.44234
14.4,0.442829
14.41,0.443319
14.42,0.443809
14.43,0.4443
14.44,0.444791
14.45,0.445283
14.46,0.445775
14.47,0.446267
14.48,0.44676
14.49,0.447253
14.5,0.447746
14.51,0.44824
14.52,0.448735
14.53,0.449229
14.54,0.449724
14.55,0.45022
14.56,0.450716
14.57,0.451212
14.58,0.451709
14.59,0.452206
14.6,0.452704
14.61,0.453202
14.62,0.4537
14.63,0.454199
14.64,0.454698
14.65,0.455198
14.66,0.455698
14.67,0.456198
14.68,0.456699
14.69,0.4572
14.7,0.457702
14.71,0.458204
14.72,0.458707
14.73,0.459209
14.74,0.459713
14.75,0.460216
14.76,0.46072
14.77,0.461225
14.78,0.46173
14.79,0.462235
14.8,0.46274
14.81,0.463246
14.82,0.463753
14.83,0.46426
14.84,0.464767
14.85,0.465275
14.86,0.465783
14.87,0.466291
14.88,0.4668
14.89,0.467309
14.9,0.467819
14.91,0.468329
14.92,0.468839
14.93,0.46935
14.94,0.469861
14.95,0.470373
14.96,0.470885
14.97,0.471397
14.98,0.47191
14.99,0.472423
15,0.472936
15.01,0.47345
15.02,0.473965
15.03,0.474479
15.04,0.474994
15.05,0.47551
15.06,0.476026
15.07,0.476542
15.08,0.477059
15.09,0.477576
15.1,0.478093
15.11,0.478611
15.12,0.479129
15.13,0.479648
15.14,0.480167
15.15,0.480687
15.16,0.481206
15.17,0.481727
15.18,0.482247
15.19,0.482768
15.2,0.483289
15.21,0.483811
15.22,0.484333
15.23,0.484856
15.24,0.485379
15.25,0.485902
15.26,0.486426
15.27,0.48695
15.28,0.487474
15.29,0.487999
15.3,0.488524
15.31,0.48905
15.32,0.489576
15.33,0.490102
15.34,0.490629
15.35,0.491156
15.36,0.491683
15.37,0.492211
15.38,0.49274
15.39,0.493268
15.4,0.493797
15.41,0.494327
15.42,0.494857
15.43,0.495387
15.44,0.495917
15.45,0.496448
15.46,0.49698
15.47,0.497511
15.48,0.498043
15.49,0.498576
15.5,0.499109
15.51,0.499642
15.52,0.500176
15.53,0.50071
15.54,0.501244
15.55,0.501779
15.56,0.502314
15.57,0.502849
15.58,0.503385
15.59,0.503921
15.6,0.504458
15.61,0.504995
15.62,0.505532
15.63,0.50607
15.64,0.506608
15.65,0.507147
15.66,0.507686
15.67,0.508225
15.68,0.508765
15.69,0.509305
15.7,0.509845
15.71,0.510386
15.72,0.510927
15.73,0.511469
15.74,0.512011
15.75,0.512553
15.76,0.513096
15.77,0.513639
15.78,0.514182
15.79,0.514726
15.8,0.51527
15.81,0.515814
15.82,0.516359
15.83,0.516905
15.84,0.51745
15.85,0.517996
15.86,0.518543
15.87,0.519089
15.88,0.519636
15.89,0.520184
15.9,0.520732
15.91,0.52128
15.92,0.521829
15.93,0.522378
15.94,0.522927
15.95,0.523477
15.96,0.524027
15.97,0.524577
15.98,0.525128
15.99,0.525679
16,0.526231
16.01,0.526783
16.02,0.527335
16.03,0.527888
16.04,0.528441
16.05,0.528994
16.06,0.529548
16.07,0.530102
16.08,0.530657
16.09,0.531212
16.1,0.531767
16.11,0.532322
16.12,0.532878
16.13,0.533435
16.14,0.533991
16.15,0.534549
16.16,0.535106
16.17,0.535664
16.18,0.536222
16.19,0.536781
16.2,0.537339
16.21,0.537899
16.22,0.538458
16.23,0.539018
16.24,0.539579
16.25,0.540139
16.26,0.540701
16.27,0.541262
16.28,0.541824
16.29,0.542386
16.3,0.542949
16.31,0.543512
16.32,0.544075
16.33,0.544638
16.34,0.545202
16.35,0.545767
16.36,0.546332
16.37,0.546897
16.38,0.547462
16.39,0.548028
16.4,0.548594
16.41,0.549161
16.42,0.549728
16.43,0.550295
16.44,0.550862
16.45,0.55143
16.46,0.551999
16.47,0.552567
16.48,0.553136
16.49,0.553706
16.5,0.554276
16.51,0.554846
16.52,0.555416
16.53,0.555987
16.54,0.556558
16.55,0.55713
16.56,0.557702
16.57,0.558274
16.58,0.558847
16.59,0.55942
16.6,0.559993
16.61,0.560567
16.62,0.561141
16.63,0.561715
16.64,0.56229
16.65,0.562865
16.66,0.563441
16.67,0.564017
16.68,0.564593
16.69,0.56517
16.7,0.565747
16.71,0.566324
16.72,0.566901
16.73,0.567479
16.74,0.568058
16.75,0.568637
16.76,0.569216
16.77,0.569795
16.78,0.570375
16.79,0.570955
16.8,0.571535
16.81,0.572116
16.82,0.572698
16.83,0.573279
16.84,0.573861
16.85,0.574443
16.86,0.575026
16.87,0.575609
16.88,0.576192
16.89,0.576776
16.9,0.57736
16.91,0.577944
16.92,0.578529
16.93,0.579114
16.94,0.579699
16.95,0.580285
16.96,0.580871
16.97,0.581458
16.98,0.582045
16.99,0.582632
17,0.583219
17.01,0.583807
17.02,0.584396
17.03,0.584984
17.04,0.585573
17.05,0.586162
17.06,0.586752
17.07,0.587342
17.08,0.587932
17.09,0.588523
17.1,0.589114
17.11,0.589706
17.12,0.590297
17.13,0.59089
17.14,0.591482
17.15,0.592075
17.16,0.592668
17.17,0.593261
17.18,0.593855
17.19,0.594449
17.2,0.595044
17.21,0.595639
17.22,0.596234
17.23,0.59683
17.24,0.597426
17.25,0.598022
17.26,0.598619
17.27,0.599215
17.28,0.599813
17.29,0.60041
17.3,0.601008
17.31,0.601607
17.32,0.602206
17.33,0.602805
17.34,0.603404
17.35,0.604004
17.36,0.604604
17.37,0.605204
17.38,0.605805
17.39,0.606406
17.4,0.607008
17.41,0.607609
17.42,0.608212
17.43,0.608814
17.44,0.609417
17.45,0.61002
17.46,0.610624
17.47,0.611228
17.48,0.611832
17.49,0.612436
17.5,0.613041
17.51,0.613647
17.52,0.614252
17.53,0.614858
17.54,0.615464
17.55,0.616071
17.56,0.616678
17.57,0.617285
17.58,0.617893
17.59,0.618501
17.6,0.619109
17.61,0.619718
17.62,0.620327
17.63,0.620936
17.64,0.621546
17.65,0.622156
17.66,0.622767
17.67,0.623377
17.68,0.623988
17.69,0.6246
17.7,0.625212
17.71,0.625824
17.72,0.626436
17.73,0.627049
17.74,0.627662
17.75,0.628275
17.76,0.628889
17.77,0.629503
17.78,0.630118
17.79,0.630733
17.8,0.631348
17.81,0.631963
17.82,0.632579
17.83,0.633195
17.84,0.633812
17.85,0.634429
17.86,0.635046
17.87,0.635663
17.88,0.636281
17.89,0.636899
17.9,0.637518
17.91,0.638137
17.92,0.638756
17.93,0.639376
17.94,0.639995
17.95,0.640616
17.96,0.641236
17.97,0.641857
17.98,0.642478
17.99,0.6431
18,0.643722
18.01,0.644344
18.02,0.644967
18.03,0.64559
18.04,0.646213
18.05,0.646836
18.06,0.64746
18.07,0.648085
18.08,0.648709
18.09,0.649334
18.1,0.649959
18.11,0.650585
18.12,0.651211
18.13,0.651837
18.14,0.652464
18.15,0.653091
18.16,0.653718
18.17,0.654346
18.18,0.654974
18.19,0.655602
18.2,0.656231
18.21,0.656859
18.22,0.657489
18.23,0.658118
18.24,0.658748
18.25,0.659379
18.26,0.660009
18.27,0.66064
18.28,0.661271
18.29,0.661903
18.3,0.662535
18.31,0.663167
18.32,0.6638
18.33,0.664433
18.34,0.665066
18.35,0.6657
18.36,0.666334
18.37,0.666968
18.38,0.667602
18.39,0.668237
18.4,0.668873
18.41,0.669508
18.42,0.670144
18.43,0.67078
18.44,0.671417
18.45,0.672054
18.46,0.672691
18.47,0.673329
18.48,0.673966
18.49,0.674605
18.5,0.675243
18.51,0.675882
18.52,0.676521
18.53,0.677161
18.54,0.677801
18.55,0.678441
18.56,0.679082
18.57,0.679722
18.58,0.680364
18.59,0.681005
18.6,0.681647
18.61,0.682289
18.62,0.682932
18.63,0.683574
18.64,0.684218
18.65,0.684861
18.66,0.685505
18.67,0.686149
18.68,0.686793
18.69,0.687438
18.7,0.688083
18.71,0.688729
18.72,0.689375
18.73,0.690021
18.74,0.690667
18.75,0.691314
18.76,0.691961
18.77,0.692608
18.78,0.693256
18.79,0.693904
18.8,0.694552
18.81,0.695201
18.82,0.69585
18.83,0.6965
18.84,0.697149
18.85,0.697799
18.86,0.69845
18.87,0.6991
18.88,0.699751
18.89,0.700403
18.9,0.701054
18.91,0.701706
18.92,0.702358
18.93,0.703011
18.94,0.703664
18.95,0.704317
18.96,0.704971
18.97,0.705625
18.98,0.706279
18.99,0.706933
19,0.707588
19.01,0.708243
19.02,0.708899
19.03,0.709555
19.04,0.710211
19.05,0.710867
19.06,0.711524
19.07,0.712181
19.08,0.712839
19.09,0.713496
19.1,0.714154
19.11,0.714813
19.12,0.715472
19.13,0.716131
19.14,0.71679
19.15,0.71745
19.16,0.71811
19.17,0.71877
19.18,0.719431
19.19,0.720092
19.2,0.720753
19.21,0.721415
19.22,0.722076
19.23,0.722739
19.24,0.723401
19.25,0.724064
19.26,0.724727
19.27,0.725391
19.28,0.726055
19.29,0.726719
19.3,0.727383
19.31,0.728048
19.32,0.728713
19.33,0.729379
19.34,0.730044
19.35,0.730711
19.36,0.731377
19.37,0.732044
19.38,0.732711
19.39,0.733378
19.4,0.734046
19.41,0.734714
19.42,0.735382
19.43,0.736051
19.44,0.736719
19.45,0.737389
19.46,0.738058
19.47,0.738728
19.48,0.739398
19.49,0.740069
19.5,0.74074
19.51,0.741411
19.52,0.742082
19.53,0.742754
19.54,0.743426
19.55,0.744099
19.56,0.744771
19.57,0.745444
19.58,0.746118
19.59,0.746791
19.6,0.747465
19.61,0.74814
19.62,0.748814
19.63,0.749489
19.64,0.750164
19.65,0.75084
19.66,0.751516
19.67,0.752192
19.68,0.752868
19.69,0.753545
19.7,0.754222
19.71,0.7549
19.72,0.755578
19.73,0.756256
19.74,0.756934
19.75,0.757613
19.76,0.758292
19.77,0.758971
19.78,0.759651
19.79,0.76033
19.8,0.761011
19.81,0.761691
19.82,0.762372
19.83,0.763053
19.84,0.763735
19.85,0.764417
19.86,0.765099
19.87,0.765781
19.88,0.766464
19.89,0.767147
19.9,0.76783
19.91,0.768514
19.92,0.769198
19.93,0.769882
19.94,0.770567
19.95,0.771252
19.96,0.771937
19.97,0.772622
19.98,0.773308
19.99,0.773994
20,0.774681
20.01,0.775368
20.02,0.776055
20.03,0.776742
20.04,0.77743
20.05,0.778118
20.06,0.778806
20.07,0.779495
20.08,0.780183
20.09,0.780873
20.1,0.781562
20.11,0.782252
20.12,0.782942
20.13,0.783633
20.14,0.784323
20.15,0.785015
20.16,0.785706
20.17,0.786398
20.18,0.78709
20.19,0.787782
20.2,0.788474
20.21,0.789167
20.22,0.789861
20.23,0.790554
20.24,0.791248
20.25,0.791942
20.26,0.792636
20.27,0.793331
20.28,0.794026
20.29,0.794722
20.3,0.795417
20.31,0.796113
20.32,0.79681
20.33,0.797506
20.34,0.798203
20.35,0.7989
20.36,0.799598
20.37,0.800295
20.38,0.800993
20.39,0.801692
20.4,0.802391
20.41,0.80309
20.42,0.803789
20.43,0.804488
20.44,0.805188
20.45,0.805889
20.46,0.806589
20.47,0.80729
20.48,0.807991
20.49,0.808692
20.5,0.809394
20.51,0.810096
20.52,0.810799
20.53,0.811501
20.54,0.812204
20.55,0.812907
20.56,0.813611
20.57,0.814315
