1.786 40283.4 4267.43 115.933 0.698074 5.74083e-009 4384.06
1.787 37262.3 4296.28 117.713 0.712605 5.93075e-009 4414.71
1.787 34823.1 4296.28 117.713 0.712605 5.93075e-009 4414.71
1.788 31351.2 4325.27 119.519 0.727427 6.12686e-009 4445.51
1.789 27471.7 4354.38 121.351 0.742546 6.32934e-009 4476.47
1.79 26028.9 4383.62 123.209 0.757967 6.53841e-009 4507.58
1.791 26472.9 4412.99 125.094 0.773697 6.75428e-009 4538.85
1.791 29346.4 4412.99 125.094 0.773697 6.75428e-009 4538.85
1.792 30400.9 4442.48 127.005 0.789741 6.97715e-009 4570.28
1.793 29197.1 4472.11 128.944 0.806106 7.20727e-009 4601.86
1.794 28822.6 4501.86 130.91 0.822797 7.44484e-009 4633.6
1.794 30149.1 4501.86 130.91 0.822797 7.44484e-009 4633.6
1.795 33906.4 4531.74 132.904 0.83982 7.69013e-009 4665.49
1.796 35436.3 4561.75 134.927 0.857182 7.94336e-009 4697.54
1.797 36559.4 4591.89 136.978 0.87489 8.2048e-009 4729.74
1.797 34207.2 4591.89 136.978 0.87489 8.2048e-009 4729.74
1.798 29051.4 4622.16 139.058 0.89295 8.4747e-009 4762.11
1.799 27288.7 4652.55 141.168 0.911369 8.75333e-009 4794.63
1.8 27044.5 4683.07 143.307 0.930154 9.04098e-009 4827.31
1.801 32462.1 4713.72 145.477 0.949311 9.33793e-009 4860.15
1.801 28473 4713.72 145.477 0.949311 9.33793e-009 4860.15
1.802 34992.8 4744.5 147.677 0.968847 9.64447e-009 4893.14
1.803 33026.4 4775.4 149.908 0.98877 9.96091e-009 4926.3
1.804 31900.3 4806.43 152.17 1.00909 1.02876e-008 4959.61
1.804 31759.1 4806.43 152.17 1.00909 1.02876e-008 4959.61
1.805 31396.9 4837.59 154.465 1.02981 1.06247e-008 4993.08
1.806 31438.9 4868.88 156.791 1.05094 1.09728e-008 5026.72
1.807 29958.9 4900.29 159.15 1.07248 1.13321e-008 5060.51
1.807 28765.5 4900.29 159.15 1.07248 1.13321e-008 5060.51
1.808 25750.2 4931.83 161.542 1.09445 1.17029e-008 5094.46
1.809 26420.5 4963.49 163.968 1.11685 1.20857e-008 5128.58
1.81 28472.1 4995.28 166.427 1.1397 1.24808e-008 5162.85
1.811 32298.1 5027.2 168.92 1.16299 1.28886e-008 5197.28
1.811 33155 5027.2 168.92 1.16299 1.28886e-008 5197.28
1.812 31054.8 5059.24 171.449 1.18674 1.33095e-008 5231.88
1.813 28132.2 5091.41 174.012 1.21096 1.37439e-008 5266.64
1.814 27564.5 5123.71 176.611 1.23565 1.41923e-008 5301.56
1.815 29060.9 5156.13 179.246 1.26083 1.46551e-008 5336.64
1.815 31166.4 5156.13 179.246 1.26083 1.46551e-008 5336.64
1.816 33047.3 5188.68 181.918 1.2865 1.51327e-008 5371.88
1.817 32325.5 5221.35 184.627 1.31267 1.56256e-008 5407.29
1.818 25674.1 5254.14 187.373 1.33936 1.61343e-008 5442.85
1.818 29701.1 5254.14 187.373 1.33936 1.61343e-008 5442.85
1.819 25921.5 5287.06 190.157 1.36656 1.66592e-008 5478.59
1.82 29008 5320.11 192.979 1.3943 1.7201e-008 5514.48
1.821 29157.1 5353.28 195.84 1.42258 1.77601e-008 5550.54
1.822 28829.5 5386.57 198.741 1.45141 1.83371e-008 5586.76
1.822 29109.6 5386.57 198.741 1.45141 1.83371e-008 5586.76
1.823 28129.2 5419.98 201.681 1.4808 1.89325e-008 5623.15
1.824 28198.1 5453.52 204.662 1.51076 1.95469e-008 5659.7
1.825 28987 5487.19 207.684 1.5413 2.01809e-008 5696.41
1.826 31575.6 5520.97 210.747 1.57244 2.08352e-008 5733.29
1.826 36579.6 5520.97 210.747 1.57244 2.08352e-008 5733.29
1.827 39351.6 5554.88 213.852 1.60419 2.15103e-008 5770.33
1.828 38702.4 5588.91 216.999 1.63654 2.22069e-008 5807.54
1.829 32750.4 5623.06 220.189 1.66953 2.29257e-008 5844.92
1.83 26157.6 5657.33 223.423 1.70315 2.36674e-008 5882.46
1.83 25007.5 5657.33 223.423 1.70315 2.36674e-008 5882.46
1.831 28679.9 5691.73 226.701 1.73743 2.44326e-008 5920.16
1.832 29055.7 5726.24 230.023 1.77236 2.52222e-008 5958.04
1.833 27062.1 5760.88 233.39 1.80797 2.60369e-008 5996.08
1.834 30353.4 5795.63 236.803 1.84427 2.68774e-008 6034.28
1.834 27439.5 5795.63 236.803 1.84427 2.68774e-008 6034.28
1.835 31549 5830.51 240.262 1.88127 2.77446e-008 6072.65
1.836 33008.6 5865.5 243.768 1.91898 2.86394e-008 6111.19
1.837 29728.6 5900.62 247.322 1.95742 2.95625e-008 6149.9
1.838 27137.2 5935.85 250.923 1.99659 3.05148e-008 6188.77
1.838 28769.3 5935.85 250.923 1.99659 3.05148e-008 6188.77
1.839 31001.4 5971.2 254.573 2.03652 3.14973e-008 6227.81
1.84 31467.8 6006.67 258.271 2.07722 3.25109e-008 6267.02
1.841 30687.2 6042.26 262.02 2.11869 3.35566e-008 6306.4
1.842 29028.7 6077.97 265.819 2.16096 3.46353e-008 6345.95
1.842 27748.3 6077.97 265.819 2.16096 3.46353e-008 6345.95
1.843 26402.4 6113.79 269.669 2.20404 3.57482e-008 6385.66
1.844 26922.1 6149.73 273.57 2.24795 3.68961e-008 6425.54
1.845 29537.8 6185.78 277.524 2.29269 3.80803e-008 6465.6
1.846 37452.5 6221.95 281.53 2.33829 3.93019e-008 6505.82
1.847 44721.1 6258.23 285.59 2.38475 4.0562e-008 6546.21
1.847 41665.4 6258.23 285.59 2.38475 4.0562e-008 6546.21
1.848 41429.3 6294.63 289.703 2.43211 4.18618e-008 6586.77
1.849 42112.9 6331.14 293.872 2.48036 4.32025e-008 6627.5
1.85 40452.8 6367.77 298.096 2.52954 4.45854e-008 6668.4
1.851 37086.9 6404.51 302.376 2.57965 4.60119e-008 6709.47
1.851 40538.4 6404.51 302.376 2.57965 4.60119e-008 6709.47
1.852 30744.1 6441.36 306.713 2.63071 4.74832e-008 6750.71
1.853 29022.3 6478.33 311.107 2.68274 4.90007e-008 6792.12
1.854 33318 6515.41 315.559 2.73576 5.05659e-008 6833.7
1.855 34385.7 6552.59 320.07 2.78978 5.21803e-008 6875.45
1.856 30189 6589.89 324.641 2.84483 5.38453e-008 6917.38
1.856 31097.3 6589.89 324.641 2.84483 5.38453e-008 6917.38
1.857 34813 6627.3 329.271 2.90091 5.55625e-008 6959.48
1.858 34990 6664.82 333.963 2.95806 5.73335e-008 7001.74
