1.786 23661.5 4642.48 199.974 8.15963 5.92232e-006 4850.61
1.787 24141.3 4668.1 202.758 8.2989 6.06866e-006 4879.15
1.787 22199 4668.1 202.758 8.2989 6.06866e-006 4879.15
1.788 18940.6 4693.79 205.578 8.44044 6.21853e-006 4907.81
1.789 14550.6 4719.56 208.435 8.58429 6.37203e-006 4936.57
1.79 13280.8 4745.39 211.328 8.73048 6.52924e-006 4965.45
1.791 13988.2 4771.31 214.258 8.87904 6.69023e-006 4994.44
1.791 15348.6 4771.31 214.258 8.87904 6.69023e-006 4994.44
1.792 16954.1 4797.29 217.225 9.03002 6.85511e-006 5023.55
1.793 20625.7 4823.35 220.23 9.18345 7.02397e-006 5052.76
1.794 21719.9 4849.48 223.274 9.33936 7.19689e-006 5082.09
1.794 22113.4 4849.48 223.274 9.33936 7.19689e-006 5082.09
1.795 21879.1 4875.68 226.356 9.49781 7.37397e-006 5111.53
1.796 21633.2 4901.95 229.478 9.65881 7.55532e-006 5141.08
1.797 24271.3 4928.29 232.64 9.82242 7.74103e-006 5170.75
1.797 21603.8 4928.29 232.64 9.82242 7.74103e-006 5170.75
1.798 16365.9 4954.7 235.841 9.98868 7.9312e-006 5200.53
1.799 15861.3 4981.18 239.083 10.1576 8.12594e-006 5230.42
1.8 15401 5007.73 242.367 10.3293 8.32535e-006 5260.42
1.801 16524.2 5034.34 245.692 10.5037 8.52955e-006 5290.54
1.801 14633.2 5034.34 245.692 10.5037 8.52955e-006 5290.54
1.802 18408.3 5061.03 249.058 10.681 8.73865e-006 5320.77
1.803 19530.7 5087.79 252.468 10.8611 8.95276e-006 5351.11
1.804 20103.2 5114.61 255.92 11.0441 9.172e-006 5381.57
1.804 19999.2 5114.61 255.92 11.0441 9.172e-006 5381.57
1.805 16931.5 5141.5 259.416 11.23 9.39648e-006 5412.14
1.806 14467.3 5168.46 262.956 11.4189 9.62634e-006 5442.83
1.807 16606.4 5195.48 266.54 11.6108 9.8617e-006 5473.63
1.807 16919.9 5195.48 266.54 11.6108 9.8617e-006 5473.63
1.808 14204.6 5222.57 270.169 11.8059 1.01027e-005 5504.54
1.809 14785 5249.72 273.844 12.004 1.03494e-005 5535.57
1.81 15815.7 5276.94 277.564 12.2053 1.06021e-005 5566.71
1.811 15613.4 5304.23 281.331 12.4099 1.08607e-005 5597.97
1.811 16392.7 5304.23 281.331 12.4099 1.08607e-005 5597.97
1.812 17690.3 5331.57 285.145 12.6177 1.11255e-005 5629.34
1.813 15740.4 5358.99 289.007 12.8288 1.13967e-005 5660.82
1.814 15245.2 5386.46 292.917 13.0433 1.16743e-005 5692.42
1.815 17072.3 5414 296.875 13.2612 1.19585e-005 5724.14
1.815 18332.8 5414 296.875 13.2612 1.19585e-005 5724.14
1.816 18813.9 5441.6 300.882 13.4825 1.22495e-005 5755.96
1.817 16897.4 5469.26 304.94 13.7074 1.25474e-005 5787.91
1.818 15839.5 5496.98 309.047 13.9359 1.28523e-005 5819.97
1.818 15410.4 5496.98 309.047 13.9359 1.28523e-005 5819.97
1.819 15531.5 5524.77 313.205 14.168 1.31645e-005 5852.14
1.82 15365.9 5552.61 317.415 14.4038 1.34842e-005 5884.43
1.821 15853 5580.52 321.676 14.6433 1.38114e-005 5916.84
1.822 16367.3 5608.48 325.99 14.8866 1.41464e-005 5949.36
1.822 17654.1 5608.48 325.99 14.8866 1.41464e-005 5949.36
1.823 16623.5 5636.5 330.358 15.1337 1.44893e-005 5982
1.824 15838.9 5664.59 334.778 15.3848 1.48403e-005 6014.75
1.825 16868 5692.72 339.253 15.6398 1.51997e-005 6047.62
1.826 17570.7 5720.92 343.783 15.8989 1.55675e-005 6080.6
1.826 17245.5 5720.92 343.783 15.8989 1.55675e-005 6080.6
1.827 17424.3 5749.17 348.369 16.162 1.59441e-005 6113.7
1.828 17293.8 5777.48 353.01 16.4293 1.63295e-005 6146.92
1.829 18427.3 5805.85 357.708 16.7008 1.67241e-005 6180.26
1.83 15231.7 5834.27 362.464 16.9766 1.7128e-005 6213.71
1.83 12316.7 5834.27 362.464 16.9766 1.7128e-005 6213.71
1.831 13436.8 5862.74 367.277 17.2567 1.75414e-005 6247.27
1.832 13230.5 5891.27 372.149 17.5412 1.79645e-005 6280.96
1.833 11713.2 5919.85 377.08 17.8301 1.83977e-005 6314.76
