1.772,715306.935
1.773,713945.792
1.774,712519.949
1.775,711054.727
1.777,709729.384
1.778,708937.293
1.779,709097.256
1.780,710313.766
1.781,712187.261
1.783,713967.817
1.784,714916.121
1.785,714594.810
1.786,707509.796
1.788,660479.132
1.789,542357.677
1.790,522591.862
1.791,578277.139
1.793,615797.895
1.794,663442.999
1.795,740737.088
1.796,755899.666
1.798,688872.056
1.799,583471.097
1.800,581984.799
1.801,683492.078
1.803,720842.490
1.804,647375.481
1.805,585882.514
1.807,571426.243
1.808,586105.158
1.809,578705.615
1.810,605706.833
1.812,618138.298
1.813,587749.858
1.814,601285.291
1.816,634876.969
1.817,642462.353
1.818,571211.760
1.819,544586.845
1.821,590526.291
1.822,607459.041
1.823,568596.482
1.825,539830.060
1.826,602367.074
1.827,731755.653
1.829,676356.163
1.830,528760.399
1.831,568214.300
1.832,524357.340
1.834,502521.102
1.835,543001.524
1.836,565824.312
1.838,519990.018
1.839,570536.574
1.840,580265.701
1.842,519758.236
1.843,474703.968
1.844,489067.413
1.846,594101.376
1.847,635865.549
1.848,571734.578
1.850,537449.091
1.851,562947.707
1.852,464954.753
1.854,493246.343
1.855,503561.060
1.856,503158.939
1.858,521866.293
1.859,504124.525
1.861,510646.702
1.862,507033.685
1.863,486634.546
1.865,466205.090
1.866,485777.359
1.867,463435.248
1.869,507069.564
1.870,479105.020
1.871,464694.836
1.873,529482.449
1.874,400889.003
1.876,361332.836
1.877,349609.929
1.878,355673.627
1.880,352741.841
1.881,367346.677
1.883,389762.085
1.884,441772.005
1.885,451763.742
1.887,490558.036
1.888,553766.454
1.890,376613.922
1.891,383061.669
1.892,377905.333
1.894,390389.654
1.895,423493.257
1.897,429676.740
1.898,327396.865
1.899,330192.756
1.901,330165.936
1.902,307369.360
1.904,307768.501
1.905,308480.766
1.907,315943.442
1.908,334142.201
1.910,333101.188
1.911,305424.259
1.912,306133.651
1.914,287400.702
1.915,285406.859
1.917,291993.598
1.918,305585.074
1.920,323370.428
1.921,305323.782
1.923,295198.110
1.924,265534.470
1.925,246225.556
1.927,251251.548
1.928,271320.005
1.930,290928.195
1.931,274307.703
1.933,253653.123
1.934,261826.353
1.936,290781.455
1.937,234287.694
1.939,239074.257
1.940,225038.611
1.942,206371.861
1.943,211117.721
1.945,196575.140
1.946,181488.535
1.948,205148.798
1.949,224006.889
1.951,230643.225
1.952,242438.409
1.954,236317.487
1.955,232286.889
1.957,201219.676
1.958,194009.521
1.960,221588.619
1.961,188040.843
1.963,208806.402
1.964,219732.154
1.966,211472.569
1.968,187192.974
1.969,166581.144
1.971,182411.304
1.972,155541.168
1.974,153983.382
1.975,163604.145
1.977,176718.466
1.978,181645.966
1.980,183171.620
1.981,162616.924
1.983,156534.547
1.985,155627.551
1.986,151079.249
1.988,148477.933
1.989,156892.785
1.991,135651.659
1.992,133893.221
1.994,166405.779
1.996,194749.707
1.997,155890.816
1.999,159455.971
2.000,158703.683
2.002,145826.567
2.004,137312.871
2.005,131459.764
2.007,132197.098
2.008,132165.241
2.010,134042.170
2.012,144743.598
2.013,143637.248
2.015,155194.401
2.017,133397.219
2.018,126871.220
2.020,128010.422
2.021,122417.258
2.023,122730.508
2.025,117297.263
2.026,124860.316
2.028,128768.711
2.030,124244.476
2.031,119809.678
2.033,117414.317
2.035,101844.499
2.036,96268.288
2.038,102516.145
2.039,115900.633
2.041,127059.258
2.043,121992.806
2.044,117791.592
2.046,116157.598
2.048,122443.804
2.050,138698.535
2.051,134873.989
2.053,144220.665
2.055,149888.002
2.056,143086.476
2.058,126441.908
2.060,110820.416
2.061,117862.334
2.063,121006.104
2.065,117311.969
2.066,114571.466
2.068,115114.539
2.070,113949.178
2.072,118275.896
2.073,121432.126
2.075,116184.796
2.077,111087.096
2.079,121550.441
2.080,116439.799
2.082,118848.368
2.084,129941.003
2.085,139894.754
2.087,124235.225
2.089,121954.805
2.091,115272.884
2.092,120524.139
2.094,128555.987
2.096,129240.045
2.098,119687.784
2.100,121192.398
2.101,118982.842
2.103,131934.087
2.105,141390.155
2.107,126084.150
2.108,124883.450
2.110,127810.043
2.112,152931.843
2.114,180467.199
2.116,162696.532
2.117,127822.806
2.119,116359.810
2.121,112744.942
2.123,126698.927
2.125,148542.647
2.126,148527.131
2.128,137990.277
2.130,130293.947
2.132,111053.023
2.134,101589.667
2.136,111422.793
2.137,118358.344
2.139,142030.274
2.141,156988.674
2.143,155148.300
2.145,141198.851
2.147,129354.861
2.149,129605.957
2.150,140708.836
2.152,155821.959
2.154,152365.208
2.156,140336.223
2.158,134493.119
2.160,139244.759
2.162,143726.808
2.163,151464.735
2.165,161502.790
2.167,151384.808
2.169,147887.103
2.171,146915.709
2.173,155903.414
2.175,160020.948
2.177,143455.208
2.179,144826.254
2.181,148442.804
2.183,158601.549
2.184,163282.873
2.186,154376.642
2.188,154970.888
2.190,147397.715
2.192,146542.234
2.194,149353.490
2.196,165429.540
2.198,169222.856
2.200,152940.534
2.202,153116.656
2.204,158700.030
2.206,160374.536
2.208,172849.463
2.210,199501.937
2.212,187390.148
2.214,177780.805
2.216,172690.000
2.218,162296.347
2.220,166991.466
2.222,189381.358
2.224,184914.028
2.226,182566.032
2.228,178043.163
2.230,169922.047
2.232,182683.902
2.234,181754.666
2.236,173734.426
2.238,171978.051
2.240,171269.800
2.242,174425.984
2.244,182470.542
2.246,184177.630
2.248,173764.050
2.250,164484.135
2.252,167133.141
2.254,181765.578
2.256,187211.717
2.258,186698.510
2.260,188194.051
2.262,195819.027
2.265,190998.327
2.267,221607.449
2.269,245332.496
2.271,265183.468
2.273,262199.902
2.275,241111.577
2.277,232876.060
2.279,205225.259
2.281,197077.403
2.283,214899.445
2.286,235495.243
2.288,223520.784
2.290,243982.377
2.292,237543.958
2.294,221096.811
2.296,213037.976
2.298,214618.131
2.301,210084.663
2.303,206650.219
2.305,209865.541
2.307,214459.592
2.309,208848.343
2.311,230043.191
2.313,232111.807
2.316,229875.118
2.318,220227.309
2.320,213288.741
2.322,213108.323
2.324,229457.576
2.327,242577.011
2.329,242872.908
2.331,239933.858
2.333,248470.123
2.335,250729.577
2.338,273554.348
2.340,260568.078
2.342,253218.110
2.344,262350.226
2.347,276207.852
2.349,292271.915
2.351,280958.121
2.353,254194.994
2.356,226614.942
2.358,249399.916
2.360,272962.075
2.362,256203.059
2.365,247493.536
2.367,262119.373
2.369,260779.981
2.372,252793.259
2.374,283588.972
2.376,283657.473
2.378,291647.704
2.381,293228.819
2.383,282292.129
2.385,312055.901
2.388,311272.251
2.390,282982.649
2.392,285127.916
2.395,303810.136
2.397,297461.597
2.399,307820.486
2.402,332948.348
2.404,344615.992
2.407,333451.302
2.409,328222.382
2.411,308513.627
2.414,332025.354
2.416,360894.538
2.418,371942.862
2.421,379280.355
2.423,358668.626
2.426,350133.352
2.428,351844.392
2.430,362324.977
2.433,400745.950
2.435,384016.822
2.438,377004.948
2.440,386209.652
2.443,415778.554
2.445,413936.168
2.447,412872.945
2.450,380990.345
2.452,386837.691
2.455,372021.090
2.457,381052.182
2.460,420902.084
2.462,426189.072
2.465,400099.698
2.467,424640.119
2.470,460901.491
2.472,489177.785
2.475,467470.597
2.477,442391.075
2.480,423064.647
2.482,430818.117
2.485,442876.838
2.487,450770.547
2.490,512304.517
2.492,488191.573
2.495,457086.486
2.498,482881.786
2.500,525044.969
2.503,541292.324
2.505,582373.808
2.508,609191.364
2.510,511523.133
2.513,483803.277
2.516,565489.748
2.518,605440.942
2.521,581107.496
2.523,567254.259
2.526,508919.470
2.529,451879.657
2.531,390933.962
2.534,456787.961
2.537,472965.631
2.539,489588.226
2.542,683806.084
2.544,959243.800
2.547,1015118.309
2.550,911352.731
2.552,768116.395
2.555,710821.914
2.558,701843.478
2.561,749163.062
2.563,803414.338
2.566,683985.964
2.569,678972.743
2.571,846804.380
2.574,932514.295
2.577,725976.937
2.580,800843.959
2.582,838953.638
2.585,770832.093
2.588,678641.515
2.591,676796.224
2.593,650034.268
2.596,745934.087
2.599,843123.251
2.602,1025446.588
2.604,1144366.379
2.607,930221.785
2.610,916597.479
2.613,962292.124
2.616,1018100.083
2.618,1122724.639
2.621,1098676.368
2.624,1029796.670
2.627,1114152.346
2.630,990742.958
2.633,796483.347
2.636,943244.110
2.638,1003698.208
2.641,874604.183
2.644,887704.387
2.647,1236538.388
2.650,972979.736
2.653,965177.148
2.656,1053244.873
2.659,1217943.795
2.662,1343935.275
2.664,1289456.138
2.667,1252052.492
2.670,1188673.121
2.673,1312583.279
2.676,1382145.023
2.679,1296355.358
2.682,1139951.952
2.685,1009960.424
2.688,1294740.880
2.691,1550055.696
2.694,1458942.574
2.697,1055144.228
2.700,1158570.688
2.703,1135102.073
2.706,1319556.581
2.709,1432985.631
2.712,1295759.312
2.715,1701858.597
2.718,1773240.248
2.721,1577333.601
2.724,1508428.480
2.727,1482318.744
2.731,1339012.118
2.734,1365239.229
2.737,1685537.137
2.740,1717319.106
2.743,1818528.453
2.746,2003795.177
2.749,1715569.407
2.752,1965360.704
2.755,1745307.397
2.759,1721848.992
2.762,1718974.217
2.765,1744776.103
2.768,1612664.199
2.771,1588819.213
2.774,1909753.674
2.778,2412591.591
2.781,2266295.333
2.784,2010539.190
2.787,2185991.720
2.790,2431298.186
2.794,2407785.417
2.797,2165631.419
2.800,2814013.705
2.803,2904283.242
2.807,2446614.296
2.810,2407705.096
2.813,2942280.802
2.816,2873394.453
2.820,2561299.823
2.823,2393306.174
2.826,2682614.546
2.830,3374914.450
2.833,2657957.499
2.836,2361962.035
2.840,2477952.179
2.843,2567282.505
2.846,2631901.861
2.850,2836321.137
2.853,3317717.925
2.856,2943640.970
2.860,2330281.454
2.863,2622970.437
2.867,3965680.360
2.870,4520543.416
2.874,4078358.456
2.877,4235889.646
2.880,3781165.594
2.884,3269956.768
2.887,3773867.316
2.891,3692568.256
2.894,2819134.398
2.898,2979036.760
2.901,3724394.558
2.905,2929683.547
2.908,2939701.199
2.912,3475633.096
2.915,3682077.427
2.919,3899155.979
2.922,3893173.854
2.926,3400599.994
2.929,4078826.303
2.933,3767496.018
2.937,4245206.121
2.940,4871211.414
2.944,4007934.182
2.947,4342475.249
2.951,3927952.492
2.955,3401382.935
2.958,3698385.575
2.962,4840924.645
2.965,4515083.331
2.969,3998221.273
2.973,3572891.951
2.977,3626632.101
2.980,4262221.211
2.984,4812274.929
2.988,4448512.062
2.991,4370591.330
2.995,5261014.114
2.999,5882355.989
3.003,6688700.959
3.006,5331165.595
3.010,5104009.646
3.014,5096967.807
3.018,5181285.565
3.021,5242579.740
3.025,5290335.753
3.029,5436071.142
3.033,5366889.782
3.037,5988314.995
3.041,6153936.991
3.044,6423593.635
3.048,7312078.649
3.052,7332142.145
3.056,7224959.925
3.060,6849928.946
3.064,5944013.675
3.068,6784258.761
3.072,6028979.819
3.076,5314199.422
3.079,5585267.546
3.083,6231430.135
3.087,5734836.450
3.091,6114917.078
3.095,6265642.250
3.099,7114115.762
3.103,8769698.808
3.107,8493090.299
3.111,7793872.649
3.115,8309518.922
3.120,8982256.502
3.124,9247840.179
3.128,8649436.108
3.132,8529018.281
3.136,8329166.345
3.140,8958289.372
3.144,8670054.975
3.148,7720339.269
3.152,9868283.148
3.156,10816422.379
3.161,9888604.081
3.165,8915372.577
3.169,8617826.055
3.173,8104339.522
3.177,9408284.324
3.182,9543932.800
3.186,9903135.219
3.190,10086069.796
3.194,9830079.380
3.199,10308122.791
3.203,9897480.212
3.207,9728904.894
3.211,10162456.722
3.216,11901116.880
3.220,11869079.683
3.224,9356180.914
3.229,9246599.966
3.233,10465864.782
3.238,11707232.324
3.242,11718877.049
3.246,13389702.917
3.251,11055714.942
3.255,14606726.449
3.260,21996441.484
3.264,15534287.105
3.268,12223542.410
3.273,10547453.006
3.277,10976129.215
3.282,10781629.569
3.286,11047723.224
3.291,11903756.463
3.295,12178773.963
3.300,14363496.244
3.305,15914831.841
3.309,15410583.018
3.314,14427867.011
3.318,16227309.465
3.323,15719497.881
3.328,15882980.116
3.332,18288198.216
3.337,17396201.453
3.342,13162945.474
3.346,13496449.842
3.351,14917986.024
3.356,14147626.091
3.360,12737177.167
3.365,12831918.796
3.370,15505478.844
3.375,16418609.932
3.379,14762146.949
3.384,14859413.497
3.389,14862672.804
3.394,14591891.282
3.399,16080781.932
3.403,16215219.240
3.408,16687292.552
3.413,18619254.345
3.418,18118328.445
3.423,16479975.101
3.428,15158184.090
3.433,16027965.440
3.438,18060276.415
3.443,15831477.731
3.448,14605965.589
3.453,13327899.683
3.458,14945314.660
3.463,19545281.988
3.468,19206543.418
3.473,17578402.450
3.478,14779177.906
3.483,15594544.903
3.488,16997959.439
3.493,15965282.384
3.498,17678143.141
3.503,17773329.125
3.508,16259441.965
3.514,16794540.697
3.519,19161080.356
3.524,19157881.728
3.529,15914940.440
3.534,13702428.410
3.540,14351420.003
3.545,16195004.306
3.550,15331144.868
3.556,14330887.105
3.561,17791845.811
3.566,18466496.072
3.572,16457020.615
3.577,15468197.181
3.582,15583311.486
3.588,18338422.344
3.593,16369232.822
3.599,15210192.309
3.604,16168231.462
3.609,16094156.530
3.615,12481341.708
3.620,12646086.527
3.626,13875781.217
3.631,15631338.941
3.637,17583825.839
3.643,18693316.259
3.648,14793484.597
3.654,12130912.710
3.659,11581065.054
3.665,12686853.746
3.671,12072122.240
3.676,11709032.317
3.682,12249207.990
3.688,12927347.440
3.693,14792058.902
3.699,14740897.981
3.705,13491600.949
3.711,11406344.608
3.716,12495181.399
3.722,13247455.426
3.728,13675407.319
3.734,13658620.789
3.740,11958873.324
3.746,12650159.635
3.752,12079692.072
3.758,11095329.444
3.763,10419323.030
3.769,10032812.426
3.775,10279910.261
3.781,11649014.799
3.787,14373885.250
3.793,10195217.620
3.800,7731604.081
3.806,7906166.918
3.812,7614683.844
3.818,7948133.404
3.824,8104031.042
3.830,11239872.472
3.836,12121986.697
3.843,9056257.340
3.849,7847156.154
3.855,7591119.180
3.861,7848190.529
3.868,8222477.736
3.874,7751909.943
3.880,5729177.735
3.887,5504359.217
3.893,6211270.148
3.899,7470039.206
3.906,6504403.511
3.912,4349903.828
3.919,4365032.439
3.925,5282832.146
3.932,4748227.513
3.938,4347830.587
3.945,4676517.769
3.951,5591911.634
3.958,5718129.806
3.964,3298940.546
3.971,3030008.336
3.978,3884375.662
3.984,4974685.479
3.991,2800242.632
3.998,2738314.294
4.004,2415985.348
4.011,2435851.542
4.018,2754673.418
4.025,4143397.401
4.032,2632040.634
4.038,2295596.035
4.045,1490935.667
4.052,1210876.177
4.059,1173931.408
4.066,1365440.351
4.073,1909172.587
4.080,1476801.408
4.087,1224089.891
4.094,953958.621
4.101,705154.465
4.108,866413.513
4.116,1187476.270
4.123,878946.076
4.130,687130.143
4.137,761767.177
4.144,708512.687
4.152,528225.806
4.159,516842.244
4.166,454535.837
4.173,449730.021
4.181,359724.307
4.188,338367.106
4.196,409151.729
4.203,389965.059
4.211,314757.929
4.218,294230.903
4.226,237340.026
4.233,217838.748
4.241,195794.064
4.248,181036.662
4.256,246251.964
4.264,265011.084
4.271,285067.238
4.279,227507.445
4.287,155157.601
4.294,147654.581
4.302,169883.079
4.310,184249.764
4.318,151756.548
4.326,124942.881
4.334,98618.258
4.342,166945.547
4.350,211866.664
4.358,194959.754
4.366,148887.802
4.374,126542.770
4.382,100314.055
4.390,124170.093
4.398,188240.703
4.406,274813.564
4.414,392983.518
4.423,421755.641
