λ (nm),Traw,TM,Tm,T true,hv,n true,α1 (cm^-1),α2 (cm^-1),α3 (cm^-1),k
200.0,0.004404575233520601,0.004404575233520601,0.004404575233520601,0.004404575233520601,6.207668999999998,594.4738444014391,1128.5600763528034,1128.5600763528034,71662.45125425316,1.1256711519929918
200.06,0.004366058378764788,0.004366058378764788,0.004366058378764788,0.004366058378764788,6.205807257822653,599.7080347367271,1128.5600763528034,1128.5600763528034,71778.4719937277,1.1278318495874304
200.12,0.004327541524008973,0.004327541524008973,0.004327541524008973,0.004327541524008973,6.203946632020787,605.0353949784326,1128.5600763528034,1128.5600763528034,71895.5208026427,1.130009799217911
200.18,0.00428902466925316,0.00428902466925316,0.00428902466925316,0.00428902466925316,6.202087121590568,610.4584352159347,1128.5600763528034,1128.5600763528034,72013.61606362749,1.132205304431968
200.24,0.004250507814497346,0.004250507814497346,0.004250507814497346,0.004250507814497346,6.200228725529364,615.9797565213861,1128.5600763528034,1128.5600763528034,72132.7766568047,1.1344186769476232
200.3,0.0042119909597415316,0.0042119909597415316,0.0042119909597415316,0.0042119909597415316,6.198371442835746,621.6020551097059,1128.5600763528034,1128.5600763528034,72253.02197790546,1.1366502369500893
200.36,0.004173474104985718,0.004173474104985718,0.004173474104985718,0.004173474104985718,6.196515272509482,627.3281267289261,1128.5600763528034,1128.5600763528034,72374.3719572168,1.138900313402078
200.42,0.004134957250229923,0.004134957250229923,0.004134957250229923,0.004134957250229923,6.194660213551542,633.1608712959118,1128.5600763528034,1128.5600763528034,72496.84707940738,1.1411692443684718
200.48,0.004096440395474108,0.004096440395474108,0.004096440395474108,0.004096440395474108,6.192806264964086,639.103297793618,1128.5600763528034,1128.5600763528034,72620.4684042812,1.1434573773561671
200.54,0.0040579235407182945,0.0040579235407182945,0.0040579235407182945,0.0040579235407182945,6.190953425750473,645.1585294472222,1128.5600763528034,1128.5600763528034,72745.25758851109,1.1457650696699357
200.6,0.004019406685962481,0.004019406685962481,0.004019406685962481,0.004019406685962481,6.189101694915253,651.3298091978917,1128.5600763528034,1128.5600763528034,72871.23690840924,1.1480926887852412
200.66,0.003980889831206667,0.003980889831206667,0.003980889831206667,0.003980889831206667,6.187251071464168,657.6205054943042,1128.5600763528034,1128.5600763528034,72998.4292837937,1.1504406127389672
200.72,0.003942372976450853,0.003942372976450853,0.003942372976450853,0.003942372976450853,6.1854015544041445,664.0341184236703,1128.5600763528034,1128.5600763528034,73126.85830301527,1.15280923053912
200.78,0.0039038561216950393,0.0039038561216950393,0.0039038561216950393,0.0039038561216950393,6.1835531427433015,670.5742862056984,1128.5600763528034,1128.5600763528034,73256.54824921285,1.1551989425946043
