λ (nm),TM,Tm,TM Corrected,Tm Corrected,n1,Δn1,d1 (nm),Δd1 (nm),m,Δm,d2 (nm),Δd2 (nm),n2,Δn2,κ,α1 (cm^-1),α2 (cm^-1),discarded
272.0,0.7038187199528453,0.6870288480547034,0.7139281238417445,0.7038187199528453,2.0165731557914426,0.010067636580425211,2554.2994796733415,68.63699223106852,7.0,0.18809812609714952,472.0880059649358,12.685552753563481,1.941885786233791,0.052180725355037996,0.006075737718965024,2806.9842622116066,2806.984262211607,yes
279.0,0.7219219628373186,0.693283391717061,0.729733861568376,0.6933366484329868,2.121833534976591,0.00936500639496539,494.8990741705133,2.4767842295543785,7.5,0.03753468674960114,493.08769173145464,2.4677189398965393,2.134136558662924,0.010680552961371286,0.004542450539429628,2045.9540134719873,2045.954013471987,no
297.0,0.7682889581454141,0.7167115890332345,0.770216363608951,0.7167685632941088,2.1437826826156603,0.009708821921390939,455.988615407284,1.866592951369874,7.0,0.031701792350899795,484.8905667675657,2.195985722939354,2.1203679357038085,0.00960278057216974,0.0031705196041463385,1341.478935548627,1341.478935548627,no
314.0,0.7792165477953431,0.7387876595342682,0.780789972482392,0.7388481367869972,2.0707769704332777,0.008181337960733313,502.9481416754504,1.9925775744996865,6.5,0.02575166932937125,492.81019374407873,1.9524131002216762,2.0816118118188904,0.008246919853857452,0.002664710715425977,1066.4249181559555,1066.4249181559555,no
337.0,0.7940009337923059,0.7488968050092394,0.7950954433111653,0.7489589609861369,2.062980853491925,0.008893873040042308,475.43329842712234,1.5409180320223919,6.0,0.025867054534184374,490.0675632974105,2.112767397541495,2.0622337498764316,0.0088906521450482,0.002339652669616484,872.4315298301358,872.4315298301358,no
362.0,0.800610914205668,0.7599033680981766,0.8014620288265308,0.7599673518243646,2.027450806998564,0.0077668464145309035,483.0231636284877,1.3665352943277314,5.5,0.021069638351994907,491.0106802905552,1.880984992852544,2.030616911970314,0.007778975266665309,0.0022825099693870488,792.3443703394272,792.3443703394272,no
396.0,0.8096004875678404,0.7686976123652879,0.8101205851274279,0.7687630949234097,2.007693337541087,0.008443907913182622,467.2612593223563,1.0596140419366076,5.0,0.021028878652165725,493.10319533783877,2.0738814515509163,2.0193980340036273,0.008493135241496861,0.0020371872365162968,646.4659046693423,646.4659046693425,no
433.0,0.8165556373535913,0.7782570230942055,0.8169556654132369,0.7783241348940942,1.9768813283866122,0.007477478611591325,493.7577693596183,0.9794680687398954,4.5,0.017021079246887602,492.82169142399283,1.8640793476251047,1.9872712470990241,0.007516778084874143,0.002056798251081339,596.916607437734,596.9166074377339,no
489.0,0.8270918053091826,0.7891264159320482,0.8273099433367367,0.7891954285148366,1.9559352066126139,0.008014955406869922,476.63544627840764,0.7092262070417076,4.0,0.016391044815335414,500.01656327550296,2.0489484742646913,1.9949204820763105,0.008174707756185834,0.001314953338400267,337.9180161743683,337.9180161743683,no
545.0,0.8364720626796216,0.7999880476896783,0.8366396291571938,0.8000589596981489,1.9363324072472043,0.007132265030463213,466.00923125056556,0.55464898377998,3.5,0.012891860670818347,492.55489214060253,1.8142711549161732,1.9454554292231914,0.007165868667094996,0.001284059818233489,296.07287278768246,296.0728727876825,no
649.0,0.8538925406532941,0.8181960900002837,0.8539661885380428,0.8182703002835165,1.9151001840735995,0.007458123204284683,672.1899536692414,0.8816063989959647,3.0,0.011683132714896223,508.3284979531845,1.9796231014503025,1.9857414001035667,0.007733226771624603,-0.0012390785441231292,-239.91864723808683,-239.91864723808683,yes
744.0,0.8538925406532941,0.8348351377051666,0.8539661885380428,0.8349123620494489,1.8450927551717131,0.006848425583960102,585.345896208711,0.7115822742422234,2.5,0.009279242960501944,504.0397006563769,1.870842737651677,1.8970102743670438,0.007041127693768101,-0.0006833724117787837,-115.42353486613796,-115.42353486613796,yes
