λ (nm),TM,Tm,TM Corrected,Tm Corrected,n1,Δn1,d1 (nm),Δd1 (nm),m,Δm,d2 (nm),Δd2 (nm),n2,Δn2,κ,α1 (cm^-1),α2 (cm^-1),discarded
267.0,0.5969415922475053,0.551743327227257,0.5985253223121941,0.5969384130502453,2.011265757839665,0.014000455550447542,2840.772501517703,83.37489860856256,7.0,0.20544562788753148,464.63277980914984,13.636681883574278,1.9946032217351202,0.05854035875369499,0.013120310317522373,6175.081723797251,6175.081723797251,yes
282.0,0.611564699263232,0.5614898128682777,0.6127798258716377,0.5622400111073137,2.2841504314832095,0.013286770459962256,314.78943349571733,0.9918653544575126,7.5,0.043627064608441235,462.9730097563294,2.693087121147184,2.2571352669715243,0.013129624816287728,0.01293055992266908,5762.0641219659265,5762.064121965927,no
308.0,0.6368581959522186,0.5777813482965296,0.6374357514691307,0.5783329556670074,2.2659012041246407,0.014921077362271806,328.41597601030014,0.9002804920283459,7.0,0.046095364328231005,475.7488976296525,3.1328312521418726,2.3008906078442584,0.015151484406855141,0.011857226173626766,4837.736966106293,4837.736966106293,no
335.0,0.6447459152820199,0.5946994812412527,0.6451756273715539,0.5950448596328431,2.1813393922405733,0.011988899182655525,332.9680468173817,0.7666568939846775,5.5,0.030228650222502006,422.33226213080655,2.321188041750942,1.9663223306832311,0.010807139992530603,0.017368455546601325,6515.177593958641,6515.177593958641,no
372.0,0.6555550121413771,0.6019371056313659,0.6557821239785782,0.6021804946731041,2.17038290960042,0.013766221611074355,313.04239474649756,0.5545873810197619,5.0,0.031713808540836684,428.4958178975057,2.7178468658701433,1.9849983908118372,0.012590371784015104,0.01804397393084188,6095.356552978344,6095.356552978344,no
422.0,0.6601040132278124,0.6117084850753923,0.6602721969091192,0.6118141802298908,2.1141420480332775,0.011451056078355826,298.437732456135,0.4130248648938625,4.5,0.024373836375156433,449.1183555444116,2.4326082913597378,2.0266193248127307,0.010976997292825669,0.018362580368925945,5468.032946727005,5468.032946727005,no
491.0,0.6663816347270931,0.6191718074789976,0.6664684975532659,0.6193545501624286,2.080433240626856,0.013017998176240948,538.2065500733786,0.9826858383026106,4.0,0.02502939853492918,472.01706876405865,2.9535758323461736,2.0959875481475527,0.013115326916708539,0.018569362110715384,4752.535363655568,4752.535363655568,no
565.0,0.6287823927948922,0.6271759503466323,0.6412819468093992,0.6274413237132663,1.8839495117053542,0.012144499110208372,11829.213921707793,364.9499694371795,3.5,0.10798053881552595,524.8282896418928,16.191783286046427,2.1103947945324775,0.06510901915059945,0.02012634202777512,4476.372974024341,4476.372974024341,yes
568.0,0.6272475224159352,0.6269484276786867,0.6402537853705444,0.6271569708925526,1.879014175179823,0.01269809292738469,642.3443303780693,0.9407611211878786,3.0,0.020273545184143392,453.4292562845956,3.0642061716994275,1.8185146548082638,0.012289246340760753,0.028740534473111447,6358.524785983882,6358.524785983882,no
576.0,0.6300550186629805,0.6263361015723367,0.6424426569517941,0.6263916992072761,1.8962816711084673,0.012100892849249815,604.9582500776476,0.7987800322886465,3.5,0.02233482800454266,531.5665997081413,3.392128164983118,2.1514821268154107,0.013729423787791382,0.019554283511708903,4266.082876846994,4266.082876846994,no
736.0,0.6860579176158885,0.6702222163924844,0.686105459391735,0.6710394908339257,1.8618774785301422,0.011093746671111647,7870.969037306672,91.79309562342216,2.0,0.02332447127878231,395.29991016435446,4.610080700566856,1.5709234576747442,0.018320479534849984,0.037840370138807776,6460.816784630277,6460.816784630278,yes
775.0,0.681440580078996,0.6809262806522803,0.7077175734169283,0.6819293322470514,1.910880580986058,0.009973642951870785,532.4651205509186,0.6300874037428099,2.5,0.013048490642366774,506.96522307014226,2.6460523876944544,2.067706657095664,0.010792180386508903,0.018944815304402313,3071.8396172348794,3071.839617234879,yes
779.0,0.680964394935376,0.6809262806522803,0.7099464266334824,0.6819293322470514,1.9211699988398352,0.010742649776748263,690.7944321625836,0.8663505717641101,2.0,0.011183445278903567,405.4820762714523,2.2673433057789945,1.6627029531638937,0.009297373745889882,0.033763978625444384,5446.606788480559,5446.606788480558,yes
