λ (nm),TM,Tm,n1,d1 (nm),m,d2 (nm),n2,κ,α (cm^-1),discarded
286.0,0.5830278230923054,0.5675789253889227,2.05888727607793,1050.183382567937,10.0,694.5499234538344,2.1410465078746808,0.010111877335026482,4442.99294401683,yes
296.0,0.5927170337043177,0.5713586516889382,2.078810150698707,705.5503389017402,9.5,676.3484388064155,2.105112860190071,0.010664154864384063,4527.355483607139,yes
313.0,0.6091886917447388,0.5794322666502664,2.1042361607733207,596.5625348968128,9.0,669.3640315934724,2.108855948490551,0.010723703715164457,4305.368538125779,no
328.0,0.6138587624468145,0.5865739449022774,2.0711037197175153,594.8979419953914,8.5,673.0710715879223,2.087146036347766,0.011018008665993758,4221.231107594472,no
350.0,0.6207235793266348,0.5922580564604683,2.059632447401427,583.3775932534462,8.0,679.732930876252,2.0961294482689183,0.011233764701457394,4033.361446657701,no
372.0,0.6249078396023701,0.597942168018659,2.0362760353826728,592.5022031699784,7.5,685.0741136075104,2.088643271667958,0.011619769698760423,3925.22399161624,no
402.0,0.6306046662629761,0.6034193479512975,2.0210896959528197,591.1643432956567,7.0,696.1591080383425,2.106610095510263,0.011862847279237667,3708.2819764289275,no
432.0,0.6353138600450924,0.6088892298427199,2.0001520475420937,582.6738943123603,6.5,701.9466353697055,2.1021183895496867,0.012364040672052361,3596.553642963436,no
475.0,0.6420560701968366,0.6149190204129054,1.9863539615083703,534.5276561331685,6.0,717.3947985171299,2.1335603312737206,0.012533162996860815,3315.713077657378,yes
521.0,0.6469048987719673,0.6213753015213264,1.9651435750574129,596.0319672079419,5.5,729.0815888391978,2.145163905005209,0.012941595228721594,3121.4756619028394,yes
596.0,0.6548105975357674,0.6317102213703941,1.9348499410023505,745.7215669717375,4.0,616.0684478624133,1.7847045016689649,0.0214868191102564,4530.39148092579,yes
659.0,0.665039244254518,0.640391554043611,1.9328387533301856,733.492785248816,3.5,596.6612569274117,1.7266866330115216,0.024092669979501685,4594.194537964543,yes
786.0,0.6856588971637453,0.640391554043611,2.024658171019833,757.0832308902092,3.0,582.320520508472,1.7652404425064678,0.027447163805757138,4388.183622088666,yes
