λ (nm),TM,Tm,TM Corrected,Tm Corrected,n1,Δn1,d1 (nm),Δd1 (nm),m,Δm,d2 (nm),Δd2 (nm),n2,Δn2,κ,α1 (cm^-1),α2 (cm^-1),discarded
287.0,0.6955896268190245,0.6782767665306013,0.701563021003447,0.6955896268190245,1.9706840271591246,0.010308934757655442,1876.629233112283,349.460653617387,8.0,0.2328288648825472,582.5388465013949,8.157443972953686,1.8874251110921194,0.030495264692875043,0.006228357346572343,2727.1026737175875,2727.1026737175875,yes
296.0,0.7071251353237071,0.6840486466546648,0.7117063612669817,0.6868174191457304,2.049670893849,0.009847513990847632,650.0845474018896,37.44673209565174,8.5,0.23208120619091155,613.7570688910204,8.474665266929662,2.068275949262967,0.03165838026930605,0.005071113825434421,2152.888370203028,2152.888370203028,no
313.0,0.7289144291658853,0.6957042286118795,0.7308660039869918,0.6963683460370326,2.065818690316405,0.010287927426523593,589.257021611137,30.40979612130367,8.0,0.22216760033937596,606.055122779551,8.412367361385582,2.058411358090012,0.03196861757808135,0.0048163169880451615,1933.6621171888048,1933.662117188805,no
329.0,0.7361189367982905,0.7067008377375908,0.7377557473741994,0.7080842894662862,2.025137491355559,0.0091658579690753,637.6317849172748,30.297572731055002,7.5,0.2047367508311752,609.2178952127192,8.334606327769604,2.028406559938939,0.030982044921617803,0.004791052825720871,1829.9740255617396,1829.9740255617392,no
351.0,0.7460251347928478,0.7138111313866908,0.7472291445316097,0.7148794718618195,2.018788275958275,0.009763862046419425,605.1097034685209,26.988392264477426,7.0,0.19277280989087836,608.5333537103378,8.402878232888623,2.0197750426626033,0.03112351008088623,0.004774464565826795,1709.3359321739306,1709.3359321739304,no
372.0,0.7510564644780195,0.7205856073520912,0.7520237583423046,0.7213537192123323,1.9981167105176314,0.008823293100104504,604.5657587803573,22.870135201622478,6.5,0.17808083301460653,605.0697607582676,8.245539216211753,1.9877151213504984,0.030421707713897263,0.005058507454527467,1708.7924577712572,1708.7924577712577,no
403.0,0.7584718114640623,0.7269645853357727,0.759090225319247,0.7275367169159989,1.9848705510858573,0.009429258879531811,596.918244204154,21.709498773275367,6.0,0.16463031632810576,609.1077321584503,8.383189720223914,1.9877151213504984,0.03051711071234232,0.005081822274814767,1584.6169255987138,1584.6169255987136,no
433.0,0.7643870472653489,0.7331458932463639,0.7648817207162331,0.7335281175313659,1.967656607446252,0.008531308185682833,611.3806821050839,19.053063560260345,5.5,0.15029743862168657,605.1614877788203,8.22258601260502,1.9577103231994262,0.02988078659716608,0.005451549504893059,1582.1291339725735,1582.1291339725733,no
478.0,0.773269766270483,0.7410630803827618,0.7735786227433281,0.741338107317665,1.9538734940318032,0.009083743184031101,600.9907779548639,17.445123911398273,5.0,0.13621655432985627,611.605615025836,8.386569644526517,1.964697741946936,0.02996761940587571,0.005326004809190618,1400.1788771160798,1400.1788771160798,no
521.0,0.7803635920074399,0.7486352767057463,0.7806042449615249,0.7488077774067399,1.9414650927700718,0.008193292686859853,603.1772143976876,14.381536758516912,4.5,0.122858080259011,603.7965886512233,8.172383410584224,1.9272945004161472,0.029370154641072104,0.005747205323139298,1386.209445055399,1386.209445055399,no
592.0,0.7920766531079964,0.7599949438822169,0.7922046909497104,0.7601113708998343,1.9273400228784772,0.008642883142474437,667.3638978400753,16.185541751964333,4.0,0.10800305697247806,614.3181721675136,8.377670950894094,1.9466126581298513,0.029445940425417337,0.005151312689508842,1093.4679798449229,1093.4679798449229,no
661.0,0.8028625487173402,0.7710409318861616,0.8029602946436,0.7711028336061371,1.9152321276107047,0.007745597753644665,744.9553325550717,6.625018076652336,3.5,0.09510498562175776,603.9737864271689,8.130605350627194,1.9018109732193458,0.028839120975135777,0.005408161799933938,1028.1537900210237,1028.1537900210235,yes
788.0,0.8227237325430703,0.7710409318861616,0.8227656988360884,0.7711028336061371,1.9750632909414012,0.008400803780765093,802.7395211762536,6.9892132739223705,3.0,0.0826575462720438,598.4618343225889,8.102811839124124,1.9433244610721996,0.029831791668664228,0.004663933383953162,743.7654241553014,743.7654241553014,yes
