"GaN Hres Vslow - RawData"
"Wavelength nm.","R%"
200.00,0.06032
200.20,0.05131
200.40,0.04614
200.60,0.05136
200.80,0.04524
201.00,0.03996
201.20,0.04221
201.40,0.04261
201.60,0.02996
201.80,0.03034
202.00,0.03230
202.20,0.03793
202.40,0.04155
202.60,0.04422
202.80,0.04068
203.00,0.03398
203.20,0.03459
203.40,0.03878
203.60,0.04021
203.80,0.04097
204.00,0.04607
204.20,0.03943
204.40,0.03395
204.60,0.03225
204.80,0.03505
205.00,0.03167
205.20,0.03317
205.40,0.03355
205.60,0.03277
205.80,0.03255
206.00,0.03011
206.20,0.03160
206.40,0.03206
206.60,0.03841
206.80,0.03918
207.00,0.04362
207.20,0.04060
207.40,0.04048
207.60,0.04059
207.80,0.03859
208.00,0.03622
208.20,0.03920
208.40,0.04109
208.60,0.03794
208.80,0.04334
209.00,0.04316
209.20,0.04492
209.40,0.04102
209.60,0.03909
209.80,0.03568
210.00,0.03921
210.20,0.03684
210.40,0.03794
210.60,0.03869
210.80,0.03920
211.00,0.04183
211.20,0.04459
211.40,0.04721
211.60,0.05020
211.80,0.05167
212.00,0.04942
212.20,0.04643
212.40,0.04715
212.60,0.04322
212.80,0.04545
213.00,0.04648
213.20,0.04955
213.40,0.04616
213.60,0.04686
213.80,0.04366
214.00,0.04189
214.20,0.04136
214.40,0.03908
214.60,0.04157
214.80,0.03891
215.00,0.04006
215.20,0.03923
215.40,0.03922
215.60,0.03805
215.80,0.04291
216.00,0.04337
216.20,0.05022
216.40,0.05567
216.60,0.06041
216.80,0.06056
217.00,0.06214
217.20,0.05910
217.40,0.06044
217.60,0.06103
217.80,0.06203
218.00,0.06238
218.20,0.05939
218.40,0.06000
218.60,0.05677
218.80,0.05583
219.00,0.05694
219.20,0.06523
219.40,0.06492
219.60,0.06699
219.80,0.07077
220.00,0.07265
220.20,0.07107
220.40,0.07082
220.60,0.07719
220.80,0.07672
221.00,0.07537
221.20,0.07574
221.40,0.07742
221.60,0.07294
221.80,0.07457
222.00,0.07749
222.20,0.07600
222.40,0.07575
222.60,0.07861
222.80,0.07989
223.00,0.08325
223.20,0.08711
223.40,0.09082
223.60,0.08964
223.80,0.09145
224.00,0.09160
224.20,0.09138
224.40,0.09115
224.60,0.09087
224.80,0.09106
225.00,0.08948
225.20,0.09176
225.40,0.09266
225.60,0.09483
225.80,0.09516
226.00,0.09594
226.20,0.09651
226.40,0.09673
226.60,0.10059
226.80,0.10225
227.00,0.10476
227.20,0.10943
227.40,0.10920
227.60,0.10682
227.80,0.10728
228.00,0.10945
228.20,0.10396
228.40,0.10703
228.60,0.10759
228.80,0.10887
229.00,0.10392
229.20,0.10455
229.40,0.10456
229.60,0.10715
229.80,0.10750
230.00,0.11230
230.20,0.11434
230.40,0.11382
230.60,0.11321
230.80,0.11225
231.00,0.11203
231.20,0.11283
231.40,0.11392
231.60,0.11216
231.80,0.11314
232.00,0.11468
232.20,0.11463
232.40,0.11670
232.60,0.11711
232.80,0.11915
233.00,0.12150
233.20,0.12138
233.40,0.11820
233.60,0.12044
233.80,0.11857
234.00,0.11461
234.20,0.11436
234.40,0.11495
234.60,0.11757
234.80,0.11701
235.00,0.11604
235.20,0.11323
235.40,0.11556
235.60,0.11362
235.80,0.11530
236.00,0.11646
236.20,0.12142
236.40,0.12025
236.60,0.11885
236.80,0.11773
237.00,0.11541
237.20,0.11377
237.40,0.11366
237.60,0.11385
237.80,0.11440
238.00,0.11562
238.20,0.11393
238.40,0.11321
238.60,0.11283
238.80,0.11121
239.00,0.11081
239.20,0.11119
239.40,0.11208
239.60,0.10962
239.80,0.10762
240.00,0.10815
240.20,0.10674
240.40,0.10464
240.60,0.10451
240.80,0.10528
241.00,0.10544
241.20,0.10619
241.40,0.10641
241.60,0.10804
241.80,0.10792
242.00,0.10808
242.20,0.10648
242.40,0.10550
242.60,0.10660
242.80,0.10728
243.00,0.10586
243.20,0.10690
243.40,0.10697
243.60,0.10545
243.80,0.10566
244.00,0.10551
244.20,0.10274
244.40,0.10252
244.60,0.10173
244.80,0.10171
245.00,0.10130
245.20,0.10396
245.40,0.10302
245.60,0.10289
245.80,0.10100
246.00,0.09875
246.20,0.09786
246.40,0.09722
246.60,0.09712
246.80,0.09607
247.00,0.09698
247.20,0.09615
247.40,0.09603
247.60,0.09480
247.80,0.09644
248.00,0.09592
248.20,0.09536
248.40,0.09637
248.60,0.09660
248.80,0.09509
249.00,0.09346
249.20,0.09288
249.40,0.09010
249.60,0.08897
249.80,0.08846
250.00,0.09046
250.20,0.09103
250.40,0.09141
250.60,0.09022
250.80,0.09088
251.00,0.08948
251.20,0.08920
251.40,0.08934
251.60,0.09079
251.80,0.08909
252.00,0.08869
252.20,0.08801
252.40,0.08747
252.60,0.08625
252.80,0.08692
253.00,0.08688
253.20,0.08609
253.40,0.08572
253.60,0.08624
253.80,0.08489
254.00,0.08327
254.20,0.08353
254.40,0.08291
254.60,0.08259
254.80,0.08297
255.00,0.08368
255.20,0.08254
255.40,0.08320
255.60,0.08307
255.80,0.08296
256.00,0.08289
256.20,0.08275
256.40,0.08078
256.60,0.07980
256.80,0.07898
257.00,0.07858
257.20,0.07810
257.40,0.07768
257.60,0.07644
257.80,0.07653
258.00,0.07655
258.20,0.07762
258.40,0.07974
258.60,0.08039
258.80,0.07928
259.00,0.07863
259.20,0.07755
259.40,0.07617
259.60,0.07635
259.80,0.07669
260.00,0.07768
260.20,0.07608
260.40,0.07691
260.60,0.07579
260.80,0.07578
261.00,0.07363
261.20,0.07497
261.40,0.07300
