λ (nm),TM,Tm,n1,d1 (nm),m,d2 (nm),n2,κ,α (cm^-1),discarded
286.0,0.5830278230923054,0.5675789253889227,2.05888727607793,1050.183382567937,9.0,625.094931108451,2.1613913875853186,0.011100297126927358,4877.288378548094,yes
296.0,0.5927170337043177,0.5713586516889382,2.078810150698707,705.5503389017402,8.5,605.153866300477,2.112688706746178,0.011865605639606407,5037.418852402852,yes
313.0,0.6091886917447388,0.5794322666502664,2.1042361607733207,596.5625348968128,8.0,594.9902503053088,2.102612290020838,0.012111975120497668,4862.733809459146,no
328.0,0.6138587624468145,0.5865739449022774,2.0711037197175153,594.8979419953914,7.5,593.886239636402,2.0656654286945937,0.012658402464814927,4849.700510932379,no
350.0,0.6207235793266348,0.5922580564604683,2.059632447401427,583.3775932534462,7.0,594.7663145167205,2.0572684147568108,0.013172882551137065,4729.5806913432425,no
372.0,0.6249078396023701,0.597942168018659,2.0362760353826728,592.5022031699784,6.5,593.7308984598424,2.030397970155905,0.013939646480724755,4708.891502955237,no
402.0,0.6306046662629761,0.6034193479512975,2.0210896959528197,591.1643432956567,6.0,596.707806890008,2.0253597617932355,0.014650445769296902,4579.6749055362,no
432.0,0.6353138600450924,0.6088892298427199,2.0001520475420937,582.6738943123603,5.5,593.9548453128277,1.995130511617217,0.01576368478082446,4585.470027865125,no
475.0,0.6420560701968366,0.6149190204129054,1.9863539615083703,534.5276561331685,5.0,597.8289987642748,1.994290810223439,0.016713778104288014,4421.7164215714665,no
521.0,0.6469048987719673,0.6213753015213264,1.9651435750574129,596.0319672079419,4.5,596.5212999593437,1.968679917713201,0.018154547163817054,4378.824721619736,no
596.0,0.6548105975357674,0.6317102213703941,1.9348499410023505,745.7215669717375,4.0,616.0684478624133,2.0018481227674436,0.01866656668502246,3935.754950698694,yes
659.0,0.665039244254518,0.640391554043611,1.9328387533301856,733.492785248816,3.5,596.6612569274117,1.936771264749626,0.021157843742736732,4034.5569935042486,no
786.0,0.6856588971637453,0.640391554043611,2.024658171019833,757.0832308902092,3.0,582.320520508472,1.980015886529208,0.02357547919521873,3769.1884093922736,yes
