λ (nm),TM,Tm,n1,d1 (nm),m,d2 (nm),n2,κ,α (cm^-1),discarded
286.0,0.3326132378535504,0.31710743259753055,2.2757057547328308,2585.2683108486945,9.0,565.5388432021145,2.4378071939847303,0.0328448324334849,14431.480319080269,yes
296.0,0.3422985897377114,0.32093431460785693,2.348674148260922,690.4726135658697,8.5,535.6213423354138,2.3828760295515083,0.035608632211077275,15117.27261604071,yes
313.0,0.358763687940785,0.3290075778224298,2.430009806406986,480.01789837604423,9.0,579.6272905098308,2.6679498311790932,0.030681370246646494,12318.002219671958,yes
328.0,0.3634337601829593,0.33614894492978453,2.365066395183023,498.66047657128337,7.5,520.0699661139176,2.32983904320219,0.038758133267682335,14849.056919585973,no
350.0,0.3702985793266628,0.34183305647422224,2.3526936226433777,484.5250992746549,7.0,520.6797809158197,2.320368152782669,0.040560833075342036,14562.927452911592,no
372.0,0.3744828396023865,0.3475171680186599,2.309332116859136,504.12558622218626,6.5,523.5279894016847,2.2900613034402015,0.04252050782688531,14363.668281274213,no
402.0,0.3801796662629766,0.3529943479512985,2.287397484567901,508.8690475748299,6.0,527.2367431267935,2.2843787691884887,0.04485691957042585,14022.106366678414,no
432.0,0.3848888600450932,0.3584642298427211,2.253340374763574,499.3943428773821,5.5,527.2172874125365,2.2502835636782126,0.04786801923863646,13924.24236870326,no
475.0,0.39163107019683774,0.3644940204129065,2.2360494056378655,446.25364496605,5.0,531.0705555100418,2.2493364746362605,0.051167974068332026,13536.752120601679,no
521.0,0.39647989877196843,0.37095030152132746,2.195938360387417,513.7978887430276,4.5,533.8264594062588,2.2204502588567214,0.05522022509310897,13318.95996023692,no
596.0,0.4043855975357685,0.38128522137038856,2.137871909610159,809.3998789952881,4.0,557.5638066255154,2.2578602760138295,0.05788950989710716,12205.722081386944,yes
659.0,0.4146142442545158,0.38996655404359987,2.1362853084958147,639.2496252388394,3.5,539.8389416496141,2.184460875262541,0.06540875013012067,12472.694924994083,no
786.0,0.43523389716373656,0.38996655404359987,2.333863336009337,701.7232424894275,3.0,505.1709677293989,2.233235960923075,0.07933700084975834,12684.20045941211,yes
