λ (nm),n1 fit,n2 fit
190.0,2.0911694395122242,2.1044222115830524
190.061,2.0910344516431727,2.1042776504389407
190.122,2.0908995936844788,2.104133228418367
190.183,2.090764865469497,2.103988945342867
190.244,2.0906302668318495,2.103844801034264
190.305,2.090495797605425,2.103700795314666
190.366,2.090361457624378,2.1035569280064665
190.427,2.09022724672313,2.1034131989323424
190.488,2.0900931647363654,2.103269607915256
190.549,2.089959211499035,2.1031261547784514
190.61,2.0898253868463526,2.102982839345457
190.671,2.0896916906137957,2.1028396614400817
190.732,2.089558122637105,2.1026966208864177
190.793,2.0894246827522847,2.1025537175088376
190.854,2.089291370795599,2.1024109511319944
190.915,2.0891581866035756,2.102268321580822
190.976,2.0890251300130016,2.102125828680533
191.037,2.0888922008609256,2.1019834722566193
191.098,2.0887593989846565,2.1018412521348515
191.159,2.0886267242217618,2.101699168141278
191.22,2.0884941764100686,2.101557220102225
191.281,2.088361755387663,2.1014154078442946
191.342,2.088229460992888,2.1012737311943654
191.403,2.088097293064345,2.1011321899795936
191.464,2.087965251440892,2.1009907840274082
191.525,2.0878333359616446,2.1008495131655143
191.586,2.087701546465973,2.1007083772218915
191.647,2.087569882793504,2.1005673760247925
191.708,2.0874383447841187,2.1004265094027437
191.769,2.087306932277954,2.100285777184543
191.83,2.0871756451154,2.100145179199262
191.891,2.0870444831371007,2.1000047152762433
191.952,2.086913446183953,2.0998643852451004
192.013,2.0867825340971073,2.0997241889357174
192.074,2.086651746717965,2.099584126178249
192.135,2.0865210838881807,2.099444196803119
192.196,2.086390545449659,2.0993044006410204
192.257,2.086260131244556,2.0991647375229148
192.318,2.086129841115277,2.099025207280032
192.379,2.0859996749044787,2.0988858097438685
192.44,2.085869632455066,2.0987465447461893
192.501,2.085739713610193,2.0986074121190246
192.562,2.0856099182132626,2.098468411694671
192.623,2.0854802461079243,2.0983295433056908
192.684,2.085350697138077,2.098190806784911
192.745,2.085221271147865,2.098052201965424
192.806,2.085091967981679,2.097913728680584
192.867,2.084962787484158,2.0977753867640114
192.928,2.084833729500183,2.097637176049588
192.989,2.0847047938748835,2.0974990963714584
193.05,2.084575980453632,2.097361147564029
193.111,2.084447289082045,2.097223329461968
193.172,2.0843187196059834,2.097085641900205
193.233,2.0841902718715506,2.0969480847139286
193.294,2.0840619457250935,2.096810657738589
193.355,2.0839337410132015,2.0966733608098957
193.416,2.083805657582705,2.096536193763816
193.477,2.0836776952806764,2.096399156436578
193.538,2.083549853954429,2.0962622486646647
193.599,2.0834221334515166,2.09612547028482
193.66,2.083294533619733,2.0959888211340427
193.721,2.0831670543071112,2.0958523010495886
193.782,2.083039695361924,2.0957159098689706
193.843,2.082912456632683,2.0955796474299553
193.904,2.082785337968138,2.0954435135705665
193.965,2.082658339217275,2.0953075081290815
194.026,2.0825314602293195,2.095171630944032
194.087,2.082404700853733,2.095035881854203
194.148,2.082278060940214,2.0949002606986338
194.209,2.082151540338695,2.0947647673166157
194.27,2.0820251388993474,2.0946294015476923
194.331,2.081898856472575,2.094494163231659
194.392,2.081772692909017,2.094359052208562
194.453,2.0816466480595466,2.0942240683187
194.514,2.0815207217752727,2.0940892114026206
194.575,2.0813949139075345,2.0939544813011217
194.636,2.0812692243079067,2.09381987785525
194.697,2.081143652828195,2.093685400906303
194.758,2.0810181993204377,2.093551050295825
