λ (nm),n1 fit,n2 fit
190.0,1.9086234490918315,2.1920216646663104
190.061,1.9086186554374491,2.191790872243376
190.122,1.90861386639641,2.191560301931704
190.183,1.908609081962796,2.191329953446378
190.244,1.908604302130699,2.1910998265029367
190.305,1.90859952689422,2.1908699208173754
190.366,1.9085947562474694,2.1906402361061437
190.427,1.9085899901845673,2.1904107720861465
190.488,1.9085852286996432,2.190181528474741
190.549,1.9085804717868355,2.189952504989736
190.61,1.908575719440293,2.1897237013493935
190.671,1.9085709716541728,2.1894951172724246
190.732,1.9085662284226417,2.1892667524779914
190.793,1.9085614897398762,2.189038606685704
190.854,1.9085567556000613,2.1888106796156204
190.915,1.9085520259973925,2.1885829709882465
190.976,1.9085473009260734,2.1883554805245344
191.037,1.908542580380317,2.1881282079458804
191.098,1.9085378643543467,2.1879011529741272
191.159,1.9085331528423934,2.18767431533156
191.22,1.9085284458386986,2.187447694740907
191.281,1.9085237433375124,2.1872212909253395
191.342,1.9085190453330938,2.186995103608469
191.403,1.9085143518197114,2.1867691325143466
191.464,1.9085096627916427,2.186543377367465
191.525,1.9085049782431747,2.186317837892754
191.586,1.9085002981686028,2.1860925138155816
191.647,1.9084956225622318,2.185867404861753
191.708,1.908490951418376,2.1856425107575097
191.769,1.9084862847313584,2.185417831229528
191.83,1.9084816224955106,2.1851933660049188
191.891,1.9084769647051736,2.184969114811227
191.952,1.9084723113546977,2.18474507737643
192.013,1.9084676624384418,2.184521253428938
192.074,1.9084630179507736,2.1842976426975915
192.135,1.90845837788607,2.1840742449116615
192.196,1.9084537422387169,2.183851059800849
192.257,1.9084491110031088,2.183628087095283
192.318,1.9084444841736494,2.1834053265255218
192.379,1.9084398617447513,2.183182777822549
192.44,1.9084352437108354,2.182960440717776
192.501,1.908430630066332,2.182738314943039
192.562,1.9084260208056802,2.1825164002305986
192.623,1.9084214159233277,2.18229469631314
192.684,1.9084168154137309,2.1820732029237715
192.745,1.908412219271355,2.1818519197960224
192.806,1.9084076274906745,2.181630846663845
192.867,1.9084030400661718,2.1814099832616116
192.928,1.9083984569923387,2.181189329324114
192.989,1.9083938782636751,2.1809688845865636
193.05,1.9083893038746904,2.18074864878459
193.111,1.9083847338199018,2.1805286216542403
193.172,1.9083801680938355,2.180308802931978
193.233,1.9083756066910267,2.1800891923546826
193.294,1.9083710496060187,2.179869789659649
193.355,1.9083664968333636,2.179650594584586
193.416,1.908361948367622,2.1794316068676167
193.477,1.9083574042033635,2.179212826247276
193.538,1.9083528643351657,2.178994252462511
193.599,1.9083483287576148,2.1787758852526813
193.66,1.9083437974653061,2.1785577243575545
193.721,1.9083392704528428,2.17833976951731
193.782,1.9083347477148367,2.178122020472535
193.843,1.9083302292459083,2.1779044769642253
193.904,1.9083257150406865,2.1776871387337833
193.965,1.9083212050938083,2.177470005523019
194.026,1.9083166993999197,2.177253077074148
194.087,1.9083121979536746,2.1770363531297896
194.148,1.9083077007497355,2.1768198334329694
194.209,1.9083032077827737,2.1766035177271146
194.27,1.908298719047468,2.176387405756057
194.331,1.908294234538506,2.1761714972640287
194.392,1.9082897542505841,2.175955791995664
194.453,1.908285278178406,2.1757402896959976
194.514,1.9082808063166847,2.1755249901104636
194.575,1.908276338660141,2.1753098929848953
194.636,1.9082718752035037,2.1750949980655245
194.697,1.9082674159415105,2.17488030509898
194.758,1.908262960868907,2.1746658138322865
194.819,1.9082585099804468,2.1744515240128672
194.88,1.9082540632708922,2.1742374353885383
194.941,1.9082496207350133,2.174023547707511
195.002,1.9082451823675886,2.1738098607183907
195.063,1.9082407481634045,2.173596374170176
195.124,1.9082363181172561,2.1733830878122564
195.185,1.908231892223946,2.1731700013944146
195.246,1.9082274704782853,2.1729571146668234
195.307,1.908223052875093,2.172744427380046
195.368,1.9082186394091964,2.1725319392850335
195.429,1.9082142300754306,2.1723196501331277
195.49,1.908209824868639,2.172107559676057
195.551,1.9082054237836727,2.171895667665938
195.612,1.9082010268153915,2.1716839738552722
195.673,1.9081966339586627,2.171472477996948
195.734,1.9081922452083613,2.1712611798442385
195.795,1.908187860559371,2.1710500791508016
195.856,1.908183480006583,2.1708391756706775
195.917,1.9081791035448967,2.17062846915829
195.978,1.9081747311692192,2.1704179593684456
196.039,1.9081703628744657,2.170207646056331
196.1,1.908165998655559,2.1699975289775146
196.161,1.9081616385074305,2.169787607887945
196.222,1.9081572824250188,2.169577882543948
196.283,1.9081529304032705,2.1693683527022305
196.344,1.90814858243714,2.1691590181198763
196.405,1.90814423852159,2.168949878554346
196.466,1.9081398986515907,2.168740933763477
196.527,1.9081355628221197,2.168532183505483
196.588,1.908131231028163,2.1683236275389515
196.649,1.9081269032647143,2.1681152656228457
196.71,1.9081225795267747,2.1679070975165016
196.771,1.9081182598093533,2.167699122979628
196.832,1.9081139441074668,2.1674913417723074
196.893,1.90810963241614,2.1672837536549925
196.954,1.908105324730405,2.167076358388507
197.015,1.9081010210453015,2.1668691557340454
197.076,1.9080967213558773,2.1666621454531714
197.137,1.9080924256571876,2.1664553273078178
197.198,1.9080881339442952,2.1662487010602853
197.259,1.9080838462122707,2.1660422664732417
197.32,1.9080795624561921,2.1658360233097227
197.381,1.9080752826711456,2.165629971333129
197.442,1.908071006852224,2.165424110307227
197.503,1.9080667349945284,2.1652184399961487
197.564,1.9080624670931672,2.165012960164389
197.625,1.9080582031432565,2.1648076705768067
197.686,1.90805394313992,2.164602570998623
197.747,1.9080496870782886,2.164397661195422
197.808,1.9080454349535008,2.164192940933149
197.869,1.9080411867607028,2.163988409978109
197.93,1.9080369424950483,2.1637840680969678
197.99099999999999,1.908032702151698,2.163579915056751
198.052,1.9080284657258204,2.1633759506248427
198.113,1.9080242332125918,2.1631721745689836
198.174,1.9080200046071951,2.162968586657274
198.235,1.9080157799048212,2.16276518665817
198.296,1.908011559100668,2.1625619743404836
198.357,1.9080073421899415,2.1623589494733824
198.418,1.9080031291678543,2.1621561118263886
198.47899999999998,1.9079989200296266,2.1619534611693787
198.54,1.907994714770486,2.1617509972725832
198.601,1.9079905133856674,2.161548719906584
198.662,1.9079863158704131,2.1613466288423164
198.723,1.9079821222199727,2.161144723851067
198.784,1.907977932429603,2.160943004704473
198.845,1.9079737464945676,2.160741471174522
198.906,1.9079695644101384,2.160540123033551
198.967,1.907965386171594,2.1603389600542457
199.028,1.90796121177422,2.1601379820096414
199.089,1.9079570412133093,2.159937188673119
199.15,1.9079528744841625,2.1597365798184085
199.211,1.907948711582087,2.1595361552195844
199.272,1.9079445525023973,2.1593359146510682
199.333,1.9079403972404152,2.1591358578876263
199.394,1.9079362457914697,2.158935984704369
199.455,1.907932098150897,2.1587362948767512
199.516,1.9079279543140402,2.1585367881805704
199.577,1.9079238142762496,2.158337464391967
199.638,1.9079196780328826,2.1581383232874236
199.699,1.907915545579304,2.1579393646437635
199.76,1.9079114169108853,2.157740588238151
199.821,1.9079072920230051,2.15754199384809
199.882,1.9079031709110492,2.1573435812514257
199.943,1.9078990535704103,2.1571453502263394
200.004,1.9078949399964882,2.156947300551353
200.065,1.9078908301846897,2.156749432005324
200.126,1.9078867241304287,2.1565517443674485
200.187,1.9078826218291258,2.1563542374172586
200.248,1.9078785232762088,2.1561569109346213
200.309,1.9078744284671125,2.155959764699739
200.37,1.9078703373972785,2.1557627984931496
200.431,1.9078662500621555,2.1555660120957243
200.492,1.907862166457199,2.155369405288667
200.553,1.9078580865778714,2.1551729778535154
200.614,1.907854010419642,2.154976729572138
200.675,1.907849937977987,2.154780660226736
200.736,1.9078458692483895,2.154584769599841
200.797,1.9078418042263396,2.1543890574743143
200.858,1.9078377429073339,2.154193523633348
200.919,1.9078336852868762,2.153998167860463
200.98,1.9078296313604768,2.153802989939507
201.041,1.907825581123653,2.1536079896546583
201.102,1.9078215345719292,2.15341316679042
201.163,1.9078174917008357,2.153218521131624
201.224,1.9078134525059103,2.1530240524634268
201.285,1.9078094169826976,2.152829760571311
201.346,1.9078053851267485,2.1526356452410833
201.407,1.907801356933621,2.1524417062588763
201.468,1.9077973323988797,2.1522479434111452
201.529,1.9077933115180958,2.152054356484668
201.59,1.9077892942868473,2.1518609452665465
201.651,1.907785280700719,2.151667709544203
201.712,1.9077812707553021,2.1514746491053827
201.773,1.9077772644461948,2.1512817637381505
201.834,1.9077732617690017,2.1510890532308915
201.895,1.9077692627193341,2.1508965173723116
201.956,1.9077652672928098,2.150704155951434
202.017,1.9077612754850537,2.1505119687576024
202.078,1.9077572872916968,2.150319955580476
202.139,1.9077533027083768,2.150128116210034
202.2,1.9077493217307382,2.1499364504365697
202.261,1.9077453443544314,2.149744958050695
202.322,1.9077413705751145,2.1495536388433356
202.383,1.9077374003884513,2.149362492605733
202.444,1.9077334337901122,2.1491715191294434
202.505,1.9077294707757741,2.148980718206336
202.566,1.907725511341121,2.1487900896285943
202.627,1.9077215554818423,2.1485996331887143
202.688,1.9077176031936354,2.148409348679504
202.749,1.9077136544722026,2.1482192358940826
202.81,1.9077097093132536,2.1480292946258817
202.871,1.9077057677125044,2.1478395246686417
202.932,1.9077018296656774,2.147649925816415
202.993,1.9076978951685013,2.147460497863561
203.054,1.9076939642167112,2.1472712406047503
203.115,1.9076900368060488,2.1470821538349596
203.176,1.9076861129322622,2.1468932373494756
203.237,1.9076821925911054,2.1467044909438897
203.298,1.9076782757783397,2.1465159144141017
203.359,1.9076743624897317,2.1463275075563173
203.42,1.9076704527210553,2.146139270167047
203.481,1.9076665464680898,2.145951202043107
203.542,1.9076626437266215,2.1457633029816168
203.603,1.907658744492443,2.145575572780001
203.664,1.907654848761353,2.1453880112359873
203.725,1.907650956529156,2.145200618147605
203.786,1.907647067791664,2.145013393313188
203.847,1.907643182544694,2.144826336531369
203.908,1.90763930078407,2.1446394476010844
203.969,1.907635422505622,2.1444527263215694
204.03,1.9076315477051866,2.14426617249236
204.091,1.9076276763786058,2.144079785913292
204.152,1.9076238085217285,2.1438935663845
204.213,1.9076199441304098,2.143707513706417
204.274,1.9076160832005107,2.1435216276797737
204.335,1.9076122257278982,2.1433359081055983
204.396,1.9076083717084462,2.143150354785216
204.457,1.907604521138034,2.142964967520249
204.518,1.9076006740125473,2.142779746112614
204.579,1.907596830327878,2.142594690364523
204.64,1.9075929900799244,2.1424098000784846
204.701,1.9075891532645903,2.1422250750572993
204.762,1.907585319877786,2.1420405151040627
204.823,1.9075814899154275,2.141856120022163
204.88400000000001,1.9075776633734378,2.1416718896152815
204.945,1.907573840247745,2.1414878236873913
205.006,1.9075700205342834,2.141303922042757
205.067,1.9075662042289938,2.1411201844859344
205.128,1.9075623913278226,2.14093661082177
205.189,1.9075585818267227,2.1407532008554
205.25,1.9075547757216524,2.1405699543922507
205.311,1.9075509730085765,2.1403868712380367
205.372,1.9075471736834655,2.140203951198762
205.433,1.907543377742296,2.1400211940807172
205.494,1.9075395851810508,2.139838599690482
205.555,1.9075357959957182,2.1396561678349215
205.61599999999999,1.9075320101822928,2.1394738983211883
205.677,1.9075282277367747,2.1392917909567206
205.738,1.9075244486551706,2.139109845549242
205.799,1.9075206729334926,2.1389280619067614
205.86,1.9075169005677588,2.138746439837571
205.921,1.9075131315539935,2.1385649791502486
205.982,1.9075093658882263,2.1383836796536535
206.043,1.9075056035664935,2.1382025411569296
206.10399999999998,1.9075018445848362,2.1380215634695023
206.165,1.9074980889393023,2.1378407464010794
206.226,1.9074943366259454,2.1376600897616487
206.287,1.9074905876408241,2.1374795933614807
206.348,1.9074868419800042,2.1372992570111253
206.409,1.907483099639556,2.137119080521413
