λ (nm),n1 fit,n2 fit
190.0,1.7531934127627338,1.8151313762192303
190.061,1.7532941678993195,1.8152081623602487
190.122,1.7533948260706307,1.8152848746034045
190.183,1.7534953874010513,1.8153615130434915
190.244,1.7535958520147663,1.8154380777751518
190.305,1.753696220035761,1.8155145688928753
190.366,1.7537964915878228,1.8155909864910016
190.427,1.7538966667945404,1.8156673306637179
190.488,1.7539967457793044,1.8157436015050616
190.549,1.754096728665309,1.815819799108919
190.61,1.7541966155755502,1.8158959235690268
190.671,1.7542964066328275,1.8159719749789711
190.732,1.7543961019597447,1.8160479534321892
190.793,1.754495701678709,1.816123859021968
190.854,1.754595205911932,1.816199691841446
190.915,1.7546946147814306,1.816275451983613
190.976,1.7547939284090266,1.8163511395413103
191.037,1.754893146916347,1.8164267546072308
191.098,1.754992270424825,1.816502297273919
191.159,1.7550912990557004,1.816577767633773
191.22,1.755190232930019,1.8166531657790426
191.281,1.7552890721686343,1.8167284918018305
191.342,1.7553878168922066,1.8168037457940933
191.403,1.7554864672212043,1.8168789278476403
191.464,1.7555850232759036,1.8169540380541351
191.525,1.7556834851763898,1.8170290765050954
191.586,1.7557818530425566,1.8171040432918926
191.647,1.7558801269941067,1.8171789385057535
191.708,1.755978307150553,1.8172537622377594
191.769,1.756076393631218,1.8173285145788465
191.83,1.7561743865552346,1.8174031956198071
191.891,1.756272286041546,1.8174778054512886
191.952,1.7563700922089074,1.8175523441637946
192.013,1.7564678051758842,1.817626811847685
192.074,1.7565654250608542,1.8177012085931763
192.135,1.7566629519820074,1.817775534490342
192.196,1.756760386057346,1.8178497896291117
192.257,1.7568577274046853,1.8179239740992736
192.318,1.7569549761416534,1.8179980879904731
192.379,1.7570521323856922,1.8180721313922132
192.44,1.7571491962540577,1.8181461043938554
192.501,1.7572461678638196,1.818220007084619
192.562,1.7573430473318625,1.8182938395535833
192.623,1.7574398347748863,1.8183676018896853
192.684,1.7575365303094057,1.8184412941817216
192.745,1.757633134051751,1.818514916518349
192.806,1.757729646118069,1.818588468988083
192.867,1.7578260666243222,1.8186619516792997
192.928,1.7579223956862906,1.8187353646802358
192.989,1.7580186334195709,1.818808708078988
193.05,1.7581147799395769,1.8188819819635142
193.111,1.75821083536154,1.8189551864216333
193.172,1.7583067998005109,1.8190283215410252
193.233,1.7584026733713571,1.8191013874092323
193.294,1.7584984561887664,1.819174384113658
193.355,1.7585941483672445,1.8192473117415684
193.416,1.7586897500211172,1.8193201703800916
193.477,1.7587852612645298,1.8193929601162189
193.538,1.7588806822114482,1.819465681036804
193.599,1.7589760129756582,1.8195383332285637
193.66,1.7590712536707669,1.8196109167780794
193.721,1.7591664044102024,1.8196834317717947
193.782,1.7592614653072143,1.8197558782960181
193.843,1.7593564364748737,1.819828256436922
193.904,1.7594513180260747,1.8199005662805432
193.965,1.7595461100735328,1.8199728079127835
194.026,1.7596408127297876,1.8200449814194097
194.087,1.7597354261072005,1.8201170868860534
194.148,1.7598299503179575,1.8201891243982122
194.209,1.7599243854740683,1.8202610940412491
194.27,1.7600187316873661,1.8203329959003933
194.331,1.7601129890695093,1.8204048300607403
194.392,1.7602071577319807,1.8204765966072518
194.453,1.7603012377860887,1.8205482956247565
194.514,1.7603952293429668,1.8206199271979502
194.575,1.7604891325135745,1.8206914914113959
194.636,1.7605829474086974,1.8207629883495238
194.697,1.7606766741389477,1.820834418096632
194.758,1.7607703128147643,1.8209057807368874
194.819,1.7608638635464129,1.8209770763543236
194.88,1.7609573264439873,1.8210483050328439
194.941,1.7610507016174086,1.82111946685622
195.002,1.7611439891764264,1.8211905619080928
195.063,1.7612371892306184,1.821261590271972
195.124,1.761330301889391,1.8213325520312371
195.185,1.76142332726198,1.8214034472691372
195.246,1.76151626545745,1.8214742760687914
195.307,1.761609116584696,1.821545038513189
195.368,1.7617018807524427,1.8216157346851902
