λ (nm),TM,Tm,TM Corrected,Tm Corrected,n1,Δn1,d1 (nm),Δd1 (nm),m,Δm,d2 (nm),Δd2 (nm),n2,Δn2,κ,α1 (cm^-1),α2 (cm^-1),discarded
289.0,0.6722330621424843,0.6553420222429225,0.6792939572961947,0.657213978705396,2.049794872391292,0.011549709124861656,1072.342477471798,10.858318695441215,9.0,0.09113214323969651,634.453728768887,6.42434756545842,2.1252519347952434,0.021519862638022476,0.006023441595139751,2619.128008943699,2619.128008943699,yes
297.0,0.6891092724178374,0.660615655259958,0.6937156429804375,0.6634086987413951,2.0750138900331057,0.010365613399654918,760.7079181411432,5.130672654577657,8.5,0.057329122681510546,608.3091809953434,4.102803725361323,2.0627445249483247,0.013912392227220788,0.006373751426387877,2696.7987416764468,2696.798741676447,no
314.0,0.714554886390854,0.6772103666194337,0.7165493734442331,0.6790321189367841,2.0807043179229594,0.010820622256726121,686.2576382945473,3.7207271812378475,8.0,0.043374114602025095,603.6417520648914,3.2728033165787274,2.0525308958883706,0.011128338787807428,0.005845395329343604,2339.344079489676,2339.344079489676,no
329.0,0.7272349183267656,0.6856953476705862,0.7288382001762812,0.6869977801077526,2.0823384686252595,0.009391777411255743,615.4571051218059,2.7239360056601276,8.5,0.03833675898442049,671.4806555550557,3.028516712319393,2.2849930932929254,0.01030579170572192,0.00330701815152813,1263.1372559427198,1263.1372559427198,no
352.0,0.7491022094953106,0.7031390818939341,0.750261618834713,0.7041276727200854,2.076045851267196,0.010064684742740054,576.5483745331353,2.0877460397543692,7.0,0.03393604874197589,593.4358334369159,2.876981052678609,2.013310560298147,0.00976054361528753,0.005254006608819165,1875.6759732021033,1875.6759732021035,no
373.0,0.7568756902115765,0.7113857884945621,0.7573091352790716,0.7121344123704083,2.0578006992347553,0.008700488810024085,590.0880759282774,1.9336531200443912,7.5,0.03171039163289567,679.7305494745726,2.8739362571576086,2.2858101836177216,0.00966452481613055,0.002205056836318486,742.8836844746495,742.8836844746495,no
404.0,0.7692509394847435,0.7251827358965068,0.7699084361601859,0.7257278163166192,2.0323735557579403,0.009476407409796148,589.6184126129674,1.6159224514486576,6.0,0.027976374863612343,596.3470625595719,2.7806048284967773,1.9806269473062939,0.009235126990468842,0.004992652943707415,1552.958595037096,1552.9585950370965,no
433.0,0.7822543405071883,0.7356907777688374,0.782309626460089,0.7360376714849047,2.0219198344418023,0.008155102597172533,549.102524439693,1.2266372712254585,5.5,0.022183403872108338,588.920480286368,2.375320156863367,1.94590060850245,0.007848490744252949,0.00500327635105281,1452.032907930444,1452.032907930444,no
483.0,0.7980126042091349,0.7468185014298454,0.7983071233981632,0.7470795601446409,2.0202061995627787,0.008944696162376435,589.7764510331438,1.1440065428235278,5.0,0.022138077202991168,597.7112634647552,2.646435619136029,1.973273134383127,0.008736894598312405,0.004205090747957091,1094.052356228605,1094.052356228605,no
526.0,0.8077543955126169,0.7640218090514792,0.8078110527478709,0.7642376852810303,1.9772256125216077,0.007650405870627075,721.359495017678,1.378279124031386,4.5,0.01741168342135544,598.5659868580457,2.3160092155474428,1.9340527987929033,0.007483358900615219,0.003920547527502331,936.6359931901862,936.6359931901861,no
587.0,0.8065583254377832,0.7658121797237429,0.8067054307195589,0.7659060053304482,1.9575526552634133,0.008512421832620874,675.0731495027234,0.9506650676600448,4.0,0.017394008400709756,599.728439918784,2.6079203805229714,1.9185280826217732,0.008342723396530177,0.004630111718831559,991.2044266563021,991.2044266563021,no
659.0,0.8317102699380647,0.7695118351711054,0.8320014594730004,0.7695767619510148,2.0203940823621407,0.007213968071349093,765.1635571734415,0.9474487869346477,3.5,0.01249701158310765,570.8044831786874,2.0381000679925236,1.8846188341427257,0.006729172400006994,0.004503211899195727,858.7106173032737,858.7106173032738,yes
778.0,0.8567517715332628,0.7886945575522774,0.8568036056973772,0.7886542141632786,2.018273757782767,0.008030765653003777,778.0313099173317,0.9213048264044965,3.0,0.01193708081775716,578.2169021917233,2.3007406305519296,1.9070888180746246,0.0075883577826659256,0.002142293911695008,346.0264686278241,346.02646862782404,yes
