λ (nm),n2 fit
693.0,2.0375349056666363
694.0,2.037440383615342
695.0,2.0373403899319418
696.0,2.0372466862311724
697.0,2.0371533759072995
698.0,2.0370546622532855
699.0,2.0369621563420557
700.0,2.036864292461006
701.0,2.03677258174265
702.0,2.0366812532929326
703.0,2.0365846332952913
704.0,2.036494086590798
705.0,2.036398292454392
706.0,2.0363085185984993
707.0,2.0362191162923318
708.0,2.0361245311602785
709.0,2.0360358887247485
710.0,2.0359421063773806
711.0,2.035854215225515
712.0,2.035766685277541
713.0,2.035674078269479
714.0,2.0355872870773446
715.0,2.0354954605778346
716.0,2.035409399851371
717.0,2.0353236903405754
718.0,2.0352330066789763
719.0,2.0351480155375583
720.0,2.035058090875711
721.0,2.034973810098083
722.0,2.034889870890774
723.0,2.0348010576811606
724.0,2.0347178171551645
725.0,2.0346349125936385
726.0,2.0345471925950007
727.0,2.0344649752714856
728.0,2.0343779814252816
729.0,2.034296443764897
730.0,2.0342152329425693
731.0,2.034129302610278
732.0,2.0340487603950232
733.0,2.0339635365560698
734.0,2.033883655628478
735.0,2.0338040927203336
736.0,2.0337199036998173
737.0,2.033640991394904
738.0,2.0335574898694375
739.0,2.0334792210935464
740.0,2.033401261813921
741.0,2.0333187673727418
742.0,2.0332414412944426
743.0,2.0331596159843563
744.0,2.033082916268585
745.0,2.0330065178095293
746.0,2.032925672772515
747.0,2.032849890690829
748.0,2.0327696970300364
749.0,2.032694524712992
750.0,2.0326196456854952
751.0,2.032540406372882
752.0,2.0324661274538642
753.0,2.0323875223476042
754.0,2.0323138371414995
755.0,2.0322404375194196
756.0,2.032162761687842
757.0,2.0320899464385853
758.0,2.0320174122894694
759.0,2.031940651142178
760.0,2.031868692208744
761.0,2.0317925389949214
762.0,2.0317211492110534
763.0,2.031650033218739
764.0,2.031574770907325
765.0,2.031504215204071
766.0,2.0314295450710556
767.0,2.0313595437866168
768.0,2.031289809221135
769.0,2.031216006976567
770.0,2.0311468182545744
771.0,2.0310735929404244
772.0,2.031004944380005
773.0,2.0309365556928545
774.0,2.030864175991541
775.0,2.0307963191648732
776.0,2.030724501633629
777.0,2.030657171166653
778.0,2.030590093945484
779.0,2.030519100461573
780.0,2.030452541562784
781.0,2.03038209595763
782.0,2.0303160500546715
783.0,2.0302502509799902
784.0,2.0301806085397804
785.0,2.030115314677402
786.0,2.030050263905348
787.0,2.0299814124669346
788.0,2.029916859270718
789.0,2.0298485338090857
790.0,2.0297844731269814
791.0,2.0297206494367432
792.0,2.0296530951327685
793.0,2.029589756558896
794.0,2.029522715077629
795.0,2.0294598567161364
796.0,2.0293972294380977
797.0,2.029330939888762
798.0,2.029268785655175
799.0,2.029202996183126
800.0,2.0291413102418807
