1.772 1.87756e+011 433309 1.16989e+007 2.5039e+010 63552.2 1.79342e+011 2.04393e+011 -1.66365e+010
1.773 1.86783e+011 432184 1.17954e+007 2.52875e+010 65088.6 1.80328e+011 2.05628e+011 -1.88446e+010
1.774 1.87478e+011 432987 1.18928e+007 2.55381e+010 66660.9 1.81317e+011 2.06867e+011 -1.93891e+010
1.775 1.86744e+011 432139 1.19909e+007 2.57909e+010 68270 1.82306e+011 2.08109e+011 -2.13657e+010
1.777 1.94553e+011 441081 1.21893e+007 2.63031e+010 71601.5 1.84292e+011 2.10607e+011 -1.60541e+010
1.778 1.98312e+011 445322 1.22897e+007 2.65625e+010 73325.7 1.85287e+011 2.11862e+011 -1.35496e+010
1.779 1.96618e+011 443416 1.23908e+007 2.6824e+010 75090 1.86284e+011 2.1312e+011 -1.65021e+010
1.78 2.03434e+011 451037 1.24927e+007 2.70879e+010 76895.4 1.87282e+011 2.14383e+011 -1.09483e+010
1.781 2.00321e+011 447572 1.25954e+007 2.7354e+010 78742.6 1.88282e+011 2.15649e+011 -1.53278e+010
1.783 1.99572e+011 446735 1.28032e+007 2.78929e+010 82566.7 1.90287e+011 2.18193e+011 -1.8621e+010
1.784 2.04236e+011 451925 1.29083e+007 2.81659e+010 84545.4 1.91292e+011 2.19471e+011 -1.52346e+010
1.785 2.11942e+011 460371 1.30142e+007 2.84411e+010 86570 1.92299e+011 2.20753e+011 -8.81097e+009
1.786 2.12231e+011 460686 1.31209e+007 2.87187e+010 88641.4 1.93306e+011 2.22038e+011 -9.80693e+009
1.788 2.14565e+011 463212 1.33368e+007 2.92808e+010 92928.8 1.95326e+011 2.24621e+011 -1.00553e+010
1.789 2.23019e+011 472249 1.3446e+007 2.95655e+010 95147 1.96338e+011 2.25917e+011 -2.89839e+009
1.79 2.27322e+011 476783 1.3556e+007 2.98525e+010 97416.3 1.97352e+011 2.27218e+011 1.04168e+008
1.791 2.38205e+011 488062 1.36669e+007 3.0142e+010 99737.9 1.98367e+011 2.28522e+011 9.68224e+009
1.793 2.36017e+011 485816 1.38912e+007 3.07281e+010 104542 2.004e+011 2.31142e+011 4.87504e+009
1.794 2.26246e+011 475653 1.40046e+007 3.10249e+010 107028 2.01418e+011 2.32457e+011 -6.21114e+009
1.795 2.3621e+011 486014 1.41189e+007 3.13241e+010 109570 2.02438e+011 2.33776e+011 2.43344e+009
1.796 2.27178e+011 476632 1.4234e+007 3.16259e+010 112171 2.03459e+011 2.35099e+011 -7.92122e+009
1.798 2.43519e+011 493476 1.4467e+007 3.22368e+010 117553 2.05504e+011 2.37755e+011 5.76389e+009
1.799 2.47906e+011 497902 1.45848e+007 3.25461e+010 120336 2.06528e+011 2.39088e+011 8.81778e+009
1.8 2.52053e+011 502049 1.47035e+007 3.2858e+010 123183 2.07553e+011 2.40425e+011 1.16277e+010
1.801 2.40783e+011 490697 1.48231e+007 3.31724e+010 126095 2.08579e+011 2.41766e+011 -9.82694e+008
1.803 2.43783e+011 493743 1.50651e+007 3.3809e+010 132120 2.10633e+011 2.44458e+011 -6.74971e+008
1.804 2.50824e+011 500823 1.51874e+007 3.41312e+010 135236 2.11662e+011 2.45809e+011 5.01549e+009
1.805 2.54814e+011 504791 1.53107e+007 3.44561e+010 138422 2.12691e+011 2.47163e+011 7.65147e+009
1.807 2.61411e+011 511284 1.55601e+007 3.51138e+010 145015 2.14753e+011 2.49882e+011 1.1529e+010
1.808 2.65716e+011 515477 1.56862e+007 3.54467e+010 148423 2.15784e+011 2.51247e+011 1.44694e+010
1.809 2.74544e+011 523969 1.58133e+007 3.57823e+010 151909 2.16817e+011 2.52615e+011 2.19285e+010
1.81 2.58927e+011 508848 1.59413e+007 3.61206e+010 155474 2.1785e+011 2.53987e+011 4.94015e+009
1.812 2.59556e+011 509466 1.62002e+007 3.68054e+010 162848 2.19918e+011 2.56739e+011 2.81661e+009
1.813 2.53877e+011 503863 1.63312e+007 3.7152e+010 166660 2.20952e+011 2.58121e+011 -4.24338e+009
1.814 2.72184e+011 521713 1.64631e+007 3.75014e+010 170559 2.21988e+011 2.59506e+011 1.26785e+010
1.816 2.67291e+011 517002 1.673e+007 3.82085e+010 178621 2.24059e+011 2.62285e+011 5.00611e+009
1.817 2.73406e+011 522882 1.68649e+007 3.85664e+010 182789 2.25096e+011 2.63679e+011 9.72643e+009
1.818 2.68009e+011 517695 1.70009e+007 3.89271e+010 187051 2.26132e+011 2.65077e+011 2.9319e+009
1.819 2.72405e+011 521925 1.71379e+007 3.92907e+010 191409 2.27169e+011 2.66477e+011 5.92791e+009
1.821 2.83803e+011 532732 1.74149e+007 4.00266e+010 200419 2.29244e+011 2.69288e+011 1.45151e+010
1.822 2.84544e+011 533427 1.7555e+007 4.03989e+010 205077 2.30282e+011 2.70698e+011 1.38455e+010
1.823 2.82307e+011 531325 1.76962e+007 4.07742e+010 209838 2.3132e+011 2.72112e+011 1.01951e+010
1.825 2.83958e+011 532877 1.79816e+007 4.15337e+010 219684 2.33395e+011 2.74947e+011 9.01093e+009
1.826 2.85584e+011 534400 1.81259e+007 4.1918e+010 224772 2.34433e+011 2.7637e+011 9.21409e+009
1.827 2.96373e+011 544402 1.82714e+007 4.23052e+010 229974 2.35471e+011 2.77795e+011 1.85787e+010
1.829 2.93237e+011 541514 1.85655e+007 4.30889e+010 240728 2.37547e+011 2.80654e+011 1.25828e+010
1.83 2.9175e+011 540139 1.87142e+007 4.34854e+010 246285 2.38584e+011 2.82088e+011 9.6616e+009
1.831 3.11447e+011 558075 1.8864e+007 4.38849e+010 251966 2.39621e+011 2.83525e+011 2.7922e+010
1.832 3.00754e+011 548410 1.90149e+007 4.42876e+010 257773 2.40658e+011 2.84965e+011 1.57887e+010
1.834 3.03799e+011 551180 1.93202e+007 4.51023e+010 269776 2.42732e+011 2.87854e+011 1.59457e+010
1.835 3.08821e+011 555717 1.94745e+007 4.55144e+010 275978 2.43768e+011 2.89302e+011 1.95192e+010
1.836 3.01782e+011 549347 1.963e+007 4.59297e+010 282318 2.44803e+011 2.90753e+011 1.10289e+010
1.838 3.05916e+011 553097 1.99444e+007 4.67699e+010 295420 2.46873e+011 2.93663e+011 1.22529e+010
1.839 3.19968e+011 565657 2.01034e+007 4.71949e+010 302189 2.47907e+011 2.95123e+011 2.48448e+010
1.84 3.33731e+011 577695 2.02635e+007 4.76231e+010 309107 2.48941e+011 2.96585e+011 3.71467e+010
1.842 3.49055e+011 590809 2.05874e+007 4.84895e+010 323405 2.51006e+011 2.99517e+011 4.95382e+010
1.843 3.31807e+011 576027 2.07512e+007 4.89276e+010 330790 2.52038e+011 3.00987e+011 3.08207e+010
1.844 3.29367e+011 573905 2.09161e+007 4.93691e+010 338338 2.53069e+011 3.02459e+011 2.69076e+010
1.846 3.2991e+011 574378 2.12497e+007 5.02621e+010 353934 2.55128e+011 3.05411e+011 2.4499e+010
1.847 3.37257e+011 580738 2.14183e+007 5.07137e+010 361990 2.56156e+011 3.06892e+011 3.03651e+010
1.848 3.49655e+011 591316 2.15882e+007 5.11687e+010 370222 2.57183e+011 3.08374e+011 4.12805e+010
1.85 3.63757e+011 603123 2.19318e+007 5.20891e+010 387230 2.59235e+011 3.11346e+011 5.24108e+010
1.851 3.56514e+011 597088 2.21055e+007 5.25545e+010 396014 2.60259e+011 3.12836e+011 4.36781e+010
1.852 3.6651e+011 605401 2.22804e+007 5.30233e+010 404989 2.61282e+011 3.14328e+011 5.21815e+010
1.854 3.67657e+011 606347 2.26342e+007 5.39716e+010 423531 2.63325e+011 3.1732e+011 5.03375e+010
