1.78622 744.167 27.2794 1 1.98365 5.96274e-036 1.98365 0 742.183 742.183 27.2067
1.78773 3216.58 56.7149 1 2.0194 8.54922e-036 2.0194 0 3214.56 3214.56 56.6793
1.78925 3290.43 57.3623 1 2.05582 1.22571e-035 2.05582 0 3288.38 3288.38 57.3265
1.79078 2769.53 52.6264 1 2.09293 1.75725e-035 2.09293 0 2767.44 2767.44 52.5866
1.79231 1912.57 43.733 1 2.13075 2.51916e-035 2.13075 0 1910.44 1910.44 43.6842
1.79384 2720.24 52.1559 1 2.16927 3.61125e-035 2.16927 0 2718.07 2718.07 52.1143
1.79537 1704.94 41.2909 1 2.20853 5.17631e-035 2.20853 0 1702.73 1702.73 41.2374
1.7969 2092.24 45.741 1 2.24853 7.41954e-035 2.24853 0 2089.99 2089.99 45.6918
1.79844 2415.81 49.1509 1 2.28928 1.06343e-034 2.28928 0 2413.53 2413.53 49.1044
1.79998 1665.47 40.8102 1 2.33081 1.52411e-034 2.33081 0 1663.14 1663.14 40.753
1.80153 1954.13 44.2056 1 2.37313 2.18422e-034 2.37313 0 1951.76 1951.76 44.1519
1.80308 2978.29 54.5737 1 2.41625 3.13003e-034 2.41625 0 2975.88 2975.88 54.5295
1.80463 1534.56 39.1735 1 2.4602 4.48512e-034 2.4602 0 1532.1 1532.1 39.1107
1.80618 1895.65 43.5391 1 2.50497 6.42618e-034 2.50497 0 1893.15 1893.15 43.4816
1.80774 2557.79 50.5746 1 2.5506 9.20698e-034 2.5506 0 2555.24 2555.24 50.5241
1.80929 2256.97 47.5076 1 2.59709 1.31902e-033 2.59709 0 2254.37 2254.37 47.4529
1.81086 2552.04 50.5177 1 2.64448 1.88952e-033 2.64448 0 2549.39 2549.39 50.4654
1.81242 2712.93 52.0858 1 2.69276 2.70646e-033 2.69276 0 2710.24 2710.24 52.0341
1.81399 2781.42 52.7392 1 2.74197 3.87645e-033 2.74197 0 2778.68 2778.68 52.6872
1.81556 2932.33 54.151 1 2.79212 5.55176e-033 2.79212 0 2929.54 2929.54 54.0994
1.81714 2553.07 50.5279 1 2.84322 7.95012e-033 2.84322 0 2550.22 2550.22 50.4716
1.81871 1764.99 42.0118 1 2.8953 1.1384e-032 2.8953 0 1762.1 1762.1 41.9429
1.82029 2044.78 45.2192 1 2.94838 1.6299e-032 2.94838 0 2041.83 2041.83 45.154
1.82188 2099.33 45.8184 1 3.00247 2.33347e-032 3.00247 0 2096.32 2096.32 45.7529
1.82347 2471.46 49.7138 1 3.0576 3.34031e-032 3.0576 0 2468.41 2468.41 49.6523
1.82506 1917.47 43.7889 1 3.11379 4.78128e-032 3.11379 0 1914.35 1914.35 43.7178
1.82665 1675.61 40.9342 1 3.17105 6.84293e-032 3.17105 0 1672.44 1672.44 40.8567
1.82824 2335.4 48.326 1 3.22941 9.79254e-032 3.22941 0 2332.17 2332.17 48.2592
1.82984 2601.75 51.0074 1 3.2889 1.40126e-031 3.2889 0 2598.46 2598.46 50.9429
1.83145 2072.83 45.5284 1 3.34952 2.00483e-031 3.34952 0 2069.48 2069.48 45.4548
1.83305 1877.54 43.3305 1 3.41131 2.86807e-031 3.41131 0 1874.12 1874.12 43.2518
1.83466 2272.18 47.6674 1 3.47429 4.10252e-031 3.47429 0 2268.7 2268.7 47.5945
1.83627 2081.92 45.628 1 3.53849 5.86783e-031 3.53849 0 2078.38 2078.38 45.5505
1.83789 2233.83 47.2634 1 3.60392 8.39144e-031 3.60392 0 2230.22 2230.22 47.1871
1.8395 2366.43 48.646 1 3.67061 1.19989e-030 3.67061 0 2362.76 2362.76 48.5705
1.84113 2661.55 51.5902 1 3.73859 1.71551e-030 3.73859 0 2657.81 2657.81 51.5177
1.84275 2214.51 47.0585 1 3.80788 2.45239e-030 3.80788 0 2210.7 2210.7 46.9776
1.84438 2780.59 52.7313 1 3.8785 3.50519e-030 3.8785 0 2776.71 2776.71 52.6577
1.84601 2412.73 49.1195 1 3.95049 5.00947e-030 3.95049 0 2408.78 2408.78 49.0391
1.84764 2679.89 51.7677 1 4.02388 7.15835e-030 4.02388 0 2675.87 2675.87 51.69
1.84928 1895.53 43.5376 1 4.09868 1.02276e-029 4.09868 0 1891.43 1891.43 43.4435
1.85092 1848.79 42.9975 1 4.17493 1.46102e-029 4.17493 0 1844.61 1844.61 42.9004
1.85256 2014 44.8776 1 4.25266 2.08684e-029 4.25266 0 2009.75 2009.75 44.7829
1.85421 2309.67 48.0591 1 4.3319 2.98019e-029 4.3319 0 2305.34 2305.34 47.9689
1.85586 2352.4 48.5016 1 4.41268 4.25548e-029 4.41268 0 2347.99 2347.99 48.4106
1.85751 2264.11 47.5827 1 4.49501 6.07533e-029 4.49501 0 2259.61 2259.61 47.4882
1.85917 2079.85 45.6054 1 4.57896 8.67238e-029 4.57896 0 2075.27 2075.27 45.505
1.86083 1820.12 42.6628 1 4.66453 1.23772e-028 4.66453 0 1815.45 1815.45 42.5535
1.86249 1986.65 44.5719 1 4.75176 1.76617e-028 4.75176 0 1981.9 1981.9 44.4653
1.86416 1999.07 44.7109 1 4.8407 2.51983e-028 4.8407 0 1994.23 1994.23 44.6027
1.86583 2339.23 48.3656 1 4.93136 3.59448e-028 4.93136 0 2334.3 2334.3 48.2637
1.8675 2927.66 54.1079 1 5.02379 5.12656e-028 5.02379 0 2922.64 2922.64 54.015
1.86918 1966.75 44.3481 1 5.11802 7.31036e-028 5.11802 0 1961.63 1961.63 44.2327
1.87086 1692.2 41.1363 1 5.21408 1.04222e-027 5.21408 0 1686.98 1686.98 41.0096
1.87254 1639.32 40.4885 1 5.31203 1.48564e-027 5.31203 0 1634.01 1634.01 40.3573
1.87423 1928.18 43.911 1 5.41189 2.11732e-027 5.41189 0 1922.77 1922.77 43.7878
1.87592 2251.19 47.4467 1 5.51369 3.01692e-027 5.51369 0 2245.68 2245.68 47.3305
1.87761 1673.09 40.9034 1 5.61749 4.29805e-027 5.61749 0 1667.47 1667.47 40.7661
