1.78622 6743.61 82.1195 1 7931.41 4.69171e-014 0.0490661 2.11143 1.2481e-040 7933.57 0 -1189.97 1189.97 -14.4907
1.78773 8003.28 89.461 1 8006.29 4.99514e-014 0.0518646 2.1567 1.86974e-040 8008.49 0 -5.21491 5.21491 -0.0582925
1.78925 8185.87 90.4758 1 8080.96 5.31857e-014 0.054821 2.20297 2.80086e-040 8083.22 0 102.649 102.649 1.13455
1.79078 8371.62 91.4966 1 8155.41 5.66335e-014 0.0579441 2.25027 4.19546e-040 8157.72 0 213.905 213.905 2.33785
1.79231 8780.88 93.7063 1 8229.61 6.03089e-014 0.0612433 2.29862 6.28415e-040 8231.97 0 548.908 548.908 5.85775
1.79384 8093.95 89.9664 1 8303.54 6.42275e-014 0.0647283 2.34804 9.41217e-040 8305.95 0 -212 212 -2.35644
1.79537 8551.08 92.472 1 8377.16 6.8405e-014 0.068409 2.39856 1.40958e-039 8379.63 0 171.448 171.448 1.85406
1.7969 7717.64 87.8501 1 8450.47 7.28599e-014 0.072297 2.45022 2.11098e-039 8452.99 0 -735.347 735.347 -8.37047
1.79844 8989.66 94.8138 1 8523.42 7.76103e-014 0.0764035 2.50302 3.16119e-039 8526 0 463.653 463.653 4.89014
1.79998 7839.21 88.5393 1 8596 8.26763e-014 0.0807405 2.557 4.73358e-039 8598.64 0 -759.424 759.424 -8.57725
1.80153 8883.29 94.2512 1 8668.18 8.80793e-014 0.0853208 2.61218 7.0876e-039 8670.87 0 212.414 212.414 2.2537
1.80308 9442.49 97.1725 1 8739.92 9.3842e-014 0.0901578 2.6686 1.06116e-038 8742.68 0 699.806 699.806 7.20169
1.80463 9488.18 97.4073 1 8811.21 9.99888e-014 0.0952656 2.72627 1.58865e-038 8814.03 0 674.155 674.155 6.92099
1.80618 9042.14 95.0902 1 8882 1.06545e-013 0.100659 2.78523 2.37808e-038 8884.89 0 157.251 157.251 1.6537
1.80774 8992.57 94.8291 1 8952.29 1.1354e-013 0.106354 2.84552 3.55966e-038 8955.25 0 37.3197 37.3197 0.393547
1.80929 9118.65 95.4916 1 9022.05 1.21003e-013 0.112367 2.90715 5.3279e-038 9025.07 0 93.5871 93.5871 0.980055
1.81086 9712.02 98.5496 1 9091.23 1.28965e-013 0.118716 2.97017 7.97384e-038 9094.32 0 617.7 617.7 6.26791
1.81242 9776.15 98.8744 1 9159.81 1.37461e-013 0.125418 3.03459 1.19323e-037 9162.97 0 613.178 613.178 6.20159
1.81399 8572.83 92.5896 1 9227.77 1.46527e-013 0.132494 3.10046 1.7855e-037 9231 0 -658.171 658.171 -7.10848
1.81556 8640.81 92.956 1 9295.08 1.56202e-013 0.139964 3.16781 2.6715e-037 9298.39 0 -657.577 657.577 -7.07408
1.81714 9545.53 97.7012 1 9361.7 1.66527e-013 0.147848 3.23666 3.99662e-037 9365.08 0 180.451 180.451 1.84696
1.81871 9742.32 98.7032 1 9427.61 1.77549e-013 0.156171 3.30707 5.9787e-037 9431.08 0 311.242 311.242 3.15331
1.82029 9021.74 94.9829 1 9492.78 1.89312e-013 0.164956 3.37905 8.94249e-037 9496.33 0 -474.585 474.585 -4.99653
1.82188 9586.25 97.9094 1 9557.19 2.0187e-013 0.174228 3.45266 1.33747e-036 9560.82 0 25.4314 25.4314 0.259744
1.82347 9844.18 99.2179 1 9620.79 2.15275e-013 0.184012 3.52791 2.00007e-036 9624.5 0 219.679 219.679 2.21411
1.82506 9182.17 95.8237 1 9683.57 2.29588e-013 0.194339 3.60487 2.99073e-036 9687.37 0 -505.198 505.198 -5.27217
1.82665 9380.7 96.854 1 9745.49 2.44869e-013 0.205235 3.68356 4.47139e-036 9749.38 0 -368.677 368.677 -3.80653
