1.78773 1843.03 42.9305 1 1.56359e-021 8.5833e-010 4.82424e-071 105.017 1.51602e-012 2.06641e-033 2.49952e-161 297.938 4.02913e-075 0.0896533 2.59522e-049 567.993 2.20905e-016 0.165086 0 0 0 0 971.204 0 871.827 871.827 20.3079
1.78925 918.661 30.3094 1 2.02096e-021 9.50026e-010 7.50101e-071 108.728 1.86259e-012 2.49536e-033 1.09398e-160 341.056 6.76749e-075 0.119254 3.24222e-049 751.782 4.65884e-016 1.48104 0 0 0 0 1203.17 0 -284.505 284.505 -9.3867
1.79078 1207.3 34.7463 1 2.61189e-021 1.05154e-009 1.16662e-070 112.562 2.28795e-012 3.0138e-033 4.78773e-160 388.644 1.13697e-074 0.158055 4.0514e-049 889.91 9.77547e-016 9.53086 0 0 0 0 1400.8 0 -193.5 193.5 -5.56895
1.79231 1499.1 38.7182 1 3.37534e-021 1.16393e-009 1.81491e-070 116.522 2.8099e-012 3.64049e-033 2.09515e-159 440.854 1.91061e-074 0.20872 5.06363e-049 941.513 2.04066e-015 43.9113 0 0 0 0 1543.01 0 -43.9113 43.9113 -1.13413
1.79384 1563.47 39.5407 1 4.36156e-021 1.28836e-009 2.82422e-070 120.612 3.45026e-012 4.39813e-033 9.16776e-159 497.785 3.21143e-074 0.274616 6.33012e-049 889.718 4.23802e-015 144.563 0 0 0 0 1652.95 0 -89.4861 89.4861 -2.26314
1.79537 646.48 25.426 1 5.63531e-021 1.4261e-009 4.39582e-070 124.835 4.2356e-012 5.31414e-033 4.01054e-158 559.469 5.39887e-074 0.359978 7.91492e-049 750.502 8.75521e-015 339.396 0 0 0 0 1774.56 0 -1128.08 1128.08 -44.3673
1.7969 494.806 22.2442 1 7.28058e-021 1.57862e-009 6.8441e-070 129.197 5.19877e-012 6.422e-033 1.75453e-157 625.888 9.07889e-074 0.470141 9.89885e-049 564.711 1.79942e-014 567.216 0 0 0 0 1887.48 0 -1392.68 1392.68 -62.6084
1.79844 1883.44 43.3987 1 9.40534e-021 1.74749e-009 1.06588e-069 133.701 6.37967e-012 7.76195e-033 7.67488e-157 696.924 1.52708e-073 0.611729 1.23827e-048 378.786 3.67885e-014 673.421 0 0 0 0 1883.44 0 -2.27374e-013 2.27374e-013 -5.23919e-015
1.79998 1251.49 35.3764 1 1.21491e-020 1.93447e-009 1.66042e-069 138.351 7.82719e-012 9.38286e-033 3.35681e-156 772.379 2.56917e-073 0.792974 1.54933e-048 226.344 7.48155e-014 566.842 0 0 0 0 1704.71 0 -453.22 453.22 -12.8114
1.80153 1465.56 38.2827 1 1.56917e-020 2.14149e-009 2.58727e-069 143.152 9.60115e-012 1.13439e-032 1.468e-155 851.963 4.32335e-073 1.02404 1.93893e-048 120.41 1.51341e-013 337.608 0 0 0 0 1454.16 0 11.4072 11.4072 0.297973
1.80308 1661.68 40.7638 1 2.02654e-020 2.37071e-009 4.03254e-069 148.107 1.17747e-011 1.37169e-032 6.41892e-155 935.284 7.27693e-073 1.31743 2.42704e-048 56.9882 3.04501e-013 141.995 0 0 0 0 1283.69 0 377.994 377.994 9.2728
1.80463 540.495 23.2485 1 2.61695e-020 2.62451e-009 6.28683e-069 153.221 1.44372e-011 1.65886e-032 2.80629e-154 1021.85 1.2251e-072 1.6884 3.03868e-048 23.9796 6.09364e-013 42.0888 0 0 0 0 1242.83 0 -702.331 702.331 -30.2097
1.80618 1243 35.2562 1 3.37896e-020 2.9055e-009 9.80343e-069 158.499 1.76975e-011 2.00641e-032 1.2265e-153 1111.05 2.06287e-072 2.15546 3.80519e-048 8.9658 1.21275e-012 8.77601 0 0 0 0 1289.45 0 -46.4431 46.4431 -1.3173
1.80774 1065.49 32.6418 1 4.3625e-020 3.21668e-009 1.52918e-068 163.946 2.16899e-011 2.42717e-032 5.36039e-153 1202.21 3.47448e-072 2.74116 4.76619e-048 2.97606 2.40061e-012 1.28423 0 0 0 0 1373.16 0 -307.666 307.666 -9.42552
1.80929 1845.91 42.9641 1 5.63174e-020 3.56124e-009 2.38589e-068 169.565 2.65771e-011 2.9366e-032 2.34232e-152 1294.52 5.85335e-072 3.47246 5.97119e-048 0.876481 4.72585e-012 0.131636 0 0 0 0 1468.57 0 377.344 377.344 8.78278
1.81086 939.366 30.6491 1 7.26949e-020 3.94277e-009 3.72354e-068 175.363 3.25582e-011 3.55346e-032 1.02333e-151 1387.11 9.86309e-072 4.38165 7.48245e-048 0.228873 9.2519e-012 0.00943193 0 0 0 0 1567.09 0 -627.727 627.727 -20.4811
1.81242 1379.58 37.1427 1 9.38222e-020 4.3652e-009 5.81237e-068 181.343 3.98754e-011 4.30044e-032 4.46922e-151 1479 1.66224e-071 5.507 9.37801e-048 0.0529623 1.80106e-011 0.000471594 0 0 0 0 1665.9 0 -286.317 286.317 -7.70855
1.81399 2140.89 46.2698 1 1.2108e-019 4.83302e-009 9.07574e-068 187.512 4.88272e-011 5.2053e-032 1.95175e-150 1569.18 2.80213e-071 6.89413 1.17566e-047 0.0108498 3.48672e-011 1.64099e-005 0 0 0 0 1763.59 0 377.3 377.3 8.15434
1.81556 1284.19 35.8356 1 1.56238e-019 5.35105e-009 1.4175e-067 193.875 5.97747e-011 6.30146e-032 8.52163e-150 1656.57 4.72474e-071 8.59627 1.47416e-047 0.00196663 6.71199e-011 3.96668e-007 0 0 0 0 1859.04 0 -574.853 574.853 -16.0414
1.81714 832.027 28.8449 1 2.01577e-019 5.92464e-009 2.21439e-067 200.435 7.31583e-011 7.62941e-032 3.71926e-149 1740.07 7.96774e-071 10.6755 1.84882e-047 0.000315245 1.28465e-010 6.6499e-009 0 0 0 0 1951.18 0 -1119.15 1119.15 -38.7989
1.81871 1746.11 41.7865 1 2.60049e-019 6.55988e-009 3.46031e-067 207.2 8.95192e-011 9.23871e-032 1.62313e-148 1818.58 1.34402e-070 13.2044 2.31924e-047 4.46398e-005 2.44491e-010 7.7087e-011 0 0 0 0 2038.98 0 -292.869 292.869 -7.00871
1.82029 1101.89 33.1947 1 3.35433e-019 7.26324e-009 5.40837e-067 214.174 1.09511e-010 1.11889e-031 7.08074e-148 1890.99 2.26749e-070 16.2657 2.90993e-047 5.58233e-006 4.62602e-010 6.17168e-013 0 0 0 0 2121.43 0 -1019.54 1019.54 -30.7141
1.82188 670.673 25.8974 1 4.32629e-019 8.04221e-009 8.45564e-067 221.365 1.33938e-010 1.35529e-031 3.08858e-147 1956.28 3.82646e-070 19.9554 3.65192e-047 6.15784e-007 8.70286e-010 3.40188e-015 0 0 0 0 2197.6 0 -1526.93 1526.93 -58.9608
1.82347 1779.55 42.1847 1 5.57904e-019 8.90475e-009 1.32226e-066 228.775 1.6377e-010 1.64183e-031 1.34666e-146 2013.44 6.45825e-070 24.381 4.584e-047 5.99027e-008 1.62762e-009 1.28961e-017 0 0 0 0 2266.6 0 -487.051 487.051 -11.5457
1.82506 1141.07 33.7797 1 7.19383e-019 9.86002e-009 2.0683e-066 236.413 2.00201e-010 1.98929e-031 5.87084e-146 2061.6 1.09029e-069 29.6656 5.75535e-047 5.13271e-009 3.02637e-009 3.35108e-020 0 0 0 0 2327.68 0 -1186.61 1186.61 -35.1279
1.82665 1535.71 39.1882 1 9.27456e-019 1.09178e-008 3.23593e-066 244.284 2.44672e-010 2.41057e-031 2.55832e-145 2099.96 1.84092e-069 35.9448 7.2274e-047 3.87286e-010 5.59363e-009 5.96326e-023 0 0 0 0 2380.19 0 -844.477 844.477 -21.5493
1.82824 2112.2 45.9587 1 1.19556e-018 1.20891e-008 5.06399e-066 252.393 2.98945e-010 2.92149e-031 1.1145e-144 2127.88 3.10895e-069 43.3709 9.07792e-047 2.57084e-011 1.02773e-008 7.24678e-026 0 0 0 0 2423.64 0 -311.443 311.443 -6.77658
1.82984 1840.81 42.9047 1 1.54099e-018 1.33865e-008 7.92707e-066 260.749 3.65173e-010 3.54127e-031 4.85443e-144 2144.86 5.25172e-069 52.1119 1.1405e-046 1.49979e-012 1.87713e-008 5.9964e-029 0 0 0 0 2457.72 0 -616.906 616.906 -14.3785
1.83145 2419.92 49.1927 1 1.98591e-018 1.4823e-008 1.24113e-065 269.356 4.45949e-010 4.29305e-031 2.11345e-143 2150.56 8.8726e-069 62.3482 1.43313e-046 7.68821e-014 3.40771e-008 3.3759e-032 0 0 0 0 2482.27 0 -62.3482 62.3482 -1.26743
1.83305 1001.72 31.65 1 2.55894e-018 1.64138e-008 1.94371e-065 278.22 5.44452e-010 5.20516e-031 9.19824e-143 2144.84 1.49928e-068 74.2775 1.80123e-046 3.45951e-015 6.14887e-008 1.28934e-035 0 0 0 0 2497.33 0 -1495.61 1495.61 -47.2546
1.83466 1013.67 31.8382 1 3.29685e-018 1.81756e-008 3.04473e-065 287.35 6.6454e-010 6.31196e-031 4.00194e-142 2127.7 2.53396e-068 88.1099 2.26438e-046 1.36544e-016 1.10275e-007 3.33312e-039 0 0 0 0 2503.16 0 -1489.49 1489.49 -46.7832
1.83627 1646.92 40.5823 1 4.24706e-018 2.01268e-008 4.7708e-065 296.752 8.10917e-010 7.65532e-031 1.74081e-141 2099.37 4.28372e-068 104.069 2.84728e-046 4.72191e-018 1.96569e-007 5.81387e-043 0 0 0 0 2500.19 0 -853.273 853.273 -21.0258
1.83789 1315.91 36.2754 1 5.47021e-018 2.22875e-008 7.47684e-065 306.432 9.89253e-010 9.28571e-031 7.56848e-141 2060.23 7.2427e-068 122.384 3.58093e-046 1.43062e-019 3.48209e-007 6.83917e-047 0 0 0 0 2489.04 0 -1173.14 1173.14 -32.3397
1.8395 1933.02 43.9662 1 7.04457e-018 2.46802e-008 1.17206e-064 316.397 1.20648e-009 1.12649e-030 3.28932e-140 2010.83 1.22479e-067 143.293 4.50459e-046 3.79321e-021 6.13001e-007 5.40869e-051 0 0 0 0 2470.52 0 -537.495 537.495 -12.2252
1.84113 1348.79 36.7259 1 9.07071e-018 2.73301e-008 1.83774e-064 326.655 1.47101e-009 1.36679e-030 1.42902e-139 1951.89 2.07158e-067 167.037 5.66771e-046 8.795e-023 1.07241e-006 2.86903e-055 0 0 0 0 2445.58 0 -1096.79 1096.79 -29.8642
1.84275 1096.32 33.1107 1 1.16778e-017 3.02646e-008 2.88217e-064 337.212 1.79305e-009 1.65857e-030 6.20586e-139 1884.26 3.50445e-067 193.856 7.13268e-046 1.78188e-024 1.86434e-006 1.01844e-059 0 0 0 0 2415.33 0 -1319.01 1319.01 -39.8363
1.84438 2493.28 49.9327 1 1.50316e-017 3.35141e-008 4.52104e-064 348.075 2.18494e-009 2.01289e-030 2.69354e-138 1808.92 5.92915e-067 223.977 8.97804e-046 3.15337e-026 3.22037e-006 2.41638e-064 0 0 0 0 2380.98 0 112.3 112.3 2.24903
1.84601 1507.36 38.8247 1 1.93459e-017 3.7113e-008 7.0938e-064 359.254 2.66179e-009 2.44329e-030 1.16878e-137 1726.93 1.00338e-066 257.624 1.13035e-045 4.86668e-028 5.52762e-006 3.81476e-069 0 0 0 0 2343.81 0 -836.452 836.452 -21.5443
1.84764 2027.61 45.029 1 2.48947e-017 4.10986e-008 1.11332e-063 370.755 3.24179e-009 2.96613e-030 5.06939e-137 1639.44 1.6983e-066 294.992 1.42344e-045 6.54761e-030 9.4271e-006 4.00205e-074 0 0 0 0 2305.18 0 -277.576 277.576 -6.16439
1.84928 1655.64 40.6896 1 3.20298e-017 4.55124e-008 1.74768e-063 382.586 3.94704e-009 3.60135e-030 2.19781e-136 1547.61 2.87502e-066 336.251 1.79291e-045 7.67332e-032 1.59738e-005 2.78346e-079 0 0 0 0 2266.45 0 -610.806 610.806 -15.0113
1.85092 918.92 30.3137 1 4.1202e-017 5.03999e-008 2.744e-063 394.753 4.80423e-009 4.37311e-030 9.52279e-136 1452.67 4.86761e-066 381.53 2.25871e-045 7.83064e-034 2.68898e-005 1.28206e-084 0 0 0 0 2228.95 0 -1310.03 1310.03 -43.2159
1.85256 1821.88 42.6835 1 5.29934e-017 5.5813e-008 4.30949e-063 407.266 5.84599e-009 5.31111e-030 4.12482e-135 1355.78 8.24306e-066 430.926 2.8462e-045 6.94653e-036 4.49722e-005 3.89144e-090 0 0 0 0 2193.97 0 -372.094 372.094 -8.71751
1.85421 1627.43 40.3414 1 6.81461e-017 6.18069e-008 6.76934e-063 420.132 7.1114e-009 6.45105e-030 1.78557e-134 1258.12 1.39608e-065 484.468 3.58718e-045 5.35757e-038 7.47162e-005 7.78544e-096 0 0 0 0 2162.72 0 -535.291 535.291 -13.269
1.85586 937.965 30.6262 1 8.76187e-017 6.84453e-008 1.06362e-062 433.36 8.64833e-009 7.83689e-030 7.72688e-134 1160.75 2.36498e-065 542.142 4.52214e-045 3.58601e-040 0.000123317 1.02143e-101 0 0 0 0 2136.26 0 -1198.29 1198.29 -39.1264
1.85751 1860.73 43.1361 1 1.12633e-016 7.57961e-008 1.67148e-062 446.957 1.0514e-008 9.52155e-030 3.34158e-133 1064.73 4.00673e-065 603.843 5.70188e-045 2.0835e-042 0.000202167 8.7911e-108 0 0 0 0 2115.53 0 -254.803 254.803 -5.90694
1.85917 1282.17 35.8074 1 1.44767e-016 8.39372e-008 2.62745e-062 460.934 1.27786e-008 1.15702e-029 1.4446e-132 970.947 6.78965e-065 669.414 7.19109e-045 1.04881e-044 0.00032923 4.93713e-114 0 0 0 0 2101.3 0 -819.124 819.124 -22.8758
1.86083 1224.26 34.9894 1 1.86031e-016 9.29517e-008 4.13089e-062 475.295 1.55259e-008 1.40612e-029 6.24095e-132 880.243 1.15067e-064 738.593 9.07099e-045 4.57551e-047 0.000532511 1.81017e-120 0 0 0 0 2094.13 0 -869.872 869.872 -24.861
1.86249 1957.91 44.2483 1 2.39013e-016 1.02934e-007 6.49605e-062 490.052 1.8858e-008 1.70908e-029 2.69479e-131 793.307 1.95038e-064 811.046 1.14448e-044 1.72753e-049 0.000855462 4.31589e-127 0 0 0 0 2094.41 0 -136.493 136.493 -3.0847
1.86416 2033.35 45.0927 1 3.07028e-016 1.13989e-007 1.02176e-061 505.212 2.2898e-008 2.0776e-029 1.16296e-130 710.717 3.3064e-064 886.348 1.44428e-044 5.64023e-052 0.00136489 6.67497e-134 0 0 0 0 2102.28 0 -68.931 68.931 -1.52865
1.86583 1727.9 41.5681 1 3.94325e-016 1.2623e-007 1.60748e-061 520.785 2.77947e-008 2.52592e-029 5.01609e-130 632.926 5.60606e-064 963.981 1.82302e-044 1.59106e-054 0.00216271 6.67982e-141 0 0 0 0 2117.7 0 -389.791 389.791 -9.37717
